ENTIRE_NAME,CTR_CD,CTR_TY,RELEASE_DATE,ORG,GSR_AD_OBS_C1M,GSR_AD_OBS_C1Y,GSR_AD_OBS_C3Y,GSR_AD_N_C1M,GSR_AD_N_C1Y,GSR_AD_N_C3Y,GSR_P0_OBS_C1M,GSR_P0_OBS_C1Y,GSR_P0_OBS_C3Y,GSR_P0_N_C1M,GSR_P0_N_C1Y,YEAR,MONTH
St. Luke's Roosevelt Hospital Center (NYSL) , NYSL , TX1 , 2012/07/13 , Kidney , 0 , 1 , 5 , 39 , 39 , 40 ,0,0,0,0,0,2012,7
New York University Medical Center (NYUC) , NYUC , TX1 , 2012/07/13 , Kidney , 2 , 4 , 23 , 57 , 57 , 113 ,0,0,0,0,0,2012,7
State University of New York Upstate Medical University (NYUM) , NYUM , TX1 , 2012/07/13 , Kidney , 2 , 4 , 7 , 73 , 73 , 69 , 0 , 0 , 1 , 10 , 10 ,2012,7
Westchester Medical Center (NYWC) , NYWC , TX1 , 2012/07/13 , Kidney , 6 , 7 , 45 , 113 , 113 , 190 , 0 , 0 , 4 , 6 , 6 ,2012,7
Akron City Hospital (OHAC) , OHAC , TX1 , 2012/07/13 , Kidney ,0,0, 10 ,0,0, 60 ,0,0,0,0,0,2012,7
The Cleveland Clinic Foundation (OHCC) , OHCC , TX1 , 2012/07/13 , Kidney , 1 , 12 , 37 , 325 , 325 , 320 , 0 , 0 , 2 , 4 , 4 ,2012,7
Nationwide Children's Hospital (OHCH) , OHCH , TX1 , 2012/07/13 , Kidney ,0,0,0,0,0,0, 0 , 1 , 1 , 19 , 19 ,2012,7
Children's Hospital Medical Center (OHCM) , OHCM , TX1 , 2012/07/13 , Kidney , 0 , 1 , 1 , 7 , 7 , 8 , 0 , 0 , 3 , 39 , 39 ,2012,7
University of Toledo Medical Center (OHCO) , OHCO , TX1 , 2012/07/13 , Kidney , 3 , 6 , 50 , 158 , 158 , 231 ,0,0, 0 ,0,0,2012,7
Miami Valley Hospital (OHMV) , OHMV , TX1 , 2012/07/13 , Kidney , 3 , 9 , 29 , 83 , 83 , 101 ,0,0,0,0,0,2012,7
Ohio State University Medical Center (OHOU) , OHOU , TX1 , 2012/07/13 , Kidney , 8 , 36 , 81 , 470 , 470 , 494 ,0,0, 1 ,0,0,2012,7
The Christ Hospital (OHTC) , OHTC , TX1 , 2012/07/13 , Kidney , 0 , 2 , 15 , 131 , 131 , 138 ,0,0,0,0,0,2012,7
University of Cincinnati / University Hospital (OHUC) , OHUC , TX1 , 2012/07/13 , Kidney , 2 , 4 , 17 , 139 , 139 , 128 ,0,0,0,0,0,2012,7
University Hospitals of Cleveland (OHUH) , OHUH , TX1 , 2012/07/13 , Kidney , 4 , 13 , 19 , 191 , 191 , 158 , 0 , 0 , 2 , 8 , 8 ,2012,7
Integris Baptist Medical Center (OKBC) , OKBC , TX1 , 2012/07/13 , Kidney , 6 , 10 , 15 , 214 , 214 , 132 ,0,0,0,0,0,2012,7
Children's Hospital of Oklahoma (OKCM) , OKCM , TX1 , 2012/07/13 , Kidney , 0 , 0 ,0, 1 , 1 ,0, 0 , 0 , 5 , 26 , 26 ,2012,7
OU Medical Center (OKMD) , OKMD , TX1 , 2012/07/13 , Kidney , 1 , 4 , 8 , 42 , 42 , 36 ,0,0, 1 ,0,0,2012,7
St. Anthony Hospital (OKSA) , OKSA , TX1 , 2012/07/13 , Kidney , 2 , 3 , 1 , 27 , 27 , 28 ,0,0,0,0,0,2012,7
Saint Francis Hospital (OKSF) , OKSF , TX1 , 2012/07/13 , Kidney , 2 , 5 , 7 , 52 , 52 , 49 ,0,0,0,0,0,2012,7
St John Medical Center (OKSJ) , OKSJ , TX1 , 2012/07/13 , Kidney , 0 , 2 , 5 , 39 , 39 , 22 ,0,0,0,0,0,2012,7
Legacy Good Samaritan Hospital and Medical Center (ORGS) , ORGS , TX1 , 2012/07/13 , Kidney , 6 , 10 , 20 , 202 , 202 , 185 ,0,0,0,0,0,2012,7
Oregon Health & Sciences University (ORUO) , ORUO , TX1 , 2012/07/13 , Kidney , 5 , 8 , 18 , 204 , 204 , 236 , 1 , 2 , 2 , 18 , 18 ,2012,7
Portland Veterans Administration Medical Center (ORUO) , ORUO , VA1 , 2012/07/13 , Kidney , 1 , 2 , 5 , 74 , 74 , 54 ,0,0,0,0,0,2012,7
Albert Einstein Medical Center (PAAE) , PAAE , TX1 , 2012/07/13 , Kidney , 12 , 26 , 68 , 271 , 271 , 293 ,0,0,0,0,0,2012,7
Allegheny General Hospital (PAAG) , PAAG , TX1 , 2012/07/13 , Kidney , 4 , 14 , 41 , 163 , 163 , 214 ,0,0,0,0,0,2012,7
Children's Hospital of Pittsburgh of UPMC (PACH) , PACH , TX1 , 2012/07/13 , Kidney ,0,0, 0 ,0,0, 4 , 0 , 2 , 11 , 38 , 38 ,2012,7
Children's Hospital of Philadelphia (PACP) , PACP , TX1 , 2012/07/13 , Kidney , 0 , 0 , 1 , 5 , 5 , 4 , 0 , 1 , 4 , 29 , 29 ,2012,7
Geisinger Medical Center (PAGM) , PAGM , TX1 , 2012/07/13 , Kidney , 0 , 1 , 16 , 79 , 79 , 92 , 1 , 1 , 0 , 5 , 5 ,2012,7
Penn State Milton S Hershey Medical Center (PAHE) , PAHE , TX1 , 2012/07/13 , Kidney , 0 , 4 , 15 , 67 , 67 , 84 , 0 , 0 , 3 , 14 , 14 ,2012,7
Pinnacle Health System at Harrisburg Hospital (PAHH) , PAHH , TX1 , 2012/07/13 , Kidney , 5 , 13 , 18 , 177 , 177 , 189 ,0,0,0,0,0,2012,7
Hahnemann University Hospital (PAHM) , PAHM , TX1 , 2012/07/13 , Kidney , 6 , 11 , 81 , 98 , 98 , 230 ,0,0,0,0,0,2012,7
The Lankenau Hospital (PALH) , PALH , TX1 , 2012/07/13 , Kidney , 4 , 9 , 12 , 77 , 77 , 70 ,0,0,0,0,0,2012,7
Lehigh Valley Hospital (PALV) , PALV , TX1 , 2012/07/13 , Kidney , 6 , 12 , 27 , 167 , 167 , 157 , 0 , 0 ,0, 1 , 1 ,2012,7
University of Pittsburgh Medical Center (PAPT) , PAPT , TX1 , 2012/07/13 , Kidney , 7 , 22 , 81 , 368 , 368 , 461 ,0,0, 0 ,0,0,2012,7
St. Christopher's Hospital for Children (PASC) , PASC , TX1 , 2012/07/13 , Kidney ,0,0, 0 ,0,0, 2 , 1 , 1 , 1 , 6 , 6 ,2012,7
Thomas Jefferson University Hospital (PATJ) , PATJ , TX1 , 2012/07/13 , Kidney , 6 , 14 , 26 , 197 , 197 , 175 ,0,0,0,0,0,2012,7
Temple University Hospital (PATU) , PATU , TX1 , 2012/07/13 , Kidney , 2 , 4 , 11 , 39 , 39 , 47 ,0,0,0,0,0,2012,7
Hospital of the University of Pennsylvania (PAUP) , PAUP , TX1 , 2012/07/13 , Kidney , 8 , 17 , 37 , 398 , 398 , 386 ,0,0,0,0,0,2012,7
VA Pittsburgh Healthcare System (PAVA) , PAVA , TX1 , 2012/07/13 , Kidney , 1 , 8 , 8 , 79 , 79 , 69 ,0,0,0,0,0,2012,7
Geisinger Wyoming Valley Medical Ctr (PAWV) , PAWV , TX1 , 2012/07/13 , Kidney , 2 , 3 , 3 , 40 , 40 , 23 ,0,0,0,0,0,2012,7
Auxilio Mutuo Hospital (PRSJ) , PRSJ , TX1 , 2012/07/13 , Kidney , 6 , 11 , 19 , 185 , 185 , 209 , 0 , 0 , 1 , 12 , 12 ,2012,7
Rhode Island Hospital (RIRH) , RIRH , TX1 , 2012/07/13 , Kidney , 1 , 9 , 11 , 114 , 114 , 116 , 0 , 0 , 0 , 6 , 6 ,2012,7
Medical University of South Carolina (SCMU) , SCMU , TX1 , 2012/07/13 , Kidney , 7 , 22 , 58 , 388 , 388 , 419 , 0 , 0 , 5 , 22 , 22 ,2012,7
Avera McKennan Hospital (SDMK) , SDMK , TX1 , 2012/07/13 , Kidney , 1 , 4 , 10 , 70 , 70 , 86 , 0 , 0 , 0 , 1 , 1 ,2012,7
Sanford Health/USD Medical Center (SDSV) , SDSV , TX1 , 2012/07/13 , Kidney , 1 , 3 , 1 , 29 , 29 , 11 , 0 , 0 , 0 , 2 , 2 ,2012,7
Erlanger Medical Center (TNEM) , TNEM , TX1 , 2012/07/13 , Kidney , 0 , 1 , 6 , 30 , 30 , 35 ,0,0,0,0,0,2012,7
Johnson City Medical Center Hospital (TNJC) , TNJC , TX1 , 2012/07/13 , Kidney , 2 , 9 , 23 , 106 , 106 , 100 , 0 , 0 , 1 , 3 , 3 ,2012,7
Le Bonheur Children's Medical Center (TNLB) , TNLB , TX1 , 2012/07/13 , Kidney ,0,0,0,0,0,0, 1 , 1 , 0 , 12 , 12 ,2012,7
Methodist University Hospital (TNMH) , TNMH , TX1 , 2012/07/13 , Kidney , 6 , 16 , 39 , 229 , 229 , 249 , 0 , 0 ,0, 1 , 1 ,2012,7
Centennial Medical Center (TNPV) , TNPV , TX1 , 2012/07/13 , Kidney , 1 , 6 , 21 , 81 , 81 , 103 ,0,0,0,0,0,2012,7
Saint Thomas Hospital (TNST) , TNST , TX1 , 2012/07/13 , Kidney , 1 , 3 , 9 , 36 , 36 , 45 ,0,0,0,0,0,2012,7
University of Tennessee Medical Center at Knoxville (TNUK) , TNUK , TX1 , 2012/07/13 , Kidney , 1 , 6 , 16 , 74 , 74 , 74 , 0 , 0 , 2 , 10 , 10 ,2012,7
Vanderbilt University Medical Center (TNVU) , TNVU , TX1 , 2012/07/13 , Kidney , 5 , 17 , 42 , 357 , 357 , 278 , 0 , 0 , 2 , 21 , 21 ,2012,7
Nashville Veterans Administration Hospital (TNVU) , TNVU , VA1 , 2012/07/13 , Kidney , 1 , 2 , 9 , 49 , 49 , 58 ,0,0,0,0,0,2012,7
Baylor All Saints Medical Center (TXAS) , TXAS , TX1 , 2012/07/13 , Kidney , 10 , 20 , 43 , 237 , 237 , 243 ,0,0,0,0,0,2012,7
"University Hospital, University of Texas Health Science Center (TXBC) ", TXBC , TX1 , 2012/07/13 , Kidney , 2 , 4 , 19 , 131 , 131 , 131 , 0 , 0 , 5 , 5 , 5 ,2012,7
Cook Children's Medical Center (TXCF) , TXCF , TX1 , 2012/07/13 , Kidney , 0 , 0 ,0, 2 , 2 ,0, 1 , 1 , 4 , 14 , 14 ,2012,7
Children's Medical Center of Dallas (TXCM) , TXCM , TX1 , 2012/07/13 , Kidney , 0 , 1 , 2 , 8 , 8 , 4 , 1 , 2 , 5 , 48 , 48 ,2012,7
Driscoll Children's Hospital (TXDC) , TXDC , TX1 , 2012/07/13 , Kidney , 0 , 0 , 0 , 3 , 3 , 4 , 0 , 0 , 1 , 21 , 21 ,2012,7
North Austin Medical Center (TXDM) , TXDM , TX1 , 2012/07/13 , Kidney , 4 , 5 , 14 , 86 , 86 , 83 ,0,0,0,0,0,2012,7
Texas Health Harris Methodist Fort Worth Hospital (TXFW) , TXFW , TX1 , 2012/07/13 , Kidney , 4 , 10 , 28 , 98 , 98 , 106 ,0,0,0,0,0,2012,7
Medical City Dallas Hospital (TXHD) , TXHD , TX1 , 2012/07/13 , Kidney , 1 , 3 , 8 , 68 , 68 , 75 , 0 , 0 , 0 , 7 , 7 ,2012,7
"Memorial Hermann Hospital, University of Texas at Houston (TXHH) ", TXHH , TX1 , 2012/07/13 , Kidney , 7 , 11 , 46 , 127 , 127 , 187 , 0 , 0 , 0 , 6 , 6 ,2012,7
St Luke's Episcopal Hospital (TXHI) , TXHI , TX1 , 2012/07/13 , Kidney , 6 , 14 , 28 , 210 , 210 , 200 ,0,0, 0 ,0,0,2012,7
Methodist Specialty and Transplant Hospital (TXHS) , TXHS , TX1 , 2012/07/13 , Kidney , 11 , 31 , 37 , 534 , 534 , 364 , 0 , 0 , 1 , 4 , 4 ,2012,7
University of Texas Medical Branch at Galveston (TXJS) , TXJS , TX1 , 2012/07/13 , Kidney , 1 , 6 , 13 , 90 , 90 , 94 , 0 , 1 , 0 , 1 , 1 ,2012,7
University Medical Center (TXLG) , TXLG , TX1 , 2012/07/13 , Kidney , 3 , 10 , 10 , 98 , 98 , 61 ,0,0,0,0,0,2012,7
Covenant Medical Center (TXLM) , TXLM , TX1 , 2012/07/13 , Kidney , 1 , 1 , 32 , 16 , 16 , 105 ,0,0,0,0,0,2012,7
Las Palmas Medical Center (TXLP) , TXLP , TX1 , 2012/07/13 , Kidney , 0 , 0 ,0, 6 , 6 ,0,0,0,0,0,0,2012,7
McAllen Medical Center (TXMA) , TXMA , TX1 , 2012/07/13 , Kidney , 3 , 7 , 3 , 42 , 42 , 31 , 0 , 0 ,0, 1 , 1 ,2012,7
Methodist Dallas Medical Center (TXMC) , TXMC , TX1 , 2012/07/13 , Kidney , 3 , 8 , 17 , 152 , 152 , 190 ,0,0,0,0,0,2012,7
The Methodist Hospital (TXMH) , TXMH , TX1 , 2012/07/13 , Kidney , 2 , 12 , 19 , 392 , 392 , 225 ,0,0,0,0,0,2012,7
Parkland Memorial Hospital (TXPM) , TXPM , TX1 , 2012/07/13 , Kidney , 1 , 4 , 12 , 61 , 61 , 100 ,0,0,0,0,0,2012,7
Christus Santa Rosa Hospital Medical Center (TXRM) , TXRM , TX1 , 2012/07/13 , Kidney , 2 , 7 , 12 , 110 , 110 , 99 , 0 , 1 , 0 , 49 , 49 ,2012,7
Sierra Medical Center (TXSM) , TXSM , TX1 , 2012/07/13 , Kidney ,0,0, 3 ,0,0, 24 ,0,0, 0 ,0,0,2012,7
University Hospital - St. Paul (TXSP) , TXSP , TX1 , 2012/07/13 , Kidney , 1 , 7 , 8 , 77 , 77 , 51 ,0,0,0,0,0,2012,7
Scott and White Memorial Hospital (TXSW) , TXSW , TX1 , 2012/07/13 , Kidney , 4 , 6 , 7 , 82 , 82 , 78 ,0,0, 0 ,0,0,2012,7
Texas Children's Hospital (TXTC) , TXTC , TX1 , 2012/07/13 , Kidney , 0 , 0 , 0 , 13 , 13 , 9 , 0 , 0 , 1 , 35 , 35 ,2012,7
Baylor University Medical Center (TXTX) , TXTX , TX1 , 2012/07/13 , Kidney , 5 , 15 , 39 , 277 , 277 , 285 ,0,0, 0 ,0,0,2012,7
East Texas Medical Center (TXTY) , TXTY , TX1 , 2012/07/13 , Kidney , 1 , 3 , 11 , 90 , 90 , 49 ,0,0,0,0,0,2012,7
Intermountain Medical Center (UTLD) , UTLD , TX1 , 2012/07/13 , Kidney , 0 , 7 , 18 , 204 , 204 , 221 ,0,0,0,0,0,2012,7
University of Utah Medical Center (UTMC) , UTMC , TX1 , 2012/07/13 , Kidney , 1 , 5 , 9 , 141 , 141 , 142 , 0 , 0 , 1 , 15 , 15 ,2012,7
Primary Children's Medical Center (UTPC) , UTPC , TX1 , 2012/07/13 , Kidney , 0 , 0 ,0, 1 , 1 ,0, 1 , 1 , 0 , 18 , 18 ,2012,7
Children's Hospital of the King's Daughters (VACH) , VACH , TX1 , 2012/07/13 , Kidney , 0 , 0 , 0 , 3 , 3 , 2 , 0 , 0 , 0 , 8 , 8 ,2012,7
Inova Fairfax Hospital (VAFH) , VAFH , TX1 , 2012/07/13 , Kidney , 7 , 15 , 36 , 218 , 218 , 228 , 0 , 0 , 1 , 7 , 7 ,2012,7
Henrico Doctors' Hospital (VAHD) , VAHD , TX1 , 2012/07/13 , Kidney , 2 , 5 , 14 , 115 , 115 , 111 ,0,0,0,0,0,2012,7
Medical College of Virginia Hospitals (VAMC) , VAMC , TX1 , 2012/07/13 , Kidney , 7 , 24 , 36 , 323 , 323 , 262 , 0 , 0 , 0 , 5 , 5 ,2012,7
Sentara Norfolk General Hospital (VANG) , VANG , TX1 , 2012/07/13 , Kidney , 0 , 11 , 36 , 162 , 162 , 209 ,0,0,0,0,0,2012,7
University of Virginia Health Sciences Center (VAUV) , VAUV , TX1 , 2012/07/13 , Kidney , 4 , 11 , 49 , 170 , 170 , 237 , 0 , 0 , 3 , 12 , 12 ,2012,7
Fletcher Allen Health Care (VTMC) , VTMC , TX1 , 2012/07/13 , Kidney , 1 , 4 , 14 , 68 , 68 , 93 , 0 , 0 , 1 , 5 , 5 ,2012,7
Seattle Children's Hospital (WACH) , WACH , TX1 , 2012/07/13 , Kidney , 0 , 1 , 1 , 12 , 12 , 6 , 1 , 1 , 3 , 45 , 45 ,2012,7
Sacred Heart Medical Center (WASH) , WASH , TX1 , 2012/07/13 , Kidney , 1 , 1 , 17 , 121 , 121 , 124 ,0,0, 0 ,0,0,2012,7
Swedish Medical Center (WASM) , WASM , TX1 , 2012/07/13 , Kidney , 1 , 4 , 12 , 204 , 204 , 187 ,0,0, 1 ,0,0,2012,7
University of Washington Medical Center (WAUW) , WAUW , TX1 , 2012/07/13 , Kidney , 1 , 7 , 19 , 257 , 257 , 220 ,0,0,0,0,0,2012,7
Virginia Mason Medical Center (WAVM) , WAVM , TX1 , 2012/07/13 , Kidney , 4 , 14 , 16 , 195 , 195 , 176 ,0,0,0,0,0,2012,7
Children's Hospital of Wisconsin (WICH) , WICH , TX1 , 2012/07/13 , Kidney , 0 , 0 ,0, 4 , 4 ,0, 0 , 0 , 1 , 19 , 19 ,2012,7
Froedtert Memorial Lutheran Hospital (WISE) , WISE , TX1 , 2012/07/13 , Kidney , 8 , 11 , 24 , 219 , 219 , 270 ,0,0,0,0,0,2012,7
Aurora St. Luke's Medical Center (WISL) , WISL , TX1 , 2012/07/13 , Kidney , 3 , 5 , 11 , 71 , 71 , 80 ,0,0,0,0,0,2012,7
University of Wisconsin Hospital and Clinics (WIUW) , WIUW , TX1 , 2012/07/13 , Kidney , 8 , 25 , 113 , 590 , 590 , 708 , 0 , 0 , 0 , 15 , 15 ,2012,7
Charleston Area Medical Center (WVCA) , WVCA , TX1 , 2012/07/13 , Kidney , 2 , 5 , 15 , 87 , 87 , 110 , 1 , 1 , 0 , 5 , 5 ,2012,7
West Virginia University Hospital (WVWU) , WVWU , TX1 , 2012/07/13 , Kidney ,0,0, 1 ,0,0, 5 ,0,0,0,0,0,2012,7
University of South Alabama Medical Center (ALAM) , ALAM , TX1 , 2014/03/20 , Kidney ,0,0, 5 ,0,0, 16 ,0,0,0,0,0,2013,1
University of Alabama Hospital (ALUA) , ALUA , TX1 , 2014/03/20 , Kidney , 8 , 31 , 77 , 548 , 548 , 635 , 0 , 2 , 7 , 57 , 57 ,2013,1
Baptist Medical Center (ARBH) , ARBH , TX1 , 2014/03/20 , Kidney , 1 , 4 , 19 , 90 , 90 , 88 ,0,0,0,0,0,2013,1
Arkansas Children's Hospital (ARCH) , ARCH , TX1 , 2014/03/20 , Kidney , 0 , 0 , 0 , 1 , 1 , 1 , 0 , 1 , 2 , 17 , 17 ,2013,1
UAMS Medical Center (ARUA) , ARUA , TX1 , 2014/03/20 , Kidney , 3 , 10 , 24 , 154 , 154 , 144 ,0,0,0,0,0,2013,1
Phoenix Children's Hospital (AZCH) , AZCH , TX1 , 2014/03/20 , Kidney , 0 , 0 ,0, 2 , 2 ,0, 0 , 0 , 0 , 19 , 19 ,2013,1
Banner Good Samaritan Medical Center (AZGS) , AZGS , TX1 , 2014/03/20 , Kidney , 5 , 16 , 22 , 261 , 261 , 285 , 0 , 0 , 0 , 3 , 3 ,2013,1
Mayo Clinic Hospital (AZMC) , AZMC , TX1 , 2014/03/20 , Kidney , 5 , 25 , 47 , 488 , 488 , 390 , 0 , 0 , 0 , 1 , 1 ,2013,1
"University Medical Center, Univ of Arizona (AZUA) ", AZUA , TX1 , 2014/03/20 , Kidney , 3 , 10 , 21 , 197 , 197 , 157 , 0 , 0 , 0 , 4 , 4 ,2013,1
Rady Children's Hospital and Health Center (CACH) , CACH , TX1 , 2014/03/20 , Kidney , 0 , 0 , 0 , 6 , 6 , 5 , 0 , 0 , 2 , 22 , 22 ,2013,1
Childrens Hospital Los Angeles (CACL) , CACL , TX1 , 2014/03/20 , Kidney , 1 , 1 , 0 , 9 , 9 , 6 , 0 , 0 , 2 , 42 , 42 ,2013,1
Cedars-Sinai Medical Center (CACS) , CACS , TX1 , 2014/03/20 , Kidney , 6 , 13 , 54 , 294 , 294 , 323 , 2 , 2 , 1 , 20 , 20 ,2013,1
Scripps Green Hospital (CAGH) , CAGH , TX1 , 2014/03/20 , Kidney , 0 , 3 , 9 , 88 , 88 , 83 ,0,0,0,0,0,2013,1
University of California Irvine Medical Center (CAIM) , CAIM , TX1 , 2014/03/20 , Kidney , 4 , 8 , 15 , 97 , 97 , 65 ,0,0, 1 ,0,0,2013,1
Harbor UCLA Medical Center (CALA) , CALA , TX1 , 2014/03/20 , Kidney , 1 , 2 , 7 , 60 , 60 , 63 ,0,0, 0 ,0,0,2013,1
St Mary Medical Center (CALB) , CALB , TX1 , 2014/03/20 , Kidney ,0,0, 2 ,0,0, 7 ,0,0,0,0,0,2013,1
Loma Linda University Medical Center (CALL) , CALL , TX1 , 2014/03/20 , Kidney , 2 , 4 , 30 , 241 , 241 , 213 , 0 , 2 , 3 , 38 , 38 ,2013,1
Lucile Salter Packard Children's Hospital at Stanford (CAPC) , CAPC , TX1 , 2014/03/20 , Kidney , 0 , 0 , 1 , 13 , 13 , 13 , 1 , 1 , 3 , 54 , 54 ,2013,1
California Pacific Medical Center (CAPM) , CAPM , TX1 , 2014/03/20 , Kidney , 2 , 11 , 52 , 441 , 441 , 449 , 0 , 0 ,0, 1 , 1 ,2013,1
Riverside Community Hospital (CARC) , CARC , TX1 , 2014/03/20 , Kidney , 1 , 3 , 17 , 58 , 58 , 70 ,0,0,0,0,0,2013,1
Arrowhead Regional Medical Center (CASB) , CASB , TX1 , 2014/03/20 , Kidney ,0,0, 2 ,0,0, 12 ,0,0,0,0,0,2013,1
University of California San Diego Medical Center (CASD) , CASD , TX1 , 2014/03/20 , Kidney , 4 , 8 , 36 , 204 , 204 , 249 ,0,0,0,0,0,2013,1
University of California San Francisco Medical Center (CASF) , CASF , TX1 , 2014/03/20 , Kidney , 6 , 28 , 70 , 744 , 744 , 779 , 2 , 3 , 7 , 45 , 45 ,2013,1
Sutter Memorial Hospital (CASG) , CASG , TX1 , 2014/03/20 , Kidney , 5 , 7 , 6 , 56 , 56 , 37 ,0,0,0,0,0,2013,1
Sharp Memorial Hospital (CASH) , CASH , TX1 , 2014/03/20 , Kidney , 4 , 6 , 29 , 195 , 195 , 198 ,0,0,0,0,0,2013,1
Saint Joseph Hospital (CASJ) , CASJ , TX1 , 2014/03/20 , Kidney , 0 , 2 , 1 , 50 , 50 , 93 , 0 , 0 , 0 , 1 , 1 ,2013,1
University of California Davis Medical Center (CASM) , CASM , TX1 , 2014/03/20 , Kidney , 16 , 33 , 32 , 515 , 515 , 310 , 0 , 0 , 1 , 9 , 9 ,2013,1
Stanford University Medical Center (CASU) , CASU , TX1 , 2014/03/20 , Kidney , 4 , 9 , 8 , 241 , 241 , 171 ,0,0,0,0,0,2013,1
St. Vincent Medical Center (CASV) , CASV , TX1 , 2014/03/20 , Kidney , 4 , 8 , 48 , 130 , 130 , 320 ,0,0,0,0,0,2013,1
University of California at Los Angeles Medical Center (CAUC) , CAUC , TX1 , 2014/03/20 , Kidney , 11 , 25 , 59 , 696 , 696 , 629 , 1 , 1 , 3 , 43 , 43 ,2013,1
Keck Hospital of USC (CAUH) , CAUH , TX1 , 2014/03/20 , Kidney , 1 , 6 , 13 , 226 , 226 , 150 ,0,0,0,0,0,2013,1
Western Medical Center (CAWM) , CAWM , TX1 , 2014/03/20 , Kidney , 0 , 0 , 8 , 20 , 20 , 35 ,0,0,0,0,0,2013,1
Children's Hospital Colorado (COCH) , COCH , TX1 , 2014/03/20 , Kidney , 0 , 0 , 0 , 1 , 1 , 4 , 0 , 0 , 3 , 21 , 21 ,2013,1
Centura Porter Adventist Hospital (COPM) , COPM , TX1 , 2014/03/20 , Kidney , 2 , 8 , 15 , 202 , 202 , 153 ,0,0,0,0,0,2013,1
Presbyterian/St Lukes Medical Center (COSL) , COSL , TX1 , 2014/03/20 , Kidney , 3 , 10 , 10 , 135 , 135 , 99 , 0 , 0 ,0, 1 , 1 ,2013,1
University of Colorado Hospital/Health Science Center (COUC) , COUC , TX1 , 2014/03/20 , Kidney , 10 , 28 , 37 , 351 , 351 , 275 , 0 , 0 ,0, 2 , 2 ,2013,1
Hartford Hospital (CTHH) , CTHH , TX1 , 2014/03/20 , Kidney , 2 , 6 , 11 , 108 , 108 , 131 , 0 , 0 , 2 , 2 , 2 ,2013,1
Yale New Haven Hospital (CTYN) , CTYN , TX1 , 2014/03/20 , Kidney , 3 , 7 , 36 , 260 , 260 , 204 , 0 , 0 , 1 , 2 , 2 ,2013,1
Children's National Medical Center (DCCH) , DCCH , TX1 , 2014/03/20 , Kidney , 0 , 0 , 3 , 8 , 8 , 3 , 0 , 1 , 2 , 27 , 27 ,2013,1
Georgetown University Medical Center (DCGU) , DCGU , TX1 , 2014/03/20 , Kidney , 1 , 8 , 10 , 143 , 143 , 85 , 0 , 0 ,0, 2 , 2 ,2013,1
Howard University Hospital (DCHU) , DCHU , TX1 , 2014/03/20 , Kidney , 1 , 3 , 5 , 11 , 11 , 15 ,0,0,0,0,0,2013,1
Washington Hospital Center (DCWH) , DCWH , TX1 , 2014/03/20 , Kidney , 2 , 17 , 27 , 272 , 272 , 245 ,0,0,0,0,0,2013,1
Walter Reed National Military Medical Center at Bethesda (DCWR) , DCWR , TX1 , 2014/03/20 , Kidney , 1 , 2 , 6 , 50 , 50 , 64 ,0,0,0,0,0,2013,1
Alfred I DuPont Hospital for Children (DEAI) , DEAI , TX1 , 2014/03/20 , Kidney ,0,0, 0 ,0,0, 1 , 0 , 0 , 1 , 8 , 8 ,2013,1
Christiana Care Health Services (DECC) , DECC , TX1 , 2014/03/20 , Kidney , 1 , 2 , 5 , 63 , 63 , 41 ,0,0,0,0,0,2013,1
All Children's Hospital (FLAC) , FLAC , TX1 , 2014/03/20 , Kidney ,0,0, 0 ,0,0, 1 ,0,0, 0 ,0,0,2013,1
Florida Hospital Medical Center (FLFH) , FLFH , TX1 , 2014/03/20 , Kidney , 4 , 14 , 51 , 370 , 370 , 390 , 0 , 0 , 3 , 6 , 6 ,2013,1
Gulf Coast Medical Center (FLFR) , FLFR , TX1 , 2014/03/20 , Kidney , 3 , 3 , 17 , 89 , 89 , 108 ,0,0,0,0,0,2013,1
Halifax Medical Center (FLHM) , FLHM , TX1 , 2014/03/20 , Kidney , 0 , 2 , 3 , 35 , 35 , 4 ,0,0,0,0,0,2013,1
Jackson Memorial Hospital University of Miami School of Medicine (FLJM) , FLJM , TX1 , 2014/03/20 , Kidney , 9 , 41 , 55 , 608 , 608 , 505 , 0 , 1 , 8 , 17 , 17 ,2013,1
Shands Jacksonville (FLJT) , FLJT , TX1 , 2014/03/20 , Kidney , 4 , 10 , 16 , 51 , 51 , 81 , 0 , 0 , 1 , 2 , 2 ,2013,1
Mayo Clinic Florida (FLSL) , FLSL , TX1 , 2014/03/20 , Kidney , 5 , 12 , 23 , 271 , 271 , 195 ,0,0,0,0,0,2013,1
Tampa General Hospital (FLTG) , FLTG , TX1 , 2014/03/20 , Kidney , 11 , 30 , 48 , 491 , 491 , 439 , 2 , 2 , 5 , 26 , 26 ,2013,1
Shands Hospital at The University of Florida (FLUF) , FLUF , TX1 , 2014/03/20 , Kidney , 13 , 28 , 64 , 323 , 323 , 413 , 0 , 3 , 2 , 29 , 29 ,2013,1
Children's Healthcare of Atlanta at Egleston (GAEH) , GAEH , TX1 , 2014/03/20 , Kidney , 0 , 0 , 0 , 5 , 5 , 5 , 0 , 1 , 6 , 62 , 62 ,2013,1
Emory University Hospital (GAEM) , GAEM , TX1 , 2014/03/20 , Kidney , 7 , 20 , 33 , 466 , 466 , 325 ,0,0,0,0,0,2013,1
