,ENTIRE_NAME,CTR_CD,CTR_TY,RELEASE_DATE,ORG,RCC_A10_C,RCC_A17_C,RCC_A2_C,RCC_A34_C,RCC_A49_C,RCC_A64_C,RCC_A65P_C,RCC_AU_C,RCC_BAB_C,RCC_BA_C,RCC_BB_C,RCC_BO_C,RCC_BMI20_C,RCC_BMI25_C,RCC_BMI30_C,RCC_BMI31P_C,RCC_BMINR_C,RCC_BU_C,RCC_GF_C,RCC_GM_C,RCC_GU_C,RCC_ICU_C,RCC_HOSPNR_C,RCC_HOSP_C,RCC_PTXN_C,RCC_PTXU_C,RCC_PTXY_C,RCC_NOTHOSP_C,RCC_N_C,YEAR,MONTH,D_OR_L
77,Beth Israel Deaconess Medical Center (MABI) , MABI , TX1 , 2015/06/16 , Kidney ,0.0,0.0,0.0,5.1,25.6,48.7,20.5,0.0,0.0,43.6,12.8,43.6,5.1,33.3,30.8,28.2,2.6,0.0,35.9,64.1,0.0,2.6,0.0,0.0,82.1,0.0,17.9,97.4,39,2015,6,DECEASED
78,Baystate Medical Center (MABS) , MABS , TX1 , 2015/06/16 , Kidney ,0.0,0.0,0.0,7.7,23.1,38.5,30.8,0.0,0.0,61.5,15.4,23.1,0.0,53.8,30.8,15.4,0.0,0.0,7.7,92.3,0.0,0.0,0.0,0.0,92.3,0.0,7.7,100.0,13,2015,6,DECEASED
79,Boston Medical Center (MABU) , MABU , TX1 , 2015/06/16 , Kidney ,0.0,0.0,0.0,4.3,13.0,60.9,21.7,0.0,4.3,34.8,13.0,47.8,13.0,34.8,26.1,26.1,0.0,0.0,21.7,78.3,0.0,0.0,0.0,0.0,95.7,0.0,4.3,100.0,23,2015,6,DECEASED
80,Boston Children's Hospital (MACH) , MACH , TX1 , 2015/06/16 , Kidney ,23.1,38.5,15.4,23.1,0.0,0.0,0.0,0.0,0.0,7.7,23.1,69.2,53.8,38.5,7.7,0.0,0.0,0.0,23.1,76.9,0.0,0.0,0.0,0.0,69.2,0.0,30.8,100.0,13,2015,6,DECEASED
81,Lahey Clinic Medical Center (MALC) , MALC , TX1 , 2015/06/16 , Kidney ,0.0,0.0,0.0,3.8,11.5,53.8,30.8,0.0,0.0,61.5,19.2,19.2,3.8,38.5,15.4,42.3,0.0,0.0,26.9,73.1,0.0,0.0,0.0,26.9,92.3,0.0,7.7,73.1,26,2015,6,DECEASED
82,Massachusetts General Hospital (MAMG) , MAMG , TX1 , 2015/06/16 , Kidney ,0.0,1.4,0.0,5.5,8.2,60.3,24.7,0.0,9.6,34.2,4.1,52.1,8.2,32.9,35.6,23.3,0.0,0.0,38.4,61.6,0.0,2.7,0.0,4.1,74.0,0.0,26.0,93.2,73,2015,6,DECEASED
83,Tufts Medical Center (MANM) , MANM , TX1 , 2015/06/16 , Kidney ,0.0,0.0,0.0,7.1,21.4,50.0,21.4,0.0,7.1,42.9,21.4,28.6,14.3,28.6,35.7,21.4,0.0,0.0,50.0,50.0,0.0,7.1,0.0,0.0,85.7,0.0,14.3,92.9,14,2015,6,DECEASED
84,Brigham and Women's Hospital (MAPB) , MAPB , TX1 , 2015/06/16 , Kidney ,0.0,0.0,0.0,18.2,15.2,36.4,30.3,0.0,3.0,36.4,18.2,42.4,3.0,39.4,42.4,15.2,0.0,0.0,33.3,66.7,0.0,0.0,0.0,0.0,78.8,0.0,21.2,100.0,33,2015,6,DECEASED
85,UMass Memorial Medical Center (MAUM) , MAUM , TX1 , 2015/06/16 , Kidney ,0.0,0.0,0.0,0.0,30.8,50.0,19.2,0.0,0.0,42.3,3.8,53.8,11.5,23.1,23.1,42.3,0.0,0.0,34.6,65.4,0.0,0.0,0.0,0.0,84.6,0.0,15.4,100.0,26,2015,6,DECEASED
86,Johns Hopkins Hospital (MDJH) , MDJH , TX1 , 2015/06/16 , Kidney ,1.2,1.8,0.0,6.1,24.4,37.2,29.3,0.0,6.1,43.3,14.0,36.6,3.7,24.4,34.8,36.6,0.6,0.0,31.7,68.3,0.0,1.2,0.0,2.4,90.2,0.0,9.8,96.3,164,2015,6,DECEASED
87,University of Maryland Medical System (MDUM) , MDUM , TX1 , 2015/06/16 , Kidney ,0.0,0.0,0.0,3.0,21.6,44.3,31.1,0.0,4.8,36.5,12.0,46.7,3.0,26.9,34.7,35.3,0.0,0.0,26.9,73.1,0.0,3.0,0.6,0.6,88.6,0.0,11.4,95.8,167,2015,6,DECEASED
88,Maine Medical Center (MEMC) , MEMC , TX1 , 2015/06/16 , Kidney ,3.6,7.1,0.0,7.1,17.9,42.9,21.4,0.0,0.0,42.9,7.1,50.0,7.1,32.1,14.3,46.4,0.0,0.0,46.4,53.6,0.0,0.0,0.0,0.0,96.4,0.0,3.6,100.0,28,2015,6,DECEASED
89,William Beaumont Hospital (MIBH) , MIBH , TX1 , 2015/06/16 , Kidney ,0.0,0.0,0.0,5.0,21.7,40.0,33.3,0.0,13.3,30.0,16.7,40.0,0.0,30.0,25.0,45.0,0.0,0.0,31.7,68.3,0.0,5.0,0.0,0.0,85.0,0.0,15.0,95.0,60,2015,6,DECEASED
90,Children's Hospital of Michigan (MICH) , MICH , TX1 , 2015/06/16 , Kidney ,33.3,33.3,0.0,33.3,0.0,0.0,0.0,0.0,33.3,66.7,0.0,0.0,33.3,33.3,0.0,33.3,0.0,0.0,66.7,33.3,0.0,0.0,0.0,0.0,66.7,0.0,33.3,100.0,3,2015,6,DECEASED
91,Helen DeVos Children's Hospital (MIDV) , MIDV , TX1 , 2015/06/16 , Kidney ,33.3,66.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,66.7,0.0,33.3,33.3,66.7,0.0,0.0,0.0,0.0,66.7,33.3,0.0,0.0,0.0,33.3,100.0,0.0,0.0,66.7,3,2015,6,DECEASED
92,Henry Ford Hospital (MIHF) , MIHF , TX1 , 2015/06/16 , Kidney ,0.0,0.0,0.0,2.4,29.4,47.1,21.2,0.0,5.9,34.1,15.3,44.7,5.9,23.5,35.3,30.6,4.7,0.0,36.5,63.5,0.0,3.5,0.0,0.0,81.2,0.0,18.8,96.5,85,2015,6,DECEASED
93,Harper University Hospital Detroit Medical Center (MIHH) , MIHH , TX1 , 2015/06/16 , Kidney ,0.0,0.0,0.0,0.0,36.4,27.3,36.4,0.0,18.2,27.3,18.2,36.4,9.1,27.3,45.5,18.2,0.0,0.0,18.2,81.8,0.0,0.0,0.0,0.0,100.0,0.0,0.0,100.0,11,2015,6,DECEASED
94,St John Hospital and Medical Center (MISJ) , MISJ , TX1 , 2015/06/16 , Kidney ,0.0,0.0,0.0,10.3,51.7,27.6,10.3,0.0,10.3,37.9,13.8,37.9,3.4,24.1,31.0,41.4,0.0,0.0,51.7,48.3,0.0,0.0,0.0,0.0,86.2,0.0,13.8,100.0,29,2015,6,DECEASED
95,Mercy Health Saint Mary’s (MISM) , MISM , TX1 , 2015/06/16 , Kidney ,0.0,0.0,0.0,6.3,25.4,41.3,27.0,0.0,1.6,38.1,14.3,46.0,4.8,34.9,28.6,31.7,0.0,0.0,38.1,61.9,0.0,0.0,0.0,0.0,81.0,0.0,19.0,100.0,63,2015,6,DECEASED
96,University of Michigan Medical Center (MIUM) , MIUM , TX1 , 2015/06/16 , Kidney ,1.9,5.8,1.0,7.8,24.3,37.9,21.4,0.0,7.8,30.1,11.7,50.5,8.7,30.1,28.2,33.0,0.0,0.0,46.6,53.4,0.0,3.9,0.0,0.0,81.6,0.0,18.4,96.1,103,2015,6,DECEASED
97,Univ of MN Amplatz Children's Hosp (MNAC) , MNAC , TX1 , 2015/06/16 , Kidney ,33.3,22.2,22.2,22.2,0.0,0.0,0.0,0.0,11.1,33.3,11.1,44.4,66.7,11.1,0.0,22.2,0.0,0.0,55.6,44.4,0.0,0.0,0.0,11.1,100.0,0.0,0.0,88.9,9,2015,6,DECEASED
98,Abbott Northwestern Hospital (MNAN) , MNAN , TX1 , 2015/06/16 , Kidney ,0.0,0.0,0.0,15.8,5.3,57.9,21.1,0.0,0.0,42.1,15.8,42.1,10.5,26.3,26.3,36.8,0.0,0.0,57.9,42.1,0.0,0.0,0.0,0.0,89.5,0.0,10.5,100.0,19,2015,6,DECEASED
99,Hennepin County Medical Center (MNHC) , MNHC , TX1 , 2015/06/16 , Kidney ,0.0,0.0,0.0,6.3,25.0,62.5,6.3,0.0,0.0,50.0,12.5,37.5,12.5,31.3,18.8,37.5,0.0,0.0,37.5,62.5,0.0,0.0,0.0,0.0,93.8,0.0,6.3,100.0,16,2015,6,DECEASED
100,Rochester Methodist Hospital (Mayo Clinic) (MNMC) , MNMC , TX1 , 2015/06/16 , Kidney ,0.0,0.0,0.0,10.5,26.3,47.4,15.8,0.0,10.5,26.3,15.8,47.4,18.4,28.9,26.3,26.3,0.0,0.0,42.1,57.9,0.0,5.3,0.0,2.6,65.8,0.0,34.2,92.1,38,2015,6,DECEASED
101,Saint Marys Hospital (Mayo Clinic) (MNSM) , MNSM , TX1 , 2015/06/16 , Kidney ,0.0,0.0,0.0,0.0,20.0,40.0,40.0,0.0,40.0,20.0,0.0,40.0,0.0,20.0,40.0,0.0,40.0,0.0,20.0,80.0,0.0,60.0,0.0,0.0,100.0,0.0,0.0,40.0,5,2015,6,DECEASED
102,"University of Minnesota Medical Center, Fairview (MNUM) ", MNUM , TX1 , 2015/06/16 , Kidney ,0.0,0.0,0.0,14.1,25.9,38.8,21.2,0.0,3.5,36.5,14.1,45.9,11.8,28.2,34.1,25.9,0.0,0.0,30.6,69.4,0.0,1.2,0.0,3.5,70.6,0.0,29.4,95.3,85,2015,6,DECEASED
103,Barnes-Jewish Hospital (MOBH) , MOBH , TX1 , 2015/06/16 , Kidney ,0.0,0.0,0.0,5.5,31.7,39.0,23.8,0.0,3.7,31.1,18.3,47.0,18.3,22.6,26.8,32.3,0.0,0.0,40.9,59.1,0.0,0.0,0.0,2.4,82.9,0.0,17.1,97.6,164,2015,6,DECEASED
104,Cardinal Glennon Children's Hospital (MOCG) , MOCG , TX1 , 2015/06/16 , Kidney ,33.3,66.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,66.7,0.0,33.3,33.3,33.3,33.3,0.0,0.0,0.0,33.3,66.7,0.0,0.0,0.0,0.0,100.0,0.0,0.0,100.0,3,2015,6,DECEASED
105,St. Louis Children's Hospital (MOCH) , MOCH , TX1 , 2015/06/16 , Kidney ,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,75.0,25.0,0.0,75.0,25.0,0.0,0.0,0.0,0.0,25.0,75.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,100.0,4,2015,6,DECEASED
106,Children's Mercy Hospital (MOCM) , MOCM , TX1 , 2015/06/16 , Kidney ,58.3,25.0,0.0,16.7,0.0,0.0,0.0,0.0,0.0,50.0,8.3,41.7,66.7,25.0,8.3,0.0,0.0,0.0,8.3,91.7,0.0,0.0,0.0,0.0,83.3,0.0,16.7,100.0,12,2015,6,DECEASED
107,St Luke's Hospital of Kansas City (MOLH) , MOLH , TX1 , 2015/06/16 , Kidney ,0.0,0.0,0.0,8.0,48.0,16.0,28.0,0.0,4.0,36.0,8.0,52.0,4.0,20.0,32.0,44.0,0.0,0.0,40.0,60.0,0.0,0.0,0.0,0.0,92.0,0.0,8.0,100.0,25,2015,6,DECEASED
108,Research Medical Center (MORH) , MORH , TX1 , 2015/06/16 , Kidney ,0.0,0.0,0.0,8.0,22.0,32.0,38.0,0.0,6.0,34.0,10.0,50.0,6.0,30.0,28.0,36.0,0.0,0.0,38.0,62.0,0.0,0.0,0.0,0.0,94.0,0.0,6.0,100.0,50,2015,6,DECEASED
109,Saint Louis University Hospital (MOSL) , MOSL , TX1 , 2015/06/16 , Kidney ,0.0,0.0,0.0,4.3,21.7,47.8,26.1,0.0,4.3,26.1,21.7,47.8,8.7,17.4,30.4,43.5,0.0,0.0,43.5,56.5,0.0,0.0,0.0,8.7,91.3,0.0,8.7,91.3,23,2015,6,DECEASED
110,University of Missouri Hospital and Clinics (MOUM) , MOUM , TX1 , 2015/06/16 , Kidney ,0.0,7.7,0.0,7.7,15.4,46.2,23.1,0.0,0.0,46.2,15.4,38.5,15.4,23.1,30.8,30.8,0.0,0.0,15.4,84.6,0.0,0.0,0.0,0.0,92.3,0.0,7.7,100.0,13,2015,6,DECEASED
111,University of Mississippi Medical Center (MSUM) , MSUM , TX1 , 2015/06/16 , Kidney ,0.0,0.0,0.0,10.5,27.6,48.7,13.2,0.0,7.9,21.1,9.2,61.8,6.6,31.6,35.5,26.3,0.0,0.0,30.3,69.7,0.0,0.0,0.0,2.6,85.5,0.0,14.5,97.4,76,2015,6,DECEASED
112,Wake Forest Baptist Medical Center (NCBG) , NCBG , TX1 , 2015/06/16 , Kidney ,0.8,0.8,0.0,5.3,26.0,45.0,22.1,0.0,4.6,42.7,13.7,38.9,6.1,25.2,35.9,32.8,0.0,0.0,42.0,58.0,0.0,0.0,0.0,0.0,90.8,0.0,9.2,100.0,131,2015,6,DECEASED
113,Carolinas Medical Center (NCCM) , NCCM , TX1 , 2015/06/16 , Kidney ,2.8,9.7,0.0,12.5,37.5,30.6,6.9,0.0,2.8,40.3,6.9,50.0,12.5,33.3,25.0,29.2,0.0,0.0,37.5,62.5,0.0,0.0,0.0,0.0,86.1,0.0,13.9,100.0,72,2015,6,DECEASED
114,Duke University Hospital (NCDU) , NCDU , TX1 , 2015/06/16 , Kidney ,0.0,2.3,0.0,7.0,38.4,36.0,16.3,0.0,8.1,36.0,14.0,41.9,5.8,31.4,31.4,31.4,0.0,0.0,36.0,64.0,0.0,0.0,0.0,2.3,84.9,0.0,15.1,97.7,86,2015,6,DECEASED
115,Vidant Medical Center (NCEC) , NCEC , TX1 , 2015/06/16 , Kidney ,1.1,1.1,0.0,9.0,14.6,39.3,34.8,0.0,4.5,31.5,11.2,52.8,5.6,20.2,37.1,36.0,1.1,0.0,43.8,56.2,0.0,0.0,0.0,0.0,91.0,0.0,9.0,100.0,89,2015,6,DECEASED
116,University of North Carolina Hospitals (NCMH) , NCMH , TX1 , 2015/06/16 , Kidney ,0.0,1.9,0.0,17.3,30.8,44.2,5.8,0.0,1.9,38.5,23.1,36.5,5.8,32.7,32.7,28.8,0.0,0.0,48.1,51.9,0.0,0.0,0.0,7.7,82.7,0.0,17.3,92.3,52,2015,6,DECEASED
117,Sanford Bismarck Medical Center (NDMC) , NDMC , TX1 , 2015/06/16 , Kidney ,0.0,0.0,0.0,0.0,11.1,44.4,44.4,0.0,0.0,77.8,11.1,11.1,0.0,33.3,33.3,33.3,0.0,0.0,33.3,66.7,0.0,0.0,0.0,11.1,66.7,0.0,33.3,88.9,9,2015,6,DECEASED
118,Sanford Medical Center Fargo (NDSL) , NDSL , TX1 , 2015/06/16 , Kidney ,0.0,0.0,0.0,6.3,12.5,43.8,37.5,0.0,6.3,56.3,12.5,25.0,0.0,18.8,50.0,31.3,0.0,0.0,31.3,68.8,0.0,0.0,0.0,0.0,75.0,0.0,25.0,100.0,16,2015,6,DECEASED
119,The Nebraska Medical Center (NEUN) , NEUN , TX1 , 2015/06/16 , Kidney ,1.9,3.7,0.0,5.6,34.6,29.9,24.3,0.0,1.9,43.0,10.3,44.9,11.2,23.4,28.0,36.4,0.9,0.0,33.6,66.4,0.0,0.9,0.0,1.9,84.1,0.0,15.9,97.2,107,2015,6,DECEASED
120,Mary Hitchcock Memorial Hospital (NHDH) , NHDH , TX1 , 2015/06/16 , Kidney ,0.0,0.0,0.0,6.3,12.5,56.3,25.0,0.0,0.0,37.5,12.5,50.0,12.5,37.5,18.8,31.3,0.0,0.0,50.0,50.0,0.0,0.0,0.0,0.0,81.3,0.0,18.8,100.0,16,2015,6,DECEASED
121,Newark Beth Israel Medical Center (NJBI) , NJBI , TX1 , 2015/06/16 , Kidney ,0.0,0.0,0.0,0.0,0.0,66.7,33.3,0.0,33.3,33.3,0.0,33.3,33.3,33.3,33.3,0.0,0.0,0.0,0.0,100.0,0.0,66.7,0.0,0.0,100.0,0.0,0.0,33.3,3,2015,6,DECEASED
122,Hackensack University Medical Center (NJHK) , NJHK , TX1 , 2015/06/16 , Kidney ,0.0,0.0,0.0,7.1,14.3,28.6,50.0,0.0,7.1,28.6,7.1,57.1,0.0,21.4,50.0,28.6,0.0,0.0,14.3,85.7,0.0,0.0,0.0,0.0,92.9,0.0,7.1,100.0,14,2015,6,DECEASED
123,Our Lady of Lourdes Medical Center (NJLL) , NJLL , TX1 , 2015/06/16 , Kidney ,0.0,0.0,0.0,16.7,16.7,38.9,27.8,0.0,11.1,11.1,0.0,77.8,27.8,16.7,27.8,27.8,0.0,0.0,33.3,66.7,0.0,5.6,0.0,0.0,77.8,0.0,22.2,94.4,18,2015,6,DECEASED
124,Robert Wood Johnson University Hospital (NJRW) , NJRW , TX1 , 2015/06/16 , Kidney ,4.0,8.0,0.0,8.0,36.0,36.0,8.0,0.0,0.0,36.0,24.0,40.0,20.0,48.0,16.0,16.0,0.0,0.0,52.0,48.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,100.0,25,2015,6,DECEASED
125,Saint Barnabas Medical Center (NJSB) , NJSB , TX1 , 2015/06/16 , Kidney ,0.9,0.9,0.0,4.6,24.1,49.1,20.4,0.0,2.8,27.8,21.3,48.1,9.3,25.0,38.9,26.9,0.0,0.0,42.6,57.4,0.0,0.0,0.0,0.0,86.1,0.0,13.9,100.0,108,2015,6,DECEASED
126,"University Hospital, University of New Mexico Health Sciences Center (NMAQ) ", NMAQ , TX1 , 2015/06/16 , Kidney ,0.0,13.5,0.0,16.2,27.0,24.3,18.9,0.0,2.7,43.2,5.4,48.6,5.4,29.7,43.2,21.6,0.0,0.0,51.4,48.6,0.0,0.0,0.0,0.0,91.9,0.0,8.1,100.0,37,2015,6,DECEASED
127,Presbyterian Hospital (NMPH) , NMPH , TX1 , 2015/06/16 , Kidney ,0.0,2.9,0.0,11.8,23.5,32.4,29.4,0.0,8.8,47.1,8.8,35.3,8.8,23.5,41.2,26.5,0.0,0.0,47.1,52.9,0.0,0.0,0.0,0.0,94.1,0.0,5.9,100.0,34,2015,6,DECEASED
128,University Medical Center of Southern Nevada (NVUM) , NVUM , TX1 , 2015/06/16 , Kidney ,0.0,0.0,0.0,12.5,30.4,41.1,16.1,0.0,5.4,30.4,23.2,41.1,7.1,30.4,25.0,33.9,3.6,0.0,42.9,57.1,0.0,0.0,0.0,0.0,89.3,0.0,10.7,100.0,56,2015,6,DECEASED
129,Albany Medical Center Hospital (NYAM) , NYAM , TX1 , 2015/06/16 , Kidney ,0.0,2.3,0.0,11.4,31.8,47.7,6.8,0.0,4.5,47.7,11.4,36.4,6.8,27.3,38.6,27.3,0.0,0.0,47.7,52.3,0.0,0.0,0.0,0.0,93.2,0.0,6.8,100.0,44,2015,6,DECEASED
130,NY Presbyterian Hospital/Columbia Univ. Medical Center (NYCP) , NYCP , TX1 , 2015/06/16 , Kidney ,1.0,1.0,0.0,11.5,15.4,48.1,23.1,0.0,5.8,26.9,13.5,53.8,6.7,34.6,36.5,22.1,0.0,0.0,36.5,63.5,0.0,1.0,0.0,1.0,82.7,0.0,17.3,98.1,104,2015,6,DECEASED
131,"State University of New York, Downstate Medical Center (NYDS) ", NYDS , TX1 , 2015/06/16 , Kidney ,0.0,0.0,0.0,9.5,19.0,61.9,9.5,0.0,9.5,28.6,4.8,57.1,28.6,23.8,19.0,28.6,0.0,0.0,47.6,52.4,0.0,0.0,0.0,0.0,81.0,0.0,19.0,100.0,21,2015,6,DECEASED
132,Erie County Medical Center (NYEC) , NYEC , TX1 , 2015/06/16 , Kidney ,0.0,0.0,0.0,7.4,22.1,38.2,32.4,0.0,10.3,42.6,11.8,35.3,10.3,20.6,32.4,35.3,1.5,0.0,41.2,58.8,0.0,0.0,0.0,0.0,83.8,0.0,16.2,100.0,68,2015,6,DECEASED
133,"Strong Memorial Hospital, University of Rochester Medical Center (NYFL) ", NYFL , TX1 , 2015/06/16 , Kidney ,0.0,3.8,0.0,7.7,19.2,50.0,19.2,0.0,19.2,19.2,3.8,57.7,3.8,23.1,30.8,42.3,0.0,0.0,53.8,46.2,0.0,3.8,0.0,0.0,88.5,0.0,11.5,96.2,26,2015,6,DECEASED
134,Montefiore Medical Center (NYMA) , NYMA , TX1 , 2015/06/16 , Kidney ,2.3,3.1,0.0,9.2,11.5,49.2,24.6,0.0,5.4,36.9,10.8,46.9,10.8,30.8,34.6,23.8,0.0,0.0,34.6,65.4,0.0,0.0,0.0,0.8,89.2,0.0,10.8,99.2,130,2015,6,DECEASED
135,Mount Sinai Medical Center (NYMS) , NYMS , TX1 , 2015/06/16 , Kidney ,0.0,6.5,0.0,6.5,15.1,49.5,22.6,0.0,8.6,33.3,15.1,43.0,14.0,32.3,18.3,23.7,11.8,0.0,26.9,73.1,0.0,0.0,0.0,4.3,81.7,0.0,18.3,95.7,93,2015,6,DECEASED
136,North Shore University Hospital (NYNS) , NYNS , TX1 , 2015/06/16 , Kidney ,0.0,0.0,0.0,7.1,14.3,57.1,21.4,0.0,14.3,35.7,14.3,35.7,0.0,35.7,7.1,57.1,0.0,0.0,21.4,78.6,0.0,0.0,0.0,0.0,85.7,0.0,14.3,100.0,14,2015,6,DECEASED
137,New York-Presbyterian Hospital/Weill Cornell Medical Center (NYNY) , NYNY , TX1 , 2015/06/16 , Kidney ,0.0,1.5,0.0,7.6,30.3,28.8,31.8,0.0,3.0,39.4,10.6,47.0,15.2,40.9,21.2,22.7,0.0,0.0,42.4,57.6,0.0,0.0,0.0,1.5,84.8,0.0,15.2,98.5,66,2015,6,DECEASED
138,University Hospital of State University of New York at Stony Brook (NYSB) , NYSB , TX1 , 2015/06/16 , Kidney ,0.0,7.1,0.0,9.5,16.7,35.7,31.0,0.0,4.8,28.6,11.9,54.8,11.9,28.6,26.2,33.3,0.0,0.0,38.1,61.9,0.0,0.0,0.0,0.0,81.0,0.0,19.0,100.0,42,2015,6,DECEASED
139,New York University Medical Center (NYUC) , NYUC , TX1 , 2015/06/16 , Kidney ,0.0,0.0,0.0,11.8,35.3,41.2,11.8,0.0,5.9,29.4,17.6,47.1,11.8,58.8,17.6,11.8,0.0,0.0,23.5,76.5,0.0,0.0,0.0,0.0,76.5,0.0,23.5,100.0,17,2015,6,DECEASED
140,State University of New York Upstate Medical University (NYUM) , NYUM , TX1 , 2015/06/16 , Kidney ,0.0,9.1,0.0,11.4,27.3,34.1,18.2,0.0,6.8,27.3,11.4,54.5,11.4,38.6,25.0,25.0,0.0,0.0,38.6,61.4,0.0,0.0,0.0,0.0,84.1,0.0,15.9,100.0,44,2015,6,DECEASED
141,Westchester Medical Center (NYWC) , NYWC , TX1 , 2015/06/16 , Kidney ,0.0,0.0,0.0,11.1,11.1,66.7,11.1,0.0,16.7,38.9,0.0,44.4,11.1,22.2,27.8,38.9,0.0,0.0,44.4,55.6,0.0,11.1,0.0,27.8,66.7,0.0,33.3,61.1,18,2015,6,DECEASED
142,The Cleveland Clinic Foundation (OHCC) , OHCC , TX1 , 2015/06/16 , Kidney ,0.0,5.5,0.0,5.5,19.2,56.2,13.7,0.0,1.4,46.6,9.6,42.5,8.2,17.8,41.1,32.9,0.0,0.0,34.2,65.8,0.0,0.0,0.0,0.0,79.5,0.0,20.5,100.0,73,2015,6,DECEASED
143,Nationwide Children's Hospital (OHCH) , OHCH , TX1 , 2015/06/16 , Kidney ,50.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,0.0,50.0,100.0,0.0,0.0,0.0,0.0,0.0,50.0,50.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,100.0,2,2015,6,DECEASED
144,Children's Hospital Medical Center (OHCM) , OHCM , TX1 , 2015/06/16 , Kidney ,33.3,50.0,0.0,16.7,0.0,0.0,0.0,0.0,0.0,66.7,16.7,16.7,66.7,33.3,0.0,0.0,0.0,0.0,50.0,50.0,0.0,0.0,0.0,0.0,50.0,0.0,50.0,100.0,6,2015,6,DECEASED
145,University of Toledo Medical Center (OHCO) , OHCO , TX1 , 2015/06/16 , Kidney ,0.0,1.4,0.0,16.2,18.9,44.6,18.9,0.0,6.8,33.8,9.5,50.0,6.8,37.8,39.2,16.2,0.0,0.0,32.4,67.6,0.0,0.0,0.0,31.1,82.4,0.0,17.6,68.9,74,2015,6,DECEASED
146,Ohio State University Medical Center (OHOU) , OHOU , TX1 , 2015/06/16 , Kidney ,0.0,0.0,0.0,10.3,40.2,38.1,11.3,0.0,6.2,36.1,14.4,43.3,7.2,20.6,34.0,38.1,0.0,0.0,36.1,63.9,0.0,0.0,0.0,0.0,80.4,0.0,19.6,100.0,97,2015,6,DECEASED
147,The Christ Hospital (OHTC) , OHTC , TX1 , 2015/06/16 , Kidney ,0.0,0.0,0.0,0.0,20.8,45.8,33.3,0.0,4.2,58.3,8.3,29.2,8.3,25.0,41.7,25.0,0.0,0.0,41.7,58.3,0.0,0.0,0.0,0.0,95.8,0.0,4.2,100.0,24,2015,6,DECEASED
148,University of Cincinnati  Medical Center (OHUC) , OHUC , TX1 , 2015/06/16 , Kidney ,0.0,0.0,0.0,2.5,27.5,50.0,20.0,0.0,5.0,32.5,15.0,47.5,5.0,25.0,27.5,42.5,0.0,0.0,40.0,60.0,0.0,0.0,0.0,5.0,92.5,0.0,7.5,95.0,40,2015,6,DECEASED
149,University Hospitals of Cleveland (OHUH) , OHUH , TX1 , 2015/06/16 , Kidney ,3.1,6.2,0.0,4.6,33.8,38.5,13.8,0.0,7.7,49.2,4.6,38.5,7.7,33.8,26.2,32.3,0.0,0.0,32.3,67.7,0.0,0.0,0.0,0.0,87.7,0.0,12.3,100.0,65,2015,6,DECEASED
150,Integris Baptist Medical Center (OKBC) , OKBC , TX1 , 2015/06/16 , Kidney ,0.0,0.0,0.0,13.0,20.3,34.8,31.9,0.0,1.4,34.8,21.7,42.0,17.4,23.2,31.9,27.5,0.0,0.0,49.3,50.7,0.0,1.4,0.0,1.4,91.3,0.0,8.7,97.1,69,2015,6,DECEASED
151,Children's Hospital of Oklahoma (OKCM) , OKCM , TX1 , 2015/06/16 , Kidney ,33.3,66.7,0.0,0.0,0.0,0.0,0.0,0.0,33.3,33.3,0.0,33.3,50.0,16.7,33.3,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,66.7,0.0,33.3,100.0,6,2015,6,DECEASED
152,OU Medical Center (OKMD) , OKMD , TX1 , 2015/06/16 , Kidney ,0.0,0.0,0.0,16.7,36.7,36.7,10.0,0.0,6.7,46.7,13.3,33.3,3.3,30.0,43.3,23.3,0.0,0.0,40.0,60.0,0.0,0.0,0.0,3.3,86.7,0.0,13.3,96.7,30,2015,6,DECEASED
153,Saint Francis Hospital (OKSF) , OKSF , TX1 , 2015/06/16 , Kidney ,0.0,0.0,0.0,15.0,27.5,35.0,22.5,0.0,2.5,42.5,5.0,50.0,12.5,20.0,30.0,32.5,5.0,0.0,42.5,57.5,0.0,0.0,5.0,0.0,87.5,0.0,12.5,95.0,40,2015,6,DECEASED
154,St John Medical Center (OKSJ) , OKSJ , TX1 , 2015/06/16 , Kidney ,0.0,0.0,0.0,7.7,26.9,42.3,23.1,0.0,0.0,50.0,11.5,38.5,11.5,26.9,30.8,30.8,0.0,0.0,50.0,50.0,0.0,7.7,0.0,3.8,76.9,0.0,23.1,88.5,26,2015,6,DECEASED
155,Legacy Good Samaritan Hospital and Medical Center (ORGS) , ORGS , TX1 , 2015/06/16 , Kidney ,0.0,0.0,0.0,12.8,19.1,36.2,31.9,0.0,2.1,44.7,2.1,51.1,6.4,25.5,31.9,36.2,0.0,0.0,57.4,42.6,0.0,0.0,0.0,0.0,91.5,0.0,8.5,100.0,47,2015,6,DECEASED
