,ENTIRE_NAME,CTR_CD,CTR_TY,RELEASE_DATE,ORG,RCL_A10_C,RCL_A17_C,RCL_A2_C,RCL_A34_C,RCL_A49_C,RCL_A64_C,RCL_A65P_C,RCL_AU_C,RCL_BAB_C,RCL_BA_C,RCL_BB_C,RCL_BO_C,RCL_BMI20_C,RCL_BMI25_C,RCL_BMI30_C,RCL_BMI31P_C,RCL_BMINR_C,RCL_BU_C,RCL_GF_C,RCL_GM_C,RCL_GU_C,RCL_ICU_C,RCL_HOSPNR_C,RCL_HOSP_C,RCL_PTXN_C,RCL_PTXU_C,RCL_PTXY_C,RCL_NOTHOSP_C,RCL_N_C,YEAR,MONTH,D_OR_L
76,Beth Israel Deaconess Medical Center (MABI) , MABI , TX1 , 2012/07/13 , Kidney ,0.0,0.0,0.0,4.5,27.3,54.5,13.6,0.0,4.5,27.3,22.7,45.5,4.5,18.2,40.9,18.2,18.2,0.0,31.8,68.2,0.0,0.0,0.0,0.0,86.4,0.0,13.6,100.0,22,2012.0,7.0,LIVING
77,Baystate Medical Center (MABS) , MABS , TX1 , 2012/07/13 , Kidney ,0.0,9.1,0.0,18.2,54.5,9.1,9.1,0.0,0.0,45.5,18.2,36.4,0.0,36.4,18.2,36.4,9.1,0.0,36.4,63.6,0.0,0.0,0.0,0.0,72.7,0.0,27.3,100.0,11,2012.0,7.0,LIVING
78,Boston Medical Center (MABU) , MABU , TX1 , 2012/07/13 , Kidney ,0.0,0.0,0.0,50.0,25.0,12.5,12.5,0.0,0.0,12.5,25.0,62.5,0.0,87.5,0.0,12.5,0.0,0.0,25.0,75.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,100.0,8,2012.0,7.0,LIVING
79,Children's Hospital (MACH) , MACH , TX1 , 2012/07/13 , Kidney ,35.7,28.6,21.4,14.3,0.0,0.0,0.0,0.0,0.0,7.1,35.7,57.1,78.6,21.4,0.0,0.0,0.0,0.0,35.7,64.3,0.0,14.3,0.0,14.3,85.7,0.0,14.3,71.4,14,2012.0,7.0,LIVING
80,Lahey Clinic Medical Center (MALC) , MALC , TX1 , 2012/07/13 , Kidney ,0.0,0.0,0.0,0.0,20.0,60.0,20.0,0.0,0.0,40.0,40.0,20.0,20.0,30.0,40.0,0.0,10.0,0.0,20.0,80.0,0.0,0.0,0.0,20.0,90.0,0.0,10.0,80.0,10,2012.0,7.0,LIVING
81,Massachusetts General Hospital (MAMG) , MAMG , TX1 , 2012/07/13 , Kidney ,3.1,3.1,0.0,21.9,28.1,31.3,12.5,0.0,3.1,46.9,6.3,43.8,21.9,34.4,18.8,21.9,3.1,0.0,37.5,62.5,0.0,0.0,0.0,12.5,87.5,0.0,12.5,87.5,32,2012.0,7.0,LIVING
82,Tufts Medical Center (MANM) , MANM , TX1 , 2012/07/13 , Kidney ,0.0,4.0,0.0,8.0,36.0,44.0,8.0,0.0,4.0,32.0,12.0,52.0,8.0,32.0,24.0,36.0,0.0,0.0,40.0,60.0,0.0,0.0,0.0,0.0,92.0,0.0,8.0,100.0,25,2012.0,7.0,LIVING
83,Brigham and Women's Hospital (MAPB) , MAPB , TX1 , 2012/07/13 , Kidney ,0.0,0.0,0.0,14.3,28.6,52.4,4.8,0.0,4.8,28.6,9.5,57.1,14.3,23.8,38.1,19.0,4.8,0.0,28.6,71.4,0.0,0.0,0.0,0.0,85.7,0.0,14.3,100.0,21,2012.0,7.0,LIVING
84,UMass Memorial Medical Center (MAUM) , MAUM , TX1 , 2012/07/13 , Kidney ,0.0,0.0,0.0,0.0,50.0,35.7,14.3,0.0,0.0,42.9,14.3,42.9,7.1,35.7,35.7,21.4,0.0,0.0,35.7,64.3,0.0,0.0,0.0,0.0,92.9,0.0,7.1,100.0,14,2012.0,7.0,LIVING
85,Johns Hopkins Hospital (MDJH) , MDJH , TX1 , 2012/07/13 , Kidney ,2.5,1.2,0.0,17.3,28.4,43.2,7.4,0.0,4.9,28.4,14.8,51.9,12.3,29.6,34.6,16.0,7.4,0.0,48.1,51.9,0.0,0.0,0.0,1.2,72.8,0.0,27.2,98.8,81,2012.0,7.0,LIVING
86,University of Maryland Medical System (MDUM) , MDUM , TX1 , 2012/07/13 , Kidney ,1.4,2.7,0.0,16.4,24.7,28.8,26.0,0.0,5.5,43.8,11.0,39.7,8.2,23.3,35.6,32.9,0.0,0.0,43.8,56.2,0.0,0.0,0.0,0.0,91.8,0.0,8.2,100.0,73,2012.0,7.0,LIVING
87,Maine Medical Center (MEMC) , MEMC , TX1 , 2012/07/13 , Kidney ,0.0,7.4,0.0,33.3,29.6,18.5,11.1,0.0,0.0,29.6,14.8,55.6,11.1,25.9,37.0,25.9,0.0,0.0,44.4,55.6,0.0,0.0,0.0,7.4,81.5,0.0,18.5,92.6,27,2012.0,7.0,LIVING
88,William Beaumont Hospital (MIBH) , MIBH , TX1 , 2012/07/13 , Kidney ,0.0,0.0,0.0,18.8,25.0,37.5,18.8,0.0,12.5,18.8,25.0,43.8,6.3,31.3,31.3,31.3,0.0,0.0,37.5,62.5,0.0,0.0,0.0,0.0,100.0,0.0,0.0,100.0,16,2012.0,7.0,LIVING
89,Henry Ford Hospital (MIHF) , MIHF , TX1 , 2012/07/13 , Kidney ,0.0,2.9,0.0,11.8,35.3,38.2,11.8,0.0,5.9,35.3,11.8,47.1,11.8,20.6,32.4,26.5,8.8,0.0,35.3,64.7,0.0,0.0,8.8,0.0,85.3,0.0,14.7,91.2,34,2012.0,7.0,LIVING
90,Harper University Hospital Detroit Medical Center (MIHH) , MIHH , TX1 , 2012/07/13 , Kidney ,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,100.0,1,2012.0,7.0,LIVING
91,St John Hospital and Medical Center (MISJ) , MISJ , TX1 , 2012/07/13 , Kidney ,0.0,0.0,0.0,6.7,40.0,33.3,20.0,0.0,6.7,40.0,6.7,46.7,13.3,33.3,26.7,26.7,0.0,0.0,33.3,66.7,0.0,0.0,0.0,0.0,93.3,0.0,6.7,100.0,15,2012.0,7.0,LIVING
92,St. Mary's Health Care - Main Hospital (MISM) , MISM , TX1 , 2012/07/13 , Kidney ,0.0,0.0,0.0,17.1,14.3,40.0,28.6,0.0,2.9,34.3,22.9,40.0,2.9,22.9,48.6,25.7,0.0,0.0,22.9,77.1,0.0,0.0,0.0,0.0,85.7,0.0,14.3,100.0,35,2012.0,7.0,LIVING
93,University of Michigan Medical Center (MIUM) , MIUM , TX1 , 2012/07/13 , Kidney ,4.1,0.0,2.7,21.9,23.3,34.2,13.7,0.0,6.8,47.9,11.0,34.2,8.2,32.9,23.3,35.6,0.0,0.0,21.9,78.1,0.0,0.0,0.0,0.0,87.7,0.0,12.3,100.0,73,2012.0,7.0,LIVING
94,Abbott Northwestern Hospital (MNAN) , MNAN , TX1 , 2012/07/13 , Kidney ,0.0,0.0,0.0,8.3,25.0,58.3,8.3,0.0,8.3,66.7,16.7,8.3,0.0,33.3,33.3,33.3,0.0,0.0,16.7,83.3,0.0,0.0,0.0,0.0,91.7,0.0,8.3,100.0,12,2012.0,7.0,LIVING
95,Hennepin County Medical Center (MNHC) , MNHC , TX1 , 2012/07/13 , Kidney ,0.0,0.0,0.0,13.0,21.7,43.5,21.7,0.0,6.5,30.4,15.2,47.8,10.9,19.6,26.1,43.5,0.0,0.0,39.1,60.9,0.0,0.0,0.0,2.2,95.7,0.0,4.3,97.8,46,2012.0,7.0,LIVING
96,Rochester Methodist Hospital (Mayo Clinic) (MNMC) , MNMC , TX1 , 2012/07/13 , Kidney ,0.0,3.1,0.0,10.8,30.8,37.7,17.7,0.0,4.6,40.0,15.4,40.0,13.1,22.3,33.8,29.2,1.5,0.0,40.8,59.2,0.0,0.0,0.0,0.0,78.5,0.0,21.5,100.0,130,2012.0,7.0,LIVING
97,Saint Marys Hospital (Mayo Clinic) (MNSM) , MNSM , TX1 , 2012/07/13 , Kidney ,66.7,33.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.3,0.0,66.7,100.0,0.0,0.0,0.0,0.0,0.0,66.7,33.3,0.0,0.0,0.0,33.3,66.7,0.0,33.3,66.7,3,2012.0,7.0,LIVING
98,"University of Minnesota Medical Center, Fairview (MNUM) ", MNUM , TX1 , 2012/07/13 , Kidney ,4.8,6.0,1.2,16.9,28.9,30.1,12.0,0.0,7.2,43.4,14.5,34.9,15.7,24.1,19.3,20.5,20.5,0.0,39.8,60.2,0.0,0.0,0.0,2.4,83.1,0.0,16.9,97.6,83,2012.0,7.0,LIVING
99,Barnes-Jewish Hospital (MOBH) , MOBH , TX1 , 2012/07/13 , Kidney ,0.0,0.0,0.0,18.5,42.6,25.9,13.0,0.0,1.9,44.4,5.6,48.1,7.4,33.3,35.2,24.1,0.0,0.0,29.6,70.4,0.0,0.0,0.0,0.0,85.2,0.0,14.8,100.0,54,2012.0,7.0,LIVING
100,Cardinal Glennon Children's Hospital (MOCG) , MOCG , TX1 , 2012/07/13 , Kidney ,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,100.0,1,2012.0,7.0,LIVING
101,St. Louis Children's Hospital (MOCH) , MOCH , TX1 , 2012/07/13 , Kidney ,50.0,0.0,25.0,25.0,0.0,0.0,0.0,0.0,0.0,25.0,0.0,75.0,100.0,0.0,0.0,0.0,0.0,0.0,25.0,75.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,100.0,4,2012.0,7.0,LIVING
102,Children's Mercy Hospital (MOCM) , MOCM , TX1 , 2012/07/13 , Kidney ,0.0,33.3,33.3,33.3,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,33.3,66.7,0.0,0.0,0.0,0.0,100.0,0.0,0.0,100.0,3,2012.0,7.0,LIVING
103,St Luke's Hospital of Kansas City (MOLH) , MOLH , TX1 , 2012/07/13 , Kidney ,0.0,0.0,0.0,37.5,50.0,12.5,0.0,0.0,0.0,50.0,37.5,12.5,0.0,37.5,37.5,25.0,0.0,0.0,25.0,75.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,100.0,8,2012.0,7.0,LIVING
104,Research Medical Center (MORH) , MORH , TX1 , 2012/07/13 , Kidney ,0.0,0.0,0.0,0.0,12.5,50.0,37.5,0.0,0.0,50.0,12.5,37.5,0.0,25.0,50.0,25.0,0.0,0.0,50.0,50.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,100.0,8,2012.0,7.0,LIVING
105,Saint Louis University Hospital (MOSL) , MOSL , TX1 , 2012/07/13 , Kidney ,0.0,0.0,0.0,16.7,33.3,50.0,0.0,0.0,0.0,16.7,16.7,66.7,0.0,50.0,33.3,16.7,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,100.0,6,2012.0,7.0,LIVING
106,University of Missouri Hospital and Clinics (MOUM) , MOUM , TX1 , 2012/07/13 , Kidney ,0.0,0.0,0.0,33.3,0.0,66.7,0.0,0.0,0.0,16.7,0.0,83.3,50.0,16.7,16.7,16.7,0.0,0.0,50.0,50.0,0.0,0.0,0.0,0.0,83.3,0.0,16.7,100.0,6,2012.0,7.0,LIVING
107,North Carolina Baptist Hospital (NCBG) , NCBG , TX1 , 2012/07/13 , Kidney ,8.0,0.0,0.0,20.0,32.0,24.0,16.0,0.0,0.0,20.0,8.0,72.0,12.0,40.0,32.0,16.0,0.0,0.0,44.0,56.0,0.0,0.0,0.0,4.0,88.0,0.0,12.0,96.0,25,2012.0,7.0,LIVING
108,Carolinas Medical Center (NCCM) , NCCM , TX1 , 2012/07/13 , Kidney ,3.1,3.1,0.0,15.6,40.6,28.1,9.4,0.0,0.0,40.6,21.9,37.5,9.4,25.0,40.6,21.9,3.1,0.0,40.6,59.4,0.0,0.0,0.0,0.0,93.8,0.0,6.3,100.0,32,2012.0,7.0,LIVING
109,Duke University Hospital (NCDU) , NCDU , TX1 , 2012/07/13 , Kidney ,3.8,3.8,0.0,0.0,30.8,38.5,23.1,0.0,3.8,23.1,11.5,61.5,3.8,42.3,42.3,11.5,0.0,0.0,46.2,53.8,0.0,0.0,0.0,0.0,84.6,0.0,15.4,100.0,26,2012.0,7.0,LIVING
110,Vidant Medical Center (NCEC) , NCEC , TX1 , 2012/07/13 , Kidney ,0.0,5.3,0.0,10.5,10.5,73.7,0.0,0.0,0.0,36.8,21.1,42.1,15.8,26.3,21.1,36.8,0.0,0.0,36.8,63.2,0.0,0.0,0.0,0.0,100.0,0.0,0.0,100.0,19,2012.0,7.0,LIVING
111,University of North Carolina Hospitals (NCMH) , NCMH , TX1 , 2012/07/13 , Kidney ,0.0,0.0,0.0,32.0,28.0,36.0,4.0,0.0,4.0,44.0,12.0,40.0,20.0,20.0,28.0,32.0,0.0,0.0,36.0,64.0,0.0,0.0,0.0,0.0,84.0,0.0,16.0,100.0,25,2012.0,7.0,LIVING
112,Medcenter One Health Systems (NDMC) , NDMC , TX1 , 2012/07/13 , Kidney ,0.0,0.0,0.0,0.0,37.5,25.0,37.5,0.0,12.5,75.0,0.0,12.5,12.5,50.0,25.0,12.5,0.0,0.0,25.0,75.0,0.0,0.0,0.0,0.0,87.5,0.0,12.5,100.0,8,2012.0,7.0,LIVING
113,Sanford Medical Center Fargo (NDSL) , NDSL , TX1 , 2012/07/13 , Kidney ,0.0,0.0,0.0,15.4,38.5,38.5,7.7,0.0,7.7,53.8,23.1,15.4,7.7,23.1,23.1,46.2,0.0,0.0,23.1,76.9,0.0,0.0,0.0,0.0,100.0,0.0,0.0,100.0,13,2012.0,7.0,LIVING
114,The Nebraska Medical Center (NEUN) , NEUN , TX1 , 2012/07/13 , Kidney ,0.0,5.4,5.4,10.8,21.6,43.2,13.5,0.0,2.7,45.9,24.3,27.0,10.8,32.4,29.7,24.3,2.7,0.0,40.5,59.5,0.0,0.0,0.0,2.7,81.1,0.0,18.9,97.3,37,2012.0,7.0,LIVING
115,Mary Hitchcock Memorial Hospital (NHDH) , NHDH , TX1 , 2012/07/13 , Kidney ,0.0,0.0,0.0,0.0,36.4,40.9,22.7,0.0,13.6,36.4,13.6,36.4,9.1,50.0,13.6,22.7,4.5,0.0,36.4,63.6,0.0,0.0,0.0,0.0,95.5,0.0,4.5,100.0,22,2012.0,7.0,LIVING
116,Newark Beth Israel Medical Center (NJBI) , NJBI , TX1 , 2012/07/13 , Kidney ,0.0,0.0,0.0,17.4,26.1,43.5,13.0,0.0,0.0,34.8,21.7,43.5,17.4,21.7,21.7,30.4,8.7,0.0,21.7,78.3,0.0,0.0,0.0,0.0,82.6,0.0,17.4,100.0,23,2012.0,7.0,LIVING
117,Hackensack University Medical Center (NJHK) , NJHK , TX1 , 2012/07/13 , Kidney ,0.0,0.0,0.0,40.0,30.0,30.0,0.0,0.0,0.0,30.0,20.0,50.0,0.0,20.0,0.0,60.0,20.0,0.0,30.0,70.0,0.0,0.0,0.0,0.0,80.0,0.0,20.0,100.0,10,2012.0,7.0,LIVING
118,Our Lady of Lourdes Medical Center (NJLL) , NJLL , TX1 , 2012/07/13 , Kidney ,0.0,0.0,0.0,0.0,20.0,60.0,20.0,0.0,0.0,80.0,0.0,20.0,20.0,50.0,0.0,30.0,0.0,0.0,10.0,90.0,0.0,0.0,0.0,0.0,80.0,0.0,20.0,100.0,10,2012.0,7.0,LIVING
119,Robert Wood Johnson University Hospital (NJRW) , NJRW , TX1 , 2012/07/13 , Kidney ,0.0,3.0,0.0,18.2,21.2,45.5,12.1,0.0,0.0,60.6,6.1,33.3,3.0,30.3,24.2,42.4,0.0,0.0,33.3,66.7,0.0,0.0,0.0,0.0,93.9,0.0,6.1,100.0,33,2012.0,7.0,LIVING
120,Saint Barnabas Medical Center (NJSB) , NJSB , TX1 , 2012/07/13 , Kidney ,1.8,0.9,0.0,8.8,30.7,40.4,17.5,0.0,4.4,39.5,17.5,38.6,9.6,36.0,28.9,25.4,0.0,0.0,30.7,69.3,0.0,0.0,0.0,4.4,88.6,0.0,11.4,95.6,114,2012.0,7.0,LIVING
121,"University Hospital, University of New Mexico Health Sciences Center (NMAQ) ", NMAQ , TX1 , 2012/07/13 , Kidney ,0.0,0.0,0.0,40.0,0.0,20.0,40.0,0.0,0.0,60.0,0.0,40.0,20.0,20.0,40.0,20.0,0.0,0.0,20.0,80.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,100.0,5,2012.0,7.0,LIVING
122,Presbyterian Hospital (NMPH) , NMPH , TX1 , 2012/07/13 , Kidney ,0.0,0.0,0.0,18.2,27.3,18.2,36.4,0.0,0.0,36.4,9.1,54.5,0.0,36.4,27.3,36.4,0.0,0.0,27.3,72.7,0.0,0.0,0.0,0.0,90.9,0.0,9.1,100.0,11,2012.0,7.0,LIVING
123,University Medical Center of Southern Nevada (NVUM) , NVUM , TX1 , 2012/07/13 , Kidney ,0.0,0.0,0.0,40.0,40.0,0.0,20.0,0.0,0.0,40.0,0.0,60.0,20.0,20.0,40.0,20.0,0.0,0.0,60.0,40.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,100.0,5,2012.0,7.0,LIVING
124,Albany Medical Center Hospital (NYAM) , NYAM , TX1 , 2012/07/13 , Kidney ,0.0,0.0,0.0,22.2,11.1,66.7,0.0,0.0,0.0,77.8,0.0,22.2,11.1,11.1,44.4,33.3,0.0,0.0,22.2,77.8,0.0,0.0,0.0,0.0,100.0,0.0,0.0,100.0,9,2012.0,7.0,LIVING
125,Buffalo General Hospital/ Children's Hospital (NYBU) , NYBU , TX1 , 2012/07/13 , Kidney ,0.0,0.0,0.0,33.3,22.2,11.1,33.3,0.0,11.1,44.4,22.2,22.2,0.0,11.1,11.1,0.0,77.8,0.0,77.8,22.2,0.0,0.0,0.0,0.0,100.0,0.0,0.0,100.0,9,2012.0,7.0,LIVING
126,NY Presbyterian Hospital/Columbia Univ. Medical Center (NYCP) , NYCP , TX1 , 2012/07/13 , Kidney ,2.3,2.3,0.0,19.1,33.6,29.0,13.7,0.0,4.6,35.9,9.2,50.4,18.3,29.8,30.5,21.4,0.0,0.0,35.9,64.1,0.0,0.0,0.0,2.3,80.9,0.0,19.1,97.7,131,2012.0,7.0,LIVING
127,"State University of New York, Downstate Medical Center (NYDS) ", NYDS , TX1 , 2012/07/13 , Kidney ,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,100.0,0.0,1,2012.0,7.0,LIVING
128,Erie County Medical Center (NYEC) , NYEC , TX1 , 2012/07/13 , Kidney ,0.0,0.0,0.0,0.0,20.0,40.0,40.0,0.0,0.0,100.0,0.0,0.0,0.0,20.0,20.0,20.0,40.0,0.0,20.0,80.0,0.0,0.0,40.0,0.0,80.0,0.0,20.0,60.0,5,2012.0,7.0,LIVING
129,"Strong Memorial Hospital, University of Rochester Medical Center (NYFL) ", NYFL , TX1 , 2012/07/13 , Kidney ,3.2,0.0,0.0,9.7,32.3,51.6,3.2,0.0,3.2,48.4,3.2,45.2,16.1,32.3,22.6,29.0,0.0,0.0,35.5,64.5,0.0,0.0,0.0,0.0,83.9,0.0,16.1,100.0,31,2012.0,7.0,LIVING
130,Montefiore Medical Center (NYMA) , NYMA , TX1 , 2012/07/13 , Kidney ,2.9,2.9,0.0,5.7,31.4,51.4,5.7,0.0,2.9,34.3,20.0,42.9,8.6,25.7,40.0,25.7,0.0,0.0,37.1,62.9,0.0,0.0,0.0,0.0,94.3,0.0,5.7,100.0,35,2012.0,7.0,LIVING
131,Mount Sinai Medical Center (NYMS) , NYMS , TX1 , 2012/07/13 , Kidney ,8.5,5.1,1.7,23.7,23.7,32.2,5.1,0.0,3.4,23.7,22.0,50.8,18.6,28.8,23.7,28.8,0.0,0.0,30.5,69.5,0.0,0.0,0.0,0.0,94.9,0.0,5.1,100.0,59,2012.0,7.0,LIVING
132,North Shore University Hospital (NYNS) , NYNS , TX1 , 2012/07/13 , Kidney ,0.0,0.0,0.0,12.5,30.0,32.5,25.0,0.0,10.0,22.5,17.5,50.0,2.5,32.5,37.5,27.5,0.0,0.0,42.5,57.5,0.0,0.0,0.0,0.0,90.0,0.0,10.0,100.0,40,2012.0,7.0,LIVING
133,New York-Presbyterian Hospital/ Weill Cornell Medical Center (NYNY) , NYNY , TX1 , 2012/07/13 , Kidney ,2.8,3.7,0.0,12.0,32.4,38.0,11.1,0.0,7.4,34.3,15.7,42.6,12.0,33.3,23.1,30.6,0.9,0.0,45.4,54.6,0.0,0.0,0.0,1.9,88.0,0.0,12.0,98.1,108,2012.0,7.0,LIVING
134,University Hospital of State University of New York at Stony Brook (NYSB) , NYSB , TX1 , 2012/07/13 , Kidney ,0.0,0.0,0.0,19.2,42.3,26.9,11.5,0.0,7.7,23.1,11.5,57.7,7.7,19.2,42.3,26.9,3.8,0.0,50.0,50.0,0.0,0.0,0.0,0.0,96.2,0.0,3.8,100.0,26,2012.0,7.0,LIVING
135,St. Luke's Roosevelt Hospital Center (NYSL) , NYSL , TX1 , 2012/07/13 , Kidney ,0.0,0.0,0.0,0.0,25.0,50.0,25.0,0.0,0.0,50.0,0.0,50.0,0.0,25.0,50.0,25.0,0.0,0.0,25.0,75.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,100.0,4,2012.0,7.0,LIVING
136,New York University Medical Center (NYUC) , NYUC , TX1 , 2012/07/13 , Kidney ,0.0,0.0,0.0,28.6,42.9,21.4,7.1,0.0,0.0,50.0,14.3,35.7,28.6,28.6,21.4,21.4,0.0,0.0,50.0,50.0,0.0,0.0,0.0,0.0,85.7,0.0,14.3,100.0,14,2012.0,7.0,LIVING
137,State University of New York Upstate Medical University (NYUM) , NYUM , TX1 , 2012/07/13 , Kidney ,7.7,7.7,0.0,7.7,38.5,30.8,7.7,0.0,0.0,38.5,23.1,38.5,7.7,53.8,30.8,7.7,0.0,0.0,30.8,69.2,0.0,0.0,0.0,7.7,92.3,0.0,7.7,92.3,13,2012.0,7.0,LIVING
138,Westchester Medical Center (NYWC) , NYWC , TX1 , 2012/07/13 , Kidney ,0.0,0.0,0.0,20.0,30.0,30.0,20.0,0.0,0.0,20.0,10.0,70.0,0.0,40.0,30.0,30.0,0.0,0.0,30.0,70.0,0.0,0.0,0.0,0.0,80.0,0.0,20.0,100.0,10,2012.0,7.0,LIVING
139,The Cleveland Clinic Foundation (OHCC) , OHCC , TX1 , 2012/07/13 , Kidney ,0.0,0.0,0.0,29.8,29.8,36.2,4.3,0.0,6.4,42.6,8.5,42.6,10.6,29.8,34.0,25.5,0.0,0.0,48.9,51.1,0.0,0.0,0.0,0.0,97.9,0.0,2.1,100.0,47,2012.0,7.0,LIVING
140,Nationwide Children's Hospital (OHCH) , OHCH , TX1 , 2012/07/13 , Kidney ,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,0.0,50.0,50.0,50.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,100.0,2,2012.0,7.0,LIVING
141,Children's Hospital Medical Center (OHCM) , OHCM , TX1 , 2012/07/13 , Kidney ,25.0,41.7,0.0,33.3,0.0,0.0,0.0,0.0,16.7,41.7,0.0,41.7,75.0,25.0,0.0,0.0,0.0,0.0,41.7,58.3,0.0,0.0,0.0,8.3,91.7,0.0,8.3,91.7,12,2012.0,7.0,LIVING
142,University of Toledo Medical Center (OHCO) , OHCO , TX1 , 2012/07/13 , Kidney ,0.0,0.0,0.0,18.8,18.8,43.8,18.8,0.0,6.3,31.3,12.5,50.0,0.0,31.3,31.3,37.5,0.0,0.0,43.8,56.3,0.0,0.0,0.0,18.8,87.5,0.0,12.5,81.3,16,2012.0,7.0,LIVING
143,Miami Valley Hospital (OHMV) , OHMV , TX1 , 2012/07/13 , Kidney ,0.0,0.0,0.0,0.0,60.0,20.0,20.0,0.0,0.0,60.0,20.0,20.0,0.0,0.0,80.0,20.0,0.0,0.0,20.0,80.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,100.0,5,2012.0,7.0,LIVING
144,Ohio State University Medical Center (OHOU) , OHOU , TX1 , 2012/07/13 , Kidney ,0.0,0.0,0.0,14.1,34.8,40.2,10.9,0.0,2.2,41.3,14.1,42.4,9.8,25.0,25.0,40.2,0.0,0.0,43.5,56.5,0.0,0.0,0.0,0.0,89.1,0.0,10.9,100.0,92,2012.0,7.0,LIVING
145,The Christ Hospital (OHTC) , OHTC , TX1 , 2012/07/13 , Kidney ,0.0,0.0,0.0,15.7,29.4,33.3,21.6,0.0,2.0,43.1,9.8,45.1,9.8,25.5,29.4,35.3,0.0,0.0,37.3,62.7,0.0,2.0,0.0,2.0,88.2,0.0,11.8,96.1,51,2012.0,7.0,LIVING
146,University of Cincinnati / University Hospital (OHUC) , OHUC , TX1 , 2012/07/13 , Kidney ,0.0,0.0,0.0,16.7,38.9,36.1,8.3,0.0,0.0,27.8,19.4,52.8,5.6,19.4,30.6,44.4,0.0,0.0,36.1,63.9,0.0,0.0,0.0,0.0,83.3,0.0,16.7,100.0,36,2012.0,7.0,LIVING
147,University Hospitals of Cleveland (OHUH) , OHUH , TX1 , 2012/07/13 , Kidney ,5.3,0.0,0.0,21.1,42.1,21.1,10.5,0.0,0.0,47.4,10.5,42.1,15.8,31.6,36.8,15.8,0.0,0.0,52.6,47.4,0.0,0.0,0.0,0.0,68.4,0.0,31.6,100.0,19,2012.0,7.0,LIVING
148,Integris Baptist Medical Center (OKBC) , OKBC , TX1 , 2012/07/13 , Kidney ,0.0,0.0,0.0,34.8,8.7,43.5,13.0,0.0,0.0,47.8,8.7,43.5,13.0,30.4,34.8,21.7,0.0,0.0,34.8,65.2,0.0,0.0,0.0,0.0,95.7,0.0,4.3,100.0,23,2012.0,7.0,LIVING
149,OU Medical Center (OKMD) , OKMD , TX1 , 2012/07/13 , Kidney ,0.0,0.0,0.0,50.0,0.0,25.0,25.0,0.0,0.0,50.0,0.0,50.0,0.0,50.0,25.0,25.0,0.0,0.0,25.0,75.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,100.0,4,2012.0,7.0,LIVING
150,St. Anthony Hospital (OKSA) , OKSA , TX1 , 2012/07/13 , Kidney ,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,100.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,100.0,1,2012.0,7.0,LIVING
151,Saint Francis Hospital (OKSF) , OKSF , TX1 , 2012/07/13 , Kidney ,0.0,0.0,0.0,30.0,30.0,30.0,10.0,0.0,0.0,50.0,10.0,40.0,0.0,30.0,30.0,40.0,0.0,0.0,50.0,50.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,100.0,10,2012.0,7.0,LIVING
152,St John Medical Center (OKSJ) , OKSJ , TX1 , 2012/07/13 , Kidney ,0.0,0.0,0.0,42.9,14.3,42.9,0.0,0.0,0.0,57.1,0.0,42.9,14.3,28.6,57.1,0.0,0.0,0.0,14.3,85.7,0.0,0.0,0.0,0.0,71.4,0.0,28.6,100.0,7,2012.0,7.0,LIVING
153,Legacy Good Samaritan Hospital and Medical Center (ORGS) , ORGS , TX1 , 2012/07/13 , Kidney ,0.0,0.0,0.0,17.2,31.0,37.9,13.8,0.0,3.4,51.7,3.4,41.4,13.8,34.5,24.1,20.7,6.9,0.0,41.4,58.6,0.0,0.0,6.9,3.4,93.1,0.0,6.9,89.7,29,2012.0,7.0,LIVING
