,ENTIRE_NAME,CTR_CD,CTR_TY,RELEASE_DATE,ORG,RCC_A10_C,RCC_A17_C,RCC_A2_C,RCC_A34_C,RCC_A49_C, RCC_A65P_C,RCC_AU_C,RCC_BAB_C,RCC_BA_C,RCC_BB_C,RCC_BO_C,RCC_BMI20_C,RCC_BMI25_C,RCC_BMI30_C,RCC_BMI31P_C,RCC_BMINR_C,RCC_BU_C,RCC_GF_C,RCC_GM_C,RCC_GU_C,RCC_ICU_C,RCC_HOSPNR_C,RCC_HOSP_C,RCC_PTXN_C,RCC_PTXU_C,RCC_PTXY_C,RCC_NOTHOSP_C,RCC_TST1_C,RCC_TST1_R,RCC_TST1A_C,RCC_TST1A_R,RCC_TST1B_C, RCC_TST1B_R,RCC_TST2_C,RCC_TST2_R,RCC_TST2A_C,RCC_TST2A_R,RCC_TST2B_C,RCC_TST2B_R,RCC_TST3_C,RCC_TST3_R,RCC_ME11_C,RCC_ME11_R,RCC_ME15_C,RCC_ME15_R,RCC_ME21_C,RCC_ME21_R,RCC_ME31_C,RCC_ME31_R,RCC_ME6_C,RCC_ME6_R,RCC_PE6_C,RCC_PE6_R,RCC_PE11_C,RCC_PE11_R,RCC_PE15_C,RCC_PE15_R,RCC_PE21_C,RCC_PE21_R,RCC_PE31_C,RCC_PE31_R,RCC_TINA_C,RCC_TINA_R,D_OR_L,YEAR,MONTH
37,Loyola University Medical Center (ILLU) , ILLU , TX1 , 2012/07/13 , Heart , 0.0 , 0.0 , 0.0 , 0.0 , 27.3 , 18.2 , 0.0 , 18.2 , 36.4 , 0.0 , 45.5 , 18.2 , 27.3 , 36.4 , 9.1 , 9.1 , 0.0 , 18.2 , 81.8 , 0.0 , 18.2 , 9.1 , 0.0 , 100.0 , 0.0 , 0.0 , 72.7 ,   ,   , 27.3 , 69.6 , 54.5 , 24.8 , 18.2 , 5.7 ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   , 0.0 , 0.0 ,D,2012,July
38,Northwestern Memorial Hospital (ILNM) , ILNM , TX1 , 2012/07/13 , Heart , 0.0 , 0.0 , 0.0 , 0.0 , 20.0 , 20.0 , 0.0 , 0.0 , 40.0 , 6.7 , 53.3 , 0.0 , 40.0 , 40.0 , 20.0 , 0.0 , 0.0 , 33.3 , 66.7 , 0.0 , 13.3 , 0.0 , 6.7 , 93.3 , 0.0 , 6.7 , 80.0 ,   ,   , 93.3 , 69.6 , 6.7 , 24.8 , 0.0 , 5.7 ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   , 0.0 , 0.0 ,D,2012,July
39,Rush University Medical Center (ILPL) , ILPL , TX1 , 2012/07/13 , Heart , 0.0 , 0.0 , 0.0 , 0.0 , 0.0 , 50.0 , 0.0 , 0.0 , 0.0 , 50.0 , 50.0 , 0.0 , 0.0 , 0.0 , 100.0 , 0.0 , 0.0 , 50.0 , 50.0 , 0.0 , 50.0 , 0.0 , 50.0 , 100.0 , 0.0 , 0.0 , 0.0 ,   ,   , 100.0 , 69.6 , 0.0 , 24.8 , 0.0 , 5.7 ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   , 0.0 , 0.0 ,D,2012,July
40,University of Chicago Medical Center (ILUC) , ILUC , TX1 , 2012/07/13 , Heart , 0.0 , 8.0 , 0.0 , 12.0 , 28.0 , 24.0 , 0.0 , 8.0 , 32.0 , 16.0 , 44.0 , 12.0 , 28.0 , 32.0 , 12.0 , 16.0 , 0.0 , 32.0 , 68.0 , 0.0 , 32.0 , 0.0 , 16.0 , 96.0 , 0.0 , 4.0 , 52.0 ,   ,   , 76.0 , 69.6 , 24.0 , 24.8 , 0.0 , 5.7 ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   , 0.0 , 0.0 ,D,2012,July
41,Indiana University Health (INIM) , INIM , TX1 , 2012/07/13 , Heart , 4.5 , 0.0 , 9.1 , 18.2 , 13.6 , 4.5 , 0.0 , 0.0 , 27.3 , 22.7 , 50.0 , 18.2 , 45.5 , 18.2 , 18.2 , 0.0 , 0.0 , 31.8 , 68.2 , 0.0 , 18.2 , 0.0 , 40.9 , 95.5 , 0.0 , 4.5 , 40.9 ,   ,   , 90.9 , 60.2 , 9.1 , 35.1 , 0.0 , 4.7 ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   , 0.0 , 0.0 ,D,2012,July
42,Lutheran Hospital of Fort Wayne (INLH) , INLH , TX1 , 2012/07/13 , Heart , 0.0 , 0.0 , 0.0 , 0.0 , 57.1 , 42.9 , 0.0 , 0.0 , 42.9 , 14.3 , 42.9 , 0.0 , 0.0 , 85.7 , 14.3 , 0.0 , 0.0 , 0.0 , 100.0 , 0.0 , 57.1 , 0.0 , 0.0 , 100.0 , 0.0 , 0.0 , 42.9 ,   ,   , 100.0 , 60.2 , 0.0 , 35.1 , 0.0 , 4.7 ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   , 0.0 , 0.0 ,D,2012,July
43,St Vincent Hospital and Health Care Center (INSV) , INSV , TX1 , 2012/07/13 , Heart , 0.0 , 0.0 , 0.0 , 8.3 , 16.7 , 12.5 , 0.0 , 25.0 , 29.2 , 16.7 , 29.2 , 8.3 , 29.2 , 29.2 , 29.2 , 4.2 , 0.0 , 25.0 , 75.0 , 0.0 , 25.0 , 0.0 , 8.3 , 100.0 , 0.0 , 0.0 , 66.7 ,   ,   , 45.8 , 60.2 , 54.2 , 35.1 , 0.0 , 4.7 ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   , 0.0 , 0.0 ,D,2012,July
44,Jewish Hospital (KYJH) , KYJH , TX1 , 2012/07/13 , Heart , 0.0 , 0.0 , 0.0 , 10.0 , 10.0 , 20.0 , 0.0 , 0.0 , 70.0 , 10.0 , 20.0 , 10.0 , 20.0 , 30.0 , 10.0 , 30.0 , 0.0 , 20.0 , 80.0 , 0.0 , 10.0 , 30.0 , 10.0 , 100.0 , 0.0 , 0.0 , 50.0 ,   ,   , 50.0 , 57.4 , 50.0 , 39.1 , 0.0 , 3.5 ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   , 0.0 , 0.0 ,D,2012,July
45,Kosair Children's Hospital (KYKC) , KYKC , TX1 , 2012/07/13 , Heart , 0.0 , 0.0 , 100.0 , 0.0 , 0.0 , 0.0 , 0.0 , 0.0 , 0.0 , 0.0 , 100.0 , 0.0 , 0.0 , 0.0 , 0.0 , 100.0 , 0.0 , 0.0 , 100.0 , 0.0 , 100.0 , 0.0 , 0.0 , 100.0 , 0.0 , 0.0 , 0.0 ,   ,   , 100.0 , 57.4 , 0.0 , 39.1 , 0.0 , 3.5 ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   , 0.0 , 0.0 ,D,2012,July
46,University of Kentucky Medical Center (KYUK) , KYUK , TX1 , 2012/07/13 , Heart , 0.0 , 0.0 , 0.0 , 8.3 , 0.0 , 8.3 , 0.0 , 16.7 , 50.0 , 16.7 , 16.7 , 8.3 , 25.0 , 41.7 , 25.0 , 0.0 , 0.0 , 16.7 , 83.3 , 0.0 , 66.7 , 0.0 , 0.0 , 100.0 , 0.0 , 0.0 , 33.3 ,   ,   , 75.0 , 57.4 , 25.0 , 39.1 , 0.0 , 3.5 ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   , 0.0 , 0.0 ,D,2012,July
47,Ochsner Foundation Hospital (LAOF) , LAOF , TX1 , 2012/07/13 , Heart , 4.0 , 4.0 , 0.0 , 12.0 , 12.0 , 16.0 , 0.0 , 0.0 , 56.0 , 16.0 , 28.0 , 12.0 , 40.0 , 24.0 , 24.0 , 0.0 , 0.0 , 28.0 , 72.0 , 0.0 , 28.0 , 0.0 , 4.0 , 92.0 , 0.0 , 8.0 , 68.0 ,   ,   , 48.0 , 59.5 , 48.0 , 36.1 , 4.0 , 4.4 ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   , 0.0 , 0.0 ,D,2012,July
48,Tulane Medical Center (LATU) , LATU , TX1 , 2012/07/13 , Heart , 0.0 , 0.0 , 0.0 , 0.0 , 0.0 , 50.0 , 0.0 , 0.0 , 50.0 , 50.0 , 0.0 , 0.0 , 50.0 , 0.0 , 50.0 , 0.0 , 0.0 , 0.0 , 100.0 , 0.0 , 50.0 , 0.0 , 0.0 , 100.0 , 0.0 , 0.0 , 50.0 ,   ,   , 50.0 , 59.5 , 50.0 , 36.1 , 0.0 , 4.4 ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   , 0.0 , 0.0 ,D,2012,July
49,Children's Hospital (MACH) , MACH , TX1 , 2012/07/13 , Heart , 45.5 , 36.4 , 18.2 , 0.0 , 0.0 , 0.0 , 0.0 , 0.0 , 36.4 , 9.1 , 54.5 , 90.9 , 9.1 , 0.0 , 0.0 , 0.0 , 0.0 , 72.7 , 27.3 , 0.0 , 45.5 , 0.0 , 45.5 , 90.9 , 0.0 , 9.1 , 9.1 ,   ,   , 90.9 , 88.8 , 9.1 , 9.0 , 0.0 , 2.2 ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   , 0.0 , 0.0 ,D,2012,July
50,Massachusetts General Hospital (MAMG) , MAMG , TX1 , 2012/07/13 , Heart , 0.0 , 0.0 , 0.0 , 10.0 , 10.0 , 20.0 , 0.0 , 0.0 , 20.0 , 0.0 , 80.0 , 10.0 , 20.0 , 40.0 , 10.0 , 20.0 , 0.0 , 30.0 , 70.0 , 0.0 , 50.0 , 0.0 , 20.0 , 90.0 , 0.0 , 10.0 , 30.0 ,   ,   , 70.0 , 88.8 , 20.0 , 9.0 , 10.0 , 2.2 ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   , 0.0 , 0.0 ,D,2012,July
51,Tufts Medical Center (MANM) , MANM , TX1 , 2012/07/13 , Heart , 0.0 , 0.0 , 0.0 , 17.6 , 17.6 , 5.9 , 0.0 , 5.9 , 41.2 , 17.6 , 35.3 , 5.9 , 47.1 , 29.4 , 17.6 , 0.0 , 0.0 , 47.1 , 52.9 , 0.0 , 23.5 , 0.0 , 58.8 , 100.0 , 0.0 , 0.0 , 17.6 ,   ,   , 88.2 , 88.8 , 11.8 , 9.0 , 0.0 , 2.2 ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   , 0.0 , 0.0 ,D,2012,July
52,Brigham and Women's Hospital (MAPB) , MAPB , TX1 , 2012/07/13 , Heart , 0.0 , 0.0 , 0.0 , 16.7 , 27.8 , 11.1 , 0.0 , 0.0 , 50.0 , 27.8 , 22.2 , 11.1 , 38.9 , 27.8 , 22.2 , 0.0 , 0.0 , 33.3 , 66.7 , 0.0 , 38.9 , 0.0 , 22.2 , 94.4 , 0.0 , 5.6 , 38.9 ,   ,   , 88.9 , 88.8 , 11.1 , 9.0 , 0.0 , 2.2 ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   , 0.0 , 0.0 ,D,2012,July
53,Johns Hopkins Hospital (MDJH) , MDJH , TX1 , 2012/07/13 , Heart , 0.0 , 12.5 , 25.0 , 18.8 , 12.5 , 6.3 , 0.0 , 0.0 , 43.8 , 18.8 , 37.5 , 37.5 , 12.5 , 37.5 , 12.5 , 0.0 , 0.0 , 62.5 , 37.5 , 0.0 , 37.5 , 0.0 , 12.5 , 93.8 , 0.0 , 6.3 , 50.0 ,   ,   , 75.0 , 55.9 , 25.0 , 39.2 , 0.0 , 4.9 ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   , 0.0 , 0.0 ,D,2012,July
54,University of Maryland Medical System (MDUM) , MDUM , TX1 , 2012/07/13 , Heart , 0.0 , 0.0 , 0.0 , 14.3 , 42.9 , 14.3 , 0.0 , 14.3 , 42.9 , 0.0 , 42.9 , 14.3 , 42.9 , 28.6 , 14.3 , 0.0 , 0.0 , 42.9 , 57.1 , 0.0 , 0.0 , 0.0 , 71.4 , 100.0 , 0.0 , 0.0 , 28.6 ,   ,   , 28.6 , 55.9 , 71.4 , 39.2 , 0.0 , 4.9 ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   , 0.0 , 0.0 ,D,2012,July
55,Children's Hospital of Michigan (MICH) , MICH , TX1 , 2012/07/13 , Heart , 33.3 , 33.3 , 0.0 , 0.0 , 33.3 , 0.0 , 0.0 , 0.0 , 33.3 , 0.0 , 66.7 , 33.3 , 66.7 , 0.0 , 0.0 , 0.0 , 0.0 , 66.7 , 33.3 , 0.0 , 66.7 , 0.0 , 0.0 , 100.0 , 0.0 , 0.0 , 33.3 ,   ,   , 33.3 , 60.2 , 33.3 , 35.1 , 33.3 , 4.7 ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   , 0.0 , 0.0 ,D,2012,July
56,Henry Ford Hospital (MIHF) , MIHF , TX1 , 2012/07/13 , Heart , 0.0 , 0.0 , 0.0 , 0.0 , 0.0 , 11.1 , 0.0 , 0.0 , 33.3 , 0.0 , 66.7 , 11.1 , 11.1 , 22.2 , 55.6 , 0.0 , 0.0 , 33.3 , 66.7 , 0.0 , 0.0 , 0.0 , 0.0 , 100.0 , 0.0 , 0.0 , 100.0 ,   ,   , 11.1 , 60.2 , 88.9 , 35.1 , 0.0 , 4.7 ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   , 0.0 , 0.0 ,D,2012,July
57,Spectrum Health (MISH) , MISH , TX1 , 2012/07/13 , Heart , 0.0 , 0.0 , 0.0 , 7.7 , 7.7 , 23.1 , 0.0 , 7.7 , 30.8 , 15.4 , 46.2 , 7.7 , 15.4 , 38.5 , 38.5 , 0.0 , 0.0 , 15.4 , 84.6 , 0.0 , 23.1 , 0.0 , 7.7 , 100.0 , 0.0 , 0.0 , 69.2 ,   ,   , 38.5 , 60.2 , 61.5 , 35.1 , 0.0 , 4.7 ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   , 0.0 , 0.0 ,D,2012,July
58,University of Michigan Medical Center (MIUM) , MIUM , TX1 , 2012/07/13 , Heart , 9.1 , 3.0 , 0.0 , 12.1 , 27.3 , 3.0 , 0.0 , 3.0 , 51.5 , 12.1 , 33.3 , 12.1 , 15.2 , 54.5 , 6.1 , 12.1 , 0.0 , 36.4 , 63.6 , 0.0 , 45.5 , 0.0 , 3.0 , 97.0 , 0.0 , 3.0 , 51.5 ,   ,   , 54.5 , 60.2 , 42.4 , 35.1 , 3.0 , 4.7 ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   , 0.0 , 0.0 ,D,2012,July
59,Abbott Northwestern Hospital (MNAN) , MNAN , TX1 , 2012/07/13 , Heart , 0.0 , 0.0 , 0.0 , 0.0 , 30.8 , 30.8 , 0.0 , 7.7 , 38.5 , 7.7 , 46.2 , 0.0 , 38.5 , 30.8 , 30.8 , 0.0 , 0.0 , 0.0 , 100.0 , 0.0 , 61.5 , 0.0 , 0.0 , 100.0 , 0.0 , 0.0 , 38.5 ,   ,   , 100.0 , 69.6 , 0.0 , 24.8 , 0.0 , 5.7 ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   , 0.0 , 0.0 ,D,2012,July
60,Saint Marys Hospital (Mayo Clinic) (MNSM) , MNSM , TX1 , 2012/07/13 , Heart , 10.3 , 6.9 , 0.0 , 10.3 , 20.7 , 17.2 , 0.0 , 3.4 , 51.7 , 17.2 , 27.6 , 24.1 , 31.0 , 24.1 , 20.7 , 0.0 , 0.0 , 37.9 , 62.1 , 0.0 , 48.3 , 0.0 , 0.0 , 93.1 , 0.0 , 6.9 , 51.7 ,   ,   , 58.6 , 69.6 , 37.9 , 24.8 , 3.4 , 5.7 ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   , 0.0 , 0.0 ,D,2012,July
61,"University of Minnesota Medical Center, Fairview (MNUM) ", MNUM , TX1 , 2012/07/13 , Heart , 17.4 , 0.0 , 17.4 , 4.3 , 0.0 , 21.7 , 0.0 , 17.4 , 39.1 , 13.0 , 30.4 , 30.4 , 21.7 , 17.4 , 13.0 , 17.4 , 0.0 , 43.5 , 56.5 , 0.0 , 34.8 , 0.0 , 0.0 , 95.7 , 0.0 , 4.3 , 65.2 ,   ,   , 82.6 , 69.6 , 13.0 , 24.8 , 4.3 , 5.7 ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   , 0.0 , 0.0 ,D,2012,July
62,Barnes-Jewish Hospital (MOBH) , MOBH , TX1 , 2012/07/13 , Heart , 0.0 , 0.0 , 0.0 , 17.1 , 11.4 , 14.3 , 0.0 , 0.0 , 48.6 , 2.9 , 48.6 , 11.4 , 31.4 , 42.9 , 14.3 , 0.0 , 0.0 , 37.1 , 62.9 , 0.0 , 11.4 , 0.0 , 0.0 , 94.3 , 0.0 , 5.7 , 88.6 ,   ,   , 37.1 , 43.2 , 57.1 , 45.1 , 5.7 , 11.7 ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   , 0.0 , 0.0 ,D,2012,July
63,Cardinal Glennon Children's Hospital (MOCG) , MOCG , TX1 , 2012/07/13 , Heart , 0.0 , 100.0 , 0.0 , 0.0 , 0.0 , 0.0 , 0.0 , 50.0 , 50.0 , 0.0 , 0.0 , 100.0 , 0.0 , 0.0 , 0.0 , 0.0 , 0.0 , 50.0 , 50.0 , 0.0 , 0.0 , 0.0 , 0.0 , 50.0 , 0.0 , 50.0 , 100.0 ,   ,   , 100.0 , 43.2 , 0.0 , 45.1 , 0.0 , 11.7 ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   , 0.0 , 0.0 ,D,2012,July
64,St. Louis Children's Hospital (MOCH) , MOCH , TX1 , 2012/07/13 , Heart , 33.3 , 38.9 , 27.8 , 0.0 , 0.0 , 0.0 , 0.0 , 11.1 , 44.4 , 5.6 , 38.9 , 77.8 , 11.1 , 5.6 , 5.6 , 0.0 , 0.0 , 61.1 , 38.9 , 0.0 , 38.9 , 0.0 , 22.2 , 100.0 , 0.0 , 0.0 , 38.9 ,   ,   , 100.0 , 43.2 , 0.0 , 45.1 , 0.0 , 11.7 ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   , 0.0 , 0.0 ,D,2012,July
65,St Luke's Hospital of Kansas City (MOLH) , MOLH , TX1 , 2012/07/13 , Heart , 0.0 , 0.0 , 0.0 , 13.9 , 16.7 , 2.8 , 0.0 , 5.6 , 44.4 , 2.8 , 47.2 , 11.1 , 22.2 , 41.7 , 25.0 , 0.0 , 0.0 , 27.8 , 72.2 , 0.0 , 16.7 , 0.0 , 8.3 , 100.0 , 0.0 , 0.0 , 75.0 ,   ,   , 19.4 , 43.2 , 72.2 , 45.1 , 8.3 , 11.7 ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   , 0.0 , 0.0 ,D,2012,July
66,University of Mississippi Medical Center (MSUM) , MSUM , TX1 , 2012/07/13 , Heart , 7.7 , 15.4 , 0.0 , 7.7 , 7.7 , 7.7 , 0.0 , 0.0 , 38.5 , 7.7 , 53.8 , 7.7 , 46.2 , 30.8 , 15.4 , 0.0 , 0.0 , 53.8 , 46.2 , 0.0 , 46.2 , 0.0 , 0.0 , 100.0 , 0.0 , 0.0 , 53.8 ,   ,   , 46.2 , 59.5 , 46.2 , 36.1 , 7.7 , 4.4 ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   , 0.0 , 0.0 ,D,2012,July
67,North Carolina Baptist Hospital (NCBG) , NCBG , TX1 , 2012/07/13 , Heart , 0.0 , 0.0 , 0.0 , 0.0 , 22.2 , 22.2 , 0.0 , 0.0 , 33.3 , 0.0 , 66.7 , 22.2 , 33.3 , 22.2 , 22.2 , 0.0 , 0.0 , 22.2 , 77.8 , 0.0 , 0.0 , 0.0 , 0.0 , 100.0 , 0.0 , 0.0 , 100.0 ,   ,   , 22.2 , 57.4 , 77.8 , 39.1 , 0.0 , 3.5 ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   , 0.0 , 0.0 ,D,2012,July
68,Carolinas Medical Center (NCCM) , NCCM , TX1 , 2012/07/13 , Heart , 11.1 , 0.0 , 0.0 , 0.0 , 11.1 , 44.4 , 0.0 , 5.6 , 33.3 , 5.6 , 55.6 , 11.1 , 44.4 , 33.3 , 11.1 , 0.0 , 0.0 , 33.3 , 66.7 , 0.0 , 0.0 , 0.0 , 0.0 , 100.0 , 0.0 , 0.0 , 100.0 ,   ,   , 11.1 , 57.4 , 88.9 , 39.1 , 0.0 , 3.5 ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   , 0.0 , 0.0 ,D,2012,July
69,Duke University Hospital (NCDU) , NCDU , TX1 , 2012/07/13 , Heart , 5.0 , 3.3 , 5.0 , 6.7 , 25.0 , 18.3 , 0.0 , 3.3 , 45.0 , 16.7 , 35.0 , 18.3 , 28.3 , 33.3 , 20.0 , 0.0 , 0.0 , 35.0 , 65.0 , 0.0 , 30.0 , 0.0 , 23.3 , 96.7 , 0.0 , 3.3 , 46.7 ,   ,   , 56.7 , 57.4 , 35.0 , 39.1 , 8.3 , 3.5 ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   , 0.0 , 0.0 ,D,2012,July
70,University of North Carolina Hospitals (NCMH) , NCMH , TX1 , 2012/07/13 , Heart , 5.3 , 10.5 , 0.0 , 10.5 , 31.6 , 5.3 , 0.0 , 5.3 , 47.4 , 26.3 , 21.1 , 10.5 , 10.5 , 26.3 , 52.6 , 0.0 , 0.0 , 31.6 , 68.4 , 0.0 , 42.1 , 0.0 , 15.8 , 89.5 , 0.0 , 10.5 , 42.1 ,   ,   , 89.5 , 57.4 , 5.3 , 39.1 , 5.3 , 3.5 ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   , 0.0 , 0.0 ,D,2012,July
71,The Nebraska Medical Center (NEUN) , NEUN , TX1 , 2012/07/13 , Heart , 0.0 , 5.9 , 0.0 , 11.8 , 29.4 , 0.0 , 0.0 , 11.8 , 52.9 , 11.8 , 23.5 , 17.6 , 35.3 , 35.3 , 11.8 , 0.0 , 0.0 , 35.3 , 64.7 , 0.0 , 5.9 , 0.0 , 35.3 , 82.4 , 0.0 , 17.6 , 58.8 ,   ,   , 52.9 , 43.2 , 41.2 , 45.1 , 5.9 , 11.7 ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   , 0.0 , 0.0 ,D,2012,July
72,Newark Beth Israel Medical Center (NJBI) , NJBI , TX1 , 2012/07/13 , Heart , 0.0 , 0.0 , 0.0 , 9.5 , 19.0 , 23.8 , 0.0 , 6.3 , 36.5 , 11.1 , 46.0 , 6.3 , 33.3 , 39.7 , 20.6 , 0.0 , 0.0 , 20.6 , 79.4 , 0.0 , 58.7 , 0.0 , 3.2 , 95.2 , 0.0 , 4.8 , 38.1 ,   ,   , 63.5 , 55.9 , 34.9 , 39.2 , 1.6 , 4.9 ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   , 0.0 , 0.0 ,D,2012,July
73,Robert Wood Johnson University Hospital (NJRW) , NJRW , TX1 , 2012/07/13 , Heart , 0.0 , 0.0 , 0.0 , 0.0 , 10.0 , 10.0 , 0.0 , 0.0 , 20.0 , 30.0 , 50.0 , 20.0 , 30.0 , 10.0 , 40.0 , 0.0 , 0.0 , 20.0 , 80.0 , 0.0 , 20.0 , 0.0 , 0.0 , 100.0 , 0.0 , 0.0 , 80.0 ,   ,   , 60.0 , 55.9 , 40.0 , 39.2 , 0.0 , 4.9 ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   , 0.0 , 0.0 ,D,2012,July
74,NY Presbyterian Hospital/Columbia Univ. Medical Center (NYCP) , NYCP , TX1 , 2012/07/13 , Heart , 9.1 , 14.3 , 6.5 , 9.1 , 11.7 , 18.2 , 0.0 , 3.9 , 39.0 , 11.7 , 45.5 , 26.0 , 36.4 , 23.4 , 14.3 , 0.0 , 0.0 , 26.0 , 74.0 , 0.0 , 39.0 , 0.0 , 23.4 , 90.9 , 0.0 , 9.1 , 37.7 ,   ,   , 88.3 , 83.0 , 10.4 , 15.7 , 1.3 , 1.3 ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   , 0.0 , 0.0 ,D,2012,July
