,Unnamed: 0, CTR_CD, CTR_TY, RELEASE_DATE, ORG, RCC_A10_N, RCC_A17_N, RCC_A2_N, RCC_A34_N, RCC_A49_N, RCC_A64_N, RCC_A65P_N, RCC_AU_N, RCC_BAB_N, RCC_BAT_N, RCC_BA_N, RCC_BB_N, RCC_BMI20_N, RCC_BMI25_N, RCC_BMI30_N, RCC_BMI31P_N, RCC_BMINR_N, RCC_BO_N, RCC_BU_N, RCC_CAD_N, RCC_CAR_N, RCC_CHD_N, RCC_CLD_N, RCC_COD_N, RCC_CON_N, RCC_CYF_N, RCC_DEVS_N, RCC_DIA_N, RCC_ECO_N, RCC_FBP_N, RCC_GF_N, RCC_GLO_N, RCC_GM_N, RCC_GU_N, RCC_HOSPNR_N, RCC_HOSP_N, RCC_HYP_N, RCC_ICU_N, RCC_IDP_N, RCC_INRET_N, RCC_KIRET_N, RCC_LSNR_N, RCC_LS_N, RCC_LURET_N, RCC_ME11_N, RCC_ME15_N, RCC_ME21_N, RCC_ME31_N, RCC_ME6_N, RCC_MET_N, RCC_MIS_N, RCC_MNEO_N, RCC_NCC_N, RCC_NEC_N, RCC_NEO_N, RCC_NOTHOSP_N, RCC_NOTLS_N, RCC_N_N, RCC_OTH_N, RCC_OTK_N, RCC_PE11_N, RCC_PE15_N, RCC_PE21_N, RCC_PE31_N, RCC_PE6_N, RCC_POL_N, RCC_PPH_N, RCC_PRA79_N, RCC_PRA80_N, RCC_PRA9_N, RCC_PRAU_N, RCC_PTXN_N, RCC_PTXU_N, RCC_PTXY_N, RCC_RA_N, RCC_RB_N, RCC_RET_N, RCC_RH_N, RCC_RO_N, RCC_RU_N, RCC_RW_N, RCC_SGS_N, RCC_TINA_N, RCC_TST1A_N, RCC_TST1B_N, RCC_TST1_N, RCC_TST2A_N, RCC_TST2B_N, RCC_TST2_N, RCC_TST3_N, RCC_TUB_N, RCC_VAS_N, RCC_VHD_N,ENTIRE_NAME,CTR_CD,CTR_TY,RELEASE_DATE,ORG,RCC_A10_N,RCC_A17_N,RCC_A2_N,RCC_A34_N,RCC_A49_N,RCC_A64_N,RCC_A65P_N,RCC_AU_N,RCC_BAB_N,RCC_BAT_N,RCC_BA_N,RCC_BB_N,RCC_BMI20_N,RCC_BMI25_N,RCC_BMI30_N,RCC_BMI31P_N,RCC_BMINR_N,RCC_BO_N,RCC_BU_N,RCC_CAD_N,RCC_CAR_N,RCC_CHD_N,RCC_CLD_N,RCC_COD_N,RCC_CYF_N,RCC_DEVS_N,RCC_DIA_N,RCC_ECO_N,RCC_FBP_N,RCC_GF_N,RCC_GLO_N,RCC_GM_N,RCC_GU_N,RCC_HOSPNR_N,RCC_HOSP_N,RCC_HYP_N,RCC_ICU_N,RCC_IDP_N,RCC_INRET_N,RCC_KIRET_N,RCC_LSNR_N,RCC_LS_N,RCC_LURET_N,RCC_ME11_N,RCC_ME15_N,RCC_ME21_N,RCC_ME31_N,RCC_ME6_N,RCC_MET_N,RCC_MIS_N,RCC_MNEO_N,RCC_NCC_N,RCC_NEC_N,RCC_NEO_N,RCC_NOTHOSP_N,RCC_NOTLS_N,RCC_N_N,RCC_OTH_N,RCC_OTK_N,RCC_PE11_N,RCC_PE15_N,RCC_PE21_N,RCC_PE31_N,RCC_PE6_N,RCC_POL_N,RCC_PPH_N,RCC_PRA79_N,RCC_PRA80_N,RCC_PRA9_N,RCC_PRAU_N,RCC_PTXN_N,RCC_PTXU_N,RCC_PTXY_N,RCC_RA_N,RCC_RB_N,RCC_RET_N,RCC_RH_N,RCC_RO_N,RCC_RU_N,RCC_RW_N,RCC_SGS_N,RCC_TINA_N,RCC_TST1A_N,RCC_TST1B_N,RCC_TST1_N,RCC_TST2A_N,RCC_TST2B_N,RCC_TST2_N,RCC_TST3_N,RCC_TUB_N,RCC_VAS_N,RCC_VHD_N,RCC_CON_N,RCC_A69_N,RCC_A70P_N,RCC_BMI35_N,RCC_BMI40_N,RCC_BMI41P_N,RCC_TAST1_N,RCC_TAST2_N,RCC_TAST3_N,RCC_TAST4_N,RCC_TAST5_N,RCC_TAST6_N
24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Baptist Medical Center (ARBH),ARBH,TX1,2020-01-06 18:00:00,HR,4.5673758865,4.6241134752,5.1063829787,9.8439716312,17.70212766,40.709219858,,,5.475177305,-,38.411347518,15.716312057,20.709219858,27.34751773,28.368794326,,0.5673758865,40.397163121,0,24.482269504,61.503546099,11.489361702,-,-,-,59.092198582,-,-,-,30.638297872,-,69.361702128,0,0.3120567376,17.475177305,-,44.765957447,-,-,-,0.1985815603,21.24822695,-,-,-,-,-,-,-,0.0567375887,-,-,-,-,37.446808511,19.460992908,3525,1.5035460993,-,-,-,-,-,-,-,-,-,-,-,-,96.056737589,0,3.9432624113,4.170212766,21.673758865,0,10.723404255,0.9361702128,0,62.496453901,-,0,30.638297872,8.9645390071,-,-,-,1.4184397163,-,-,-,0.9645390071,-,14.241134752,3.2056737589,18.496453901,4.0567375887,0.4539007092,4.9645390071,26.212765957,14.553191489,10.524822695,0.2553191489,2.4680851064
25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Arkansas Children's Hospital (ARCH),ARCH,TX1,2020-01-06 18:00:00,HR,4.5673758865,4.6241134752,5.1063829787,9.8439716312,17.70212766,40.709219858,,,5.475177305,-,38.411347518,15.716312057,20.709219858,27.34751773,28.368794326,,0.5673758865,40.397163121,0,24.482269504,61.503546099,11.489361702,-,-,-,59.092198582,-,-,-,30.638297872,-,69.361702128,0,0.3120567376,17.475177305,-,44.765957447,-,-,-,0.1985815603,21.24822695,-,-,-,-,-,-,-,0.0567375887,-,-,-,-,37.446808511,19.460992908,3525,1.5035460993,-,-,-,-,-,-,-,-,-,-,-,-,96.056737589,0,3.9432624113,4.170212766,21.673758865,0,10.723404255,0.9361702128,0,62.496453901,-,0,30.638297872,8.9645390071,-,-,-,1.4184397163,-,-,-,0.9645390071,-,14.241134752,3.2056737589,18.496453901,4.0567375887,0.4539007092,4.9645390071,26.212765957,14.553191489,10.524822695,0.2553191489,2.4680851064
26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Johns Hopkins All Children's Hospital (FLAC),FLAC,TX1,2020-01-06 18:00:00,HR,4.5673758865,4.6241134752,5.1063829787,9.8439716312,17.70212766,40.709219858,,,5.475177305,-,38.411347518,15.716312057,20.709219858,27.34751773,28.368794326,,0.5673758865,40.397163121,0,24.482269504,61.503546099,11.489361702,-,-,-,59.092198582,-,-,-,30.638297872,-,69.361702128,0,0.3120567376,17.475177305,-,44.765957447,-,-,-,0.1985815603,21.24822695,-,-,-,-,-,-,-,0.0567375887,-,-,-,-,37.446808511,19.460992908,3525,1.5035460993,-,-,-,-,-,-,-,-,-,-,-,-,96.056737589,0,3.9432624113,4.170212766,21.673758865,0,10.723404255,0.9361702128,0,62.496453901,-,0,30.638297872,8.9645390071,-,-,-,1.4184397163,-,-,-,0.9645390071,-,14.241134752,3.2056737589,18.496453901,4.0567375887,0.4539007092,4.9645390071,26.212765957,14.553191489,10.524822695,0.2553191489,2.4680851064
27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Cleveland Clinic Florida Weston (FLCC),FLCC,TX1,2020-01-06 18:00:00,HR,4.5673758865,4.6241134752,5.1063829787,9.8439716312,17.70212766,40.709219858,,,5.475177305,-,38.411347518,15.716312057,20.709219858,27.34751773,28.368794326,,0.5673758865,40.397163121,0,24.482269504,61.503546099,11.489361702,-,-,-,59.092198582,-,-,-,30.638297872,-,69.361702128,0,0.3120567376,17.475177305,-,44.765957447,-,-,-,0.1985815603,21.24822695,-,-,-,-,-,-,-,0.0567375887,-,-,-,-,37.446808511,19.460992908,3525,1.5035460993,-,-,-,-,-,-,-,-,-,-,-,-,96.056737589,0,3.9432624113,4.170212766,21.673758865,0,10.723404255,0.9361702128,0,62.496453901,-,0,30.638297872,8.9645390071,-,-,-,1.4184397163,-,-,-,0.9645390071,-,14.241134752,3.2056737589,18.496453901,4.0567375887,0.4539007092,4.9645390071,26.212765957,14.553191489,10.524822695,0.2553191489,2.4680851064
28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Florida Hospital Medical Center (FLFH),FLFH,TX1,2020-01-06 18:00:00,HR,4.5673758865,4.6241134752,5.1063829787,9.8439716312,17.70212766,40.709219858,,,5.475177305,-,38.411347518,15.716312057,20.709219858,27.34751773,28.368794326,,0.5673758865,40.397163121,0,24.482269504,61.503546099,11.489361702,-,-,-,59.092198582,-,-,-,30.638297872,-,69.361702128,0,0.3120567376,17.475177305,-,44.765957447,-,-,-,0.1985815603,21.24822695,-,-,-,-,-,-,-,0.0567375887,-,-,-,-,37.446808511,19.460992908,3525,1.5035460993,-,-,-,-,-,-,-,-,-,-,-,-,96.056737589,0,3.9432624113,4.170212766,21.673758865,0,10.723404255,0.9361702128,0,62.496453901,-,0,30.638297872,8.9645390071,-,-,-,1.4184397163,-,-,-,0.9645390071,-,14.241134752,3.2056737589,18.496453901,4.0567375887,0.4539007092,4.9645390071,26.212765957,14.553191489,10.524822695,0.2553191489,2.4680851064
29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Memorial Regional Hospital/Joe DiMaggio Children's Hospital (FLJD),FLJD,TX1,2020-01-06 18:00:00,HR,4.5673758865,4.6241134752,5.1063829787,9.8439716312,17.70212766,40.709219858,,,5.475177305,-,38.411347518,15.716312057,20.709219858,27.34751773,28.368794326,,0.5673758865,40.397163121,0,24.482269504,61.503546099,11.489361702,-,-,-,59.092198582,-,-,-,30.638297872,-,69.361702128,0,0.3120567376,17.475177305,-,44.765957447,-,-,-,0.1985815603,21.24822695,-,-,-,-,-,-,-,0.0567375887,-,-,-,-,37.446808511,19.460992908,3525,1.5035460993,-,-,-,-,-,-,-,-,-,-,-,-,96.056737589,0,3.9432624113,4.170212766,21.673758865,0,10.723404255,0.9361702128,0,62.496453901,-,0,30.638297872,8.9645390071,-,-,-,1.4184397163,-,-,-,0.9645390071,-,14.241134752,3.2056737589,18.496453901,4.0567375887,0.4539007092,4.9645390071,26.212765957,14.553191489,10.524822695,0.2553191489,2.4680851064
30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Jackson Memorial Hospital University of Miami School of Medicine (FLJM),FLJM,TX1,2020-01-06 18:00:00,HR,4.5673758865,4.6241134752,5.1063829787,9.8439716312,17.70212766,40.709219858,,,5.475177305,-,38.411347518,15.716312057,20.709219858,27.34751773,28.368794326,,0.5673758865,40.397163121,0,24.482269504,61.503546099,11.489361702,-,-,-,59.092198582,-,-,-,30.638297872,-,69.361702128,0,0.3120567376,17.475177305,-,44.765957447,-,-,-,0.1985815603,21.24822695,-,-,-,-,-,-,-,0.0567375887,-,-,-,-,37.446808511,19.460992908,3525,1.5035460993,-,-,-,-,-,-,-,-,-,-,-,-,96.056737589,0,3.9432624113,4.170212766,21.673758865,0,10.723404255,0.9361702128,0,62.496453901,-,0,30.638297872,8.9645390071,-,-,-,1.4184397163,-,-,-,0.9645390071,-,14.241134752,3.2056737589,18.496453901,4.0567375887,0.4539007092,4.9645390071,26.212765957,14.553191489,10.524822695,0.2553191489,2.4680851064
31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Memorial Regional Hospital (FLMR),FLMR,TX1,2020-01-06 18:00:00,HR,4.5673758865,4.6241134752,5.1063829787,9.8439716312,17.70212766,40.709219858,,,5.475177305,-,38.411347518,15.716312057,20.709219858,27.34751773,28.368794326,,0.5673758865,40.397163121,0,24.482269504,61.503546099,11.489361702,-,-,-,59.092198582,-,-,-,30.638297872,-,69.361702128,0,0.3120567376,17.475177305,-,44.765957447,-,-,-,0.1985815603,21.24822695,-,-,-,-,-,-,-,0.0567375887,-,-,-,-,37.446808511,19.460992908,3525,1.5035460993,-,-,-,-,-,-,-,-,-,-,-,-,96.056737589,0,3.9432624113,4.170212766,21.673758865,0,10.723404255,0.9361702128,0,62.496453901,-,0,30.638297872,8.9645390071,-,-,-,1.4184397163,-,-,-,0.9645390071,-,14.241134752,3.2056737589,18.496453901,4.0567375887,0.4539007092,4.9645390071,26.212765957,14.553191489,10.524822695,0.2553191489,2.4680851064
32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mayo Clinic Florida (FLSL),FLSL,TX1,2020-01-06 18:00:00,HR,4.5673758865,4.6241134752,5.1063829787,9.8439716312,17.70212766,40.709219858,,,5.475177305,-,38.411347518,15.716312057,20.709219858,27.34751773,28.368794326,,0.5673758865,40.397163121,0,24.482269504,61.503546099,11.489361702,-,-,-,59.092198582,-,-,-,30.638297872,-,69.361702128,0,0.3120567376,17.475177305,-,44.765957447,-,-,-,0.1985815603,21.24822695,-,-,-,-,-,-,-,0.0567375887,-,-,-,-,37.446808511,19.460992908,3525,1.5035460993,-,-,-,-,-,-,-,-,-,-,-,-,96.056737589,0,3.9432624113,4.170212766,21.673758865,0,10.723404255,0.9361702128,0,62.496453901,-,0,30.638297872,8.9645390071,-,-,-,1.4184397163,-,-,-,0.9645390071,-,14.241134752,3.2056737589,18.496453901,4.0567375887,0.4539007092,4.9645390071,26.212765957,14.553191489,10.524822695,0.2553191489,2.4680851064
33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tampa General Hospital (FLTG),FLTG,TX1,2020-01-06 18:00:00,HR,4.5673758865,4.6241134752,5.1063829787,9.8439716312,17.70212766,40.709219858,,,5.475177305,-,38.411347518,15.716312057,20.709219858,27.34751773,28.368794326,,0.5673758865,40.397163121,0,24.482269504,61.503546099,11.489361702,-,-,-,59.092198582,-,-,-,30.638297872,-,69.361702128,0,0.3120567376,17.475177305,-,44.765957447,-,-,-,0.1985815603,21.24822695,-,-,-,-,-,-,-,0.0567375887,-,-,-,-,37.446808511,19.460992908,3525,1.5035460993,-,-,-,-,-,-,-,-,-,-,-,-,96.056737589,0,3.9432624113,4.170212766,21.673758865,0,10.723404255,0.9361702128,0,62.496453901,-,0,30.638297872,8.9645390071,-,-,-,1.4184397163,-,-,-,0.9645390071,-,14.241134752,3.2056737589,18.496453901,4.0567375887,0.4539007092,4.9645390071,26.212765957,14.553191489,10.524822695,0.2553191489,2.4680851064
34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,UF Health Shands Hospital (FLUF),FLUF,TX1,2020-01-06 18:00:00,HR,4.5673758865,4.6241134752,5.1063829787,9.8439716312,17.70212766,40.709219858,,,5.475177305,-,38.411347518,15.716312057,20.709219858,27.34751773,28.368794326,,0.5673758865,40.397163121,0,24.482269504,61.503546099,11.489361702,-,-,-,59.092198582,-,-,-,30.638297872,-,69.361702128,0,0.3120567376,17.475177305,-,44.765957447,-,-,-,0.1985815603,21.24822695,-,-,-,-,-,-,-,0.0567375887,-,-,-,-,37.446808511,19.460992908,3525,1.5035460993,-,-,-,-,-,-,-,-,-,-,-,-,96.056737589,0,3.9432624113,4.170212766,21.673758865,0,10.723404255,0.9361702128,0,62.496453901,-,0,30.638297872,8.9645390071,-,-,-,1.4184397163,-,-,-,0.9645390071,-,14.241134752,3.2056737589,18.496453901,4.0567375887,0.4539007092,4.9645390071,26.212765957,14.553191489,10.524822695,0.2553191489,2.4680851064
35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Children's Healthcare of Atlanta at Egleston (GAEH),GAEH,TX1,2020-01-06 18:00:00,HR,4.5673758865,4.6241134752,5.1063829787,9.8439716312,17.70212766,40.709219858,,,5.475177305,-,38.411347518,15.716312057,20.709219858,27.34751773,28.368794326,,0.5673758865,40.397163121,0,24.482269504,61.503546099,11.489361702,-,-,-,59.092198582,-,-,-,30.638297872,-,69.361702128,0,0.3120567376,17.475177305,-,44.765957447,-,-,-,0.1985815603,21.24822695,-,-,-,-,-,-,-,0.0567375887,-,-,-,-,37.446808511,19.460992908,3525,1.5035460993,-,-,-,-,-,-,-,-,-,-,-,-,96.056737589,0,3.9432624113,4.170212766,21.673758865,0,10.723404255,0.9361702128,0,62.496453901,-,0,30.638297872,8.9645390071,-,-,-,1.4184397163,-,-,-,0.9645390071,-,14.241134752,3.2056737589,18.496453901,4.0567375887,0.4539007092,4.9645390071,26.212765957,14.553191489,10.524822695,0.2553191489,2.4680851064
36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Emory University Hospital (GAEM),GAEM,TX1,2020-01-06 18:00:00,HR,4.5673758865,4.6241134752,5.1063829787,9.8439716312,17.70212766,40.709219858,,,5.475177305,-,38.411347518,15.716312057,20.709219858,27.34751773,28.368794326,,0.5673758865,40.397163121,0,24.482269504,61.503546099,11.489361702,-,-,-,59.092198582,-,-,-,30.638297872,-,69.361702128,0,0.3120567376,17.475177305,-,44.765957447,-,-,-,0.1985815603,21.24822695,-,-,-,-,-,-,-,0.0567375887,-,-,-,-,37.446808511,19.460992908,3525,1.5035460993,-,-,-,-,-,-,-,-,-,-,-,-,96.056737589,0,3.9432624113,4.170212766,21.673758865,0,10.723404255,0.9361702128,0,62.496453901,-,0,30.638297872,8.9645390071,-,-,-,1.4184397163,-,-,-,0.9645390071,-,14.241134752,3.2056737589,18.496453901,4.0567375887,0.4539007092,4.9645390071,26.212765957,14.553191489,10.524822695,0.2553191489,2.4680851064
37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Piedmont Hospital (GAPH),GAPH,TX1,2020-01-06 18:00:00,HR,4.5673758865,4.6241134752,5.1063829787,9.8439716312,17.70212766,40.709219858,,,5.475177305,-,38.411347518,15.716312057,20.709219858,27.34751773,28.368794326,,0.5673758865,40.397163121,0,24.482269504,61.503546099,11.489361702,-,-,-,59.092198582,-,-,-,30.638297872,-,69.361702128,0,0.3120567376,17.475177305,-,44.765957447,-,-,-,0.1985815603,21.24822695,-,-,-,-,-,-,-,0.0567375887,-,-,-,-,37.446808511,19.460992908,3525,1.5035460993,-,-,-,-,-,-,-,-,-,-,-,-,96.056737589,0,3.9432624113,4.170212766,21.673758865,0,10.723404255,0.9361702128,0,62.496453901,-,0,30.638297872,8.9645390071,-,-,-,1.4184397163,-,-,-,0.9645390071,-,14.241134752,3.2056737589,18.496453901,4.0567375887,0.4539007092,4.9645390071,26.212765957,14.553191489,10.524822695,0.2553191489,2.4680851064
38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ochsner Foundation Hospital (LAOF),LAOF,TX1,2020-01-06 18:00:00,HR,4.5673758865,4.6241134752,5.1063829787,9.8439716312,17.70212766,40.709219858,,,5.475177305,-,38.411347518,15.716312057,20.709219858,27.34751773,28.368794326,,0.5673758865,40.397163121,0,24.482269504,61.503546099,11.489361702,-,-,-,59.092198582,-,-,-,30.638297872,-,69.361702128,0,0.3120567376,17.475177305,-,44.765957447,-,-,-,0.1985815603,21.24822695,-,-,-,-,-,-,-,0.0567375887,-,-,-,-,37.446808511,19.460992908,3525,1.5035460993,-,-,-,-,-,-,-,-,-,-,-,-,96.056737589,0,3.9432624113,4.170212766,21.673758865,0,10.723404255,0.9361702128,0,62.496453901,-,0,30.638297872,8.9645390071,-,-,-,1.4184397163,-,-,-,0.9645390071,-,14.241134752,3.2056737589,18.496453901,4.0567375887,0.4539007092,4.9645390071,26.212765957,14.553191489,10.524822695,0.2553191489,2.4680851064
39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,University of Mississippi Medical Center (MSUM),MSUM,TX1,2020-01-06 18:00:00,HR,4.5673758865,4.6241134752,5.1063829787,9.8439716312,17.70212766,40.709219858,,,5.475177305,-,38.411347518,15.716312057,20.709219858,27.34751773,28.368794326,,0.5673758865,40.397163121,0,24.482269504,61.503546099,11.489361702,-,-,-,59.092198582,-,-,-,30.638297872,-,69.361702128,0,0.3120567376,17.475177305,-,44.765957447,-,-,-,0.1985815603,21.24822695,-,-,-,-,-,-,-,0.0567375887,-,-,-,-,37.446808511,19.460992908,3525,1.5035460993,-,-,-,-,-,-,-,-,-,-,-,-,96.056737589,0,3.9432624113,4.170212766,21.673758865,0,10.723404255,0.9361702128,0,62.496453901,-,0,30.638297872,8.9645390071,-,-,-,1.4184397163,-,-,-,0.9645390071,-,14.241134752,3.2056737589,18.496453901,4.0567375887,0.4539007092,4.9645390071,26.212765957,14.553191489,10.524822695,0.2553191489,2.4680851064
40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Cardiovascular Center of Puerto Rico and the Caribbean (PRCC),PRCC,TX1,2020-01-06 18:00:00,HR,4.5673758865,4.6241134752,5.1063829787,9.8439716312,17.70212766,40.709219858,,,5.475177305,-,38.411347518,15.716312057,20.709219858,27.34751773,28.368794326,,0.5673758865,40.397163121,0,24.482269504,61.503546099,11.489361702,-,-,-,59.092198582,-,-,-,30.638297872,-,69.361702128,0,0.3120567376,17.475177305,-,44.765957447,-,-,-,0.1985815603,21.24822695,-,-,-,-,-,-,-,0.0567375887,-,-,-,-,37.446808511,19.460992908,3525,1.5035460993,-,-,-,-,-,-,-,-,-,-,-,-,96.056737589,0,3.9432624113,4.170212766,21.673758865,0,10.723404255,0.9361702128,0,62.496453901,-,0,30.638297872,8.9645390071,-,-,-,1.4184397163,-,-,-,0.9645390071,-,14.241134752,3.2056737589,18.496453901,4.0567375887,0.4539007092,4.9645390071,26.212765957,14.553191489,10.524822695,0.2553191489,2.4680851064
41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Integris Baptist Medical Center (OKBC),OKBC,TX1,2020-01-06 18:00:00,HR,4.5673758865,4.6241134752,5.1063829787,9.8439716312,17.70212766,40.709219858,,,5.475177305,-,38.411347518,15.716312057,20.709219858,27.34751773,28.368794326,,0.5673758865,40.397163121,0,24.482269504,61.503546099,11.489361702,-,-,-,59.092198582,-,-,-,30.638297872,-,69.361702128,0,0.3120567376,17.475177305,-,44.765957447,-,-,-,0.1985815603,21.24822695,-,-,-,-,-,-,-,0.0567375887,-,-,-,-,37.446808511,19.460992908,3525,1.5035460993,-,-,-,-,-,-,-,-,-,-,-,-,96.056737589,0,3.9432624113,4.170212766,21.673758865,0,10.723404255,0.9361702128,0,62.496453901,-,0,30.638297872,8.9645390071,-,-,-,1.4184397163,-,-,-,0.9645390071,-,14.241134752,3.2056737589,18.496453901,4.0567375887,0.4539007092,4.9645390071,26.212765957,14.553191489,10.524822695,0.2553191489,2.4680851064
42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Children's Medical Center of Dallas (TXCM),TXCM,TX1,2020-01-06 18:00:00,HR,4.5673758865,4.6241134752,5.1063829787,9.8439716312,17.70212766,40.709219858,,,5.475177305,-,38.411347518,15.716312057,20.709219858,27.34751773,28.368794326,,0.5673758865,40.397163121,0,24.482269504,61.503546099,11.489361702,-,-,-,59.092198582,-,-,-,30.638297872,-,69.361702128,0,0.3120567376,17.475177305,-,44.765957447,-,-,-,0.1985815603,21.24822695,-,-,-,-,-,-,-,0.0567375887,-,-,-,-,37.446808511,19.460992908,3525,1.5035460993,-,-,-,-,-,-,-,-,-,-,-,-,96.056737589,0,3.9432624113,4.170212766,21.673758865,0,10.723404255,0.9361702128,0,62.496453901,-,0,30.638297872,8.9645390071,-,-,-,1.4184397163,-,-,-,0.9645390071,-,14.241134752,3.2056737589,18.496453901,4.0567375887,0.4539007092,4.9645390071,26.212765957,14.553191489,10.524822695,0.2553191489,2.4680851064
43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Seton Medical Center Austin (TXCT),TXCT,TX1,2020-01-06 18:00:00,HR,4.5673758865,4.6241134752,5.1063829787,9.8439716312,17.70212766,40.709219858,,,5.475177305,-,38.411347518,15.716312057,20.709219858,27.34751773,28.368794326,,0.5673758865,40.397163121,0,24.482269504,61.503546099,11.489361702,-,-,-,59.092198582,-,-,-,30.638297872,-,69.361702128,0,0.3120567376,17.475177305,-,44.765957447,-,-,-,0.1985815603,21.24822695,-,-,-,-,-,-,-,0.0567375887,-,-,-,-,37.446808511,19.460992908,3525,1.5035460993,-,-,-,-,-,-,-,-,-,-,-,-,96.056737589,0,3.9432624113,4.170212766,21.673758865,0,10.723404255,0.9361702128,0,62.496453901,-,0,30.638297872,8.9645390071,-,-,-,1.4184397163,-,-,-,0.9645390071,-,14.241134752,3.2056737589,18.496453901,4.0567375887,0.4539007092,4.9645390071,26.212765957,14.553191489,10.524822695,0.2553191489,2.4680851064
