ENTIRE_NAME,CTR_CD,CTR_TY,RELEASE_DATE,ORG,RCC_A10_C,RCC_A17_C,RCC_A2_C,RCC_A34_C,RC_A49_C,RCC_A64_C,RCC_A65P_C,RCC_AU_C,RCC_BAB_C,RCC_BA_C,RCC_BB_C,RCC_BO_C,RCC_BMI20_C,RCC_BMI25_C,RCC_BMI30_C,RCC_BMI31P_C,RCC_BMINR_C,RCC_BU_C,RCC_GF_C,RCC_GM_C,RCC_GU_C,RCC_ICU_C,RCC_HOSPNR_C,RCC_HOSP_C,RCC_PTXN_C,RCC_PTXU_C,RCC_PTXY_C,RCC_TINA_R,D_OR_L,YEAR,MONTH
Aurora St. Luke's Medical Center (WISL) , WISL , TX1 , 2012/07/13 , Lung , 0.0 , 0.0 , 0.0 , 0.0 , 50.0 , 0.0 , 0.0 , 0.0 , 50.0 , 16.7 , 33.3 , 16.7 , 33.3 , 33.3 , 16.7 , 0.0 , 0.0 , 33.3 , 66.7 , 0.0 , 0.0 , 0.0 , 0.0 , 100.0 , 0.0 , 0.0 , 100.0 , 50.0 ,D,2012,7
University of Wisconsin Hospital and Clinics (WIUW) , WIUW , TX1 , 2012/07/13 , Lung , 0.0 , 0.0 , 0.0 , 8.8 , 17.6 , 14.7 , 0.0 , 2.9 , 58.8 , 8.8 , 29.4 , 14.7 , 38.2 , 20.6 , 26.5 , 0.0 , 0.0 , 11.8 , 88.2 , 0.0 , 5.9 , 0.0 , 0.0 , 97.1 , 0.0 , 2.9 , 94.1 , 58.8 ,D,2012,7
Keck Hospital of USC (CAUH) , CAUH , TX1 , 2012/07/13 , Lung ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,L,2012,7
University of Alabama Hospital (ALUA) , ALUA , TX1 , 2014/03/20 , Lung , 0.0 , 4.3 , 0.0 , 17.4 , 4.3 , 13.0 , 0.0 , 0.0 , 30.4 , 8.7 , 60.9 , 21.7 , 26.1 , 34.8 , 17.4 , 0.0 , 0.0 , 43.5 , 56.5 , 0.0 , 17.4 , 0.0 , 0.0 , 91.3 , 0.0 , 8.7 , 82.6 , 60.9 ,D,2013,1
St. Joseph's Hospital and Medical Center (AZSJ) , AZSJ , TX1 , 2014/03/20 , Lung , 0.0 , 0.0 , 0.0 , 5.7 , 17.0 , 30.2 , 0.0 , 1.9 , 39.6 , 11.3 , 47.2 , 35.8 , 32.1 , 30.2 , 1.9 , 0.0 , 0.0 , 45.3 , 54.7 , 0.0 , 7.5 , 0.0 , 3.8 , 94.3 , 0.0 , 5.7 , 88.7 , 47.2 ,D,2013,1
"University Medical Center, Univ of Arizona (AZUA) ", AZUA , TX1 , 2014/03/20 , Lung , 5.3 , 0.0 , 0.0 , 21.1 , 26.3 , 10.5 , 0.0 , 0.0 , 31.6 , 15.8 , 52.6 , 21.1 , 42.1 , 15.8 , 15.8 , 5.3 , 0.0 , 36.8 , 63.2 , 0.0 , 26.3 , 0.0 , 5.3 , 78.9 , 0.0 , 21.1 , 68.4 , 36.8 ,D,2013,1
Cedars-Sinai Medical Center (CACS) , CACS , TX1 , 2014/03/20 , Lung , 0.0 , 0.0 , 0.0 , 6.3 , 6.3 , 43.8 , 0.0 , 0.0 , 25.0 , 6.3 , 68.8 , 37.5 , 25.0 , 25.0 , 12.5 , 0.0 , 0.0 , 68.8 , 31.3 , 0.0 , 0.0 , 0.0 , 25.0 , 93.8 , 0.0 , 6.3 , 75.0 , 43.8 ,D,2013,1
Lucile Salter Packard Children's Hospital at Stanford (CAPC) , CAPC , TX1 , 2014/03/20 , Lung , 0.0 , 0.0 , 0.0 , 100.0 , 0.0 , 0.0 , 0.0 , 0.0 , 0.0 , 0.0 , 100.0 , 100.0 , 0.0 , 0.0 , 0.0 , 0.0 , 0.0 , 100.0 , 0.0 , 0.0 , 0.0 , 0.0 , 0.0 , 100.0 , 0.0 , 0.0 , 100.0 , 0.0 ,D,2013,1
University of California San Diego Medical Center (CASD) , CASD , TX1 , 2014/03/20 , Lung , 0.0 , 0.0 , 0.0 , 23.8 , 19.0 , 19.0 , 0.0 , 0.0 , 47.6 , 4.8 , 47.6 , 42.9 , 23.8 , 33.3 , 0.0 , 0.0 , 0.0 , 38.1 , 61.9 , 0.0 , 0.0 , 0.0 , 9.5 , 90.5 , 0.0 , 9.5 , 90.5 , 38.1 ,D,2013,1
University of California San Francisco Medical Center (CASF) , CASF , TX1 , 2014/03/20 , Lung , 0.0 , 0.0 , 0.0 , 15.4 , 12.8 , 15.4 , 0.0 , 0.0 , 38.5 , 7.7 , 53.8 , 25.6 , 33.3 , 28.2 , 12.8 , 0.0 , 0.0 , 56.4 , 43.6 , 0.0 , 12.8 , 0.0 , 5.1 , 100.0 , 0.0 , 0.0 , 82.1 , 56.4 ,D,2013,1
Stanford University Medical Center (CASU) , CASU , TX1 , 2014/03/20 , Lung , 0.0 , 0.0 , 0.0 , 27.3 , 18.2 , 13.6 , 0.0 , 2.3 , 54.5 , 4.5 , 38.6 , 34.1 , 27.3 , 27.3 , 11.4 , 0.0 , 0.0 , 29.5 , 70.5 , 0.0 , 4.5 , 0.0 , 22.7 , 86.4 , 0.0 , 13.6 , 72.7 , 40.9 ,D,2013,1
University of California at Los Angeles Medical Center (CAUC) , CAUC , TX1 , 2014/03/20 , Lung , 0.0 , 0.0 , 0.0 , 8.3 , 8.3 , 43.3 , 0.0 , 8.3 , 46.7 , 8.3 , 36.7 , 21.7 , 28.3 , 41.7 , 8.3 , 0.0 , 0.0 , 45.0 , 55.0 , 0.0 , 8.3 , 0.0 , 5.0 , 95.0 , 0.0 , 5.0 , 86.7 , 40.0 ,D,2013,1
Keck Hospital of USC (CAUH) , CAUH , TX1 , 2014/03/20 , Lung , 0.0 , 0.0 , 0.0 , 25.0 , 0.0 , 0.0 , 0.0 , 25.0 , 0.0 , 25.0 , 50.0 , 0.0 , 75.0 , 25.0 , 0.0 , 0.0 , 0.0 , 25.0 , 75.0 , 0.0 , 25.0 , 0.0 , 25.0 , 100.0 , 0.0 , 0.0 , 50.0 , 75.0 ,D,2013,1
University of Colorado Hospital/Health Science Center (COUC) , COUC , TX1 , 2014/03/20 , Lung , 0.0 , 3.7 , 0.0 , 3.7 , 11.1 , 14.8 , 0.0 , 3.7 , 37.0 , 11.1 , 48.1 , 22.2 , 44.4 , 25.9 , 7.4 , 0.0 , 0.0 , 33.3 , 66.7 , 0.0 , 0.0 , 0.0 , 3.7 , 100.0 , 0.0 , 0.0 , 96.3 , 66.7 ,D,2013,1
Jackson Memorial Hospital University of Miami School of Medicine (FLJM) , FLJM , TX1 , 2014/03/20 , Lung , 0.0 , 0.0 , 0.0 , 16.7 , 33.3 , 33.3 , 0.0 , 0.0 , 33.3 , 16.7 , 50.0 , 33.3 , 16.7 , 33.3 , 16.7 , 0.0 , 0.0 , 50.0 , 50.0 , 0.0 , 16.7 , 0.0 , 0.0 , 83.3 , 0.0 , 16.7 , 83.3 , 16.7 ,D,2013,1
Mayo Clinic Florida (FLSL) , FLSL , TX1 , 2014/03/20 , Lung , 0.0 , 0.0 , 0.0 , 10.6 , 10.6 , 36.2 , 0.0 , 10.6 , 38.3 , 12.8 , 38.3 , 14.9 , 29.8 , 48.9 , 4.3 , 2.1 , 0.0 , 38.3 , 61.7 , 0.0 , 25.5 , 0.0 , 0.0 , 87.2 , 0.0 , 12.8 , 74.5 , 42.6 ,D,2013,1
Tampa General Hospital (FLTG) , FLTG , TX1 , 2014/03/20 , Lung , 0.0 , 0.0 , 0.0 , 7.1 , 7.1 , 40.5 , 0.0 , 2.4 , 40.5 , 14.3 , 42.9 , 11.9 , 50.0 , 28.6 , 9.5 , 0.0 , 0.0 , 40.5 , 59.5 , 0.0 , 7.1 , 0.0 , 2.4 , 95.2 , 0.0 , 4.8 , 90.5 , 45.2 ,D,2013,1
Shands Hospital at The University of Florida (FLUF) , FLUF , TX1 , 2014/03/20 , Lung , 0.0 , 0.0 , 0.0 , 5.9 , 17.6 , 23.5 , 0.0 , 0.0 , 29.4 , 14.7 , 55.9 , 26.5 , 26.5 , 38.2 , 8.8 , 0.0 , 0.0 , 41.2 , 58.8 , 0.0 , 26.5 , 0.0 , 0.0 , 82.4 , 0.0 , 17.6 , 73.5 , 52.9 ,D,2013,1
Emory University Hospital (GAEM) , GAEM , TX1 , 2014/03/20 , Lung , 0.0 , 0.0 , 0.0 , 8.8 , 11.8 , 38.2 , 0.0 , 0.0 , 29.4 , 8.8 , 61.8 , 20.6 , 20.6 , 50.0 , 8.8 , 0.0 , 0.0 , 41.2 , 58.8 , 0.0 , 2.9 , 0.0 , 14.7 , 97.1 , 0.0 , 2.9 , 82.4 , 41.2 ,D,2013,1
University of Iowa Hospitals and Clinics (IAIV) , IAIV , TX1 , 2014/03/20 , Lung , 0.0 , 0.0 , 0.0 , 20.0 , 13.3 , 20.0 , 0.0 , 0.0 , 73.3 , 0.0 , 26.7 , 33.3 , 60.0 , 6.7 , 0.0 , 0.0 , 0.0 , 6.7 , 93.3 , 0.0 , 20.0 , 0.0 , 13.3 , 93.3 , 0.0 , 6.7 , 66.7 , 46.7 ,D,2013,1
Loyola University Medical Center (ILLU) , ILLU , TX1 , 2014/03/20 , Lung , 0.0 , 0.0 , 0.0 , 15.6 , 12.5 , 25.0 , 0.0 , 3.1 , 46.9 , 6.3 , 43.8 , 31.3 , 25.0 , 37.5 , 6.3 , 0.0 , 0.0 , 53.1 , 46.9 , 0.0 , 12.5 , 0.0 , 9.4 , 96.9 , 0.0 , 3.1 , 78.1 , 46.9 ,D,2013,1
University of Chicago Medical Center (ILUC) , ILUC , TX1 , 2014/03/20 , Lung , 0.0 , 0.0 , 0.0 , 0.0 , 12.5 , 0.0 , 0.0 , 0.0 , 37.5 , 12.5 , 50.0 , 0.0 , 25.0 , 50.0 , 25.0 , 0.0 , 0.0 , 87.5 , 12.5 , 0.0 , 12.5 , 0.0 , 12.5 , 87.5 , 0.0 , 12.5 , 75.0 , 87.5 ,D,2013,1
Indiana University Health (INIM) , INIM , TX1 , 2014/03/20 , Lung , 0.0 , 0.0 , 0.0 , 0.0 , 13.7 , 35.3 , 0.0 , 3.9 , 43.1 , 5.9 , 47.1 , 11.8 , 33.3 , 43.1 , 11.8 , 0.0 , 0.0 , 37.3 , 62.7 , 0.0 , 9.8 , 0.0 , 0.0 , 98.0 , 0.0 , 2.0 , 90.2 , 51.0 ,D,2013,1
Jewish Hospital (KYJH) , KYJH , TX1 , 2014/03/20 , Lung , 0.0 , 0.0 , 0.0 , 0.0 , 13.3 , 6.7 , 0.0 , 0.0 , 40.0 , 6.7 , 53.3 , 40.0 , 6.7 , 33.3 , 20.0 , 0.0 , 0.0 , 46.7 , 53.3 , 0.0 , 13.3 , 0.0 , 6.7 , 100.0 , 0.0 , 0.0 , 80.0 , 80.0 ,D,2013,1
University of Kentucky Medical Center (KYUK) , KYUK , TX1 , 2014/03/20 , Lung , 0.0 , 4.3 , 0.0 , 13.0 , 13.0 , 13.0 , 0.0 , 0.0 , 56.5 , 13.0 , 30.4 , 34.8 , 39.1 , 21.7 , 4.3 , 0.0 , 0.0 , 21.7 , 78.3 , 0.0 , 21.7 , 0.0 , 17.4 , 100.0 , 0.0 , 0.0 , 60.9 , 56.5 ,D,2013,1
Ochsner Foundation Hospital (LAOF) , LAOF , TX1 , 2014/03/20 , Lung , 0.0 , 0.0 , 0.0 , 21.7 , 8.7 , 26.1 , 0.0 , 8.7 , 34.8 , 8.7 , 47.8 , 26.1 , 34.8 , 26.1 , 13.0 , 0.0 , 0.0 , 47.8 , 52.2 , 0.0 , 0.0 , 0.0 , 13.0 , 100.0 , 0.0 , 0.0 , 87.0 , 43.5 ,D,2013,1
Massachusetts General Hospital (MAMG) , MAMG , TX1 , 2014/03/20 , Lung , 0.0 , 0.0 , 0.0 , 16.7 , 25.0 , 25.0 , 0.0 , 8.3 , 58.3 , 16.7 , 16.7 , 16.7 , 25.0 , 41.7 , 16.7 , 0.0 , 0.0 , 16.7 , 83.3 , 0.0 , 16.7 , 0.0 , 8.3 , 100.0 , 0.0 , 0.0 , 75.0 , 33.3 ,D,2013,1
Brigham and Women's Hospital (MAPB) , MAPB , TX1 , 2014/03/20 , Lung , 0.0 , 0.0 , 0.0 , 8.3 , 8.3 , 33.3 , 0.0 , 0.0 , 37.5 , 12.5 , 50.0 , 37.5 , 12.5 , 33.3 , 16.7 , 0.0 , 0.0 , 41.7 , 58.3 , 0.0 , 0.0 , 0.0 , 16.7 , 100.0 , 0.0 , 0.0 , 83.3 , 50.0 ,D,2013,1
Johns Hopkins Hospital (MDJH) , MDJH , TX1 , 2014/03/20 , Lung , 0.0 , 0.0 , 0.0 , 20.0 , 20.0 , 13.3 , 0.0 , 3.3 , 43.3 , 10.0 , 43.3 , 33.3 , 20.0 , 36.7 , 10.0 , 0.0 , 0.0 , 56.7 , 43.3 , 0.0 , 10.0 , 0.0 , 10.0 , 96.7 , 0.0 , 3.3 , 80.0 , 46.7 ,D,2013,1
University of Maryland Medical System (MDUM) , MDUM , TX1 , 2014/03/20 , Lung , 0.0 , 3.8 , 0.0 , 7.7 , 3.8 , 42.3 , 0.0 , 0.0 , 65.4 , 7.7 , 26.9 , 15.4 , 34.6 , 30.8 , 19.2 , 0.0 , 0.0 , 26.9 , 73.1 , 0.0 , 15.4 , 0.0 , 42.3 , 96.2 , 0.0 , 3.8 , 42.3 , 42.3 ,D,2013,1
Henry Ford Hospital (MIHF) , MIHF , TX1 , 2014/03/20 , Lung , 0.0 , 0.0 , 0.0 , 20.0 , 20.0 , 10.0 , 0.0 , 0.0 , 50.0 , 20.0 , 30.0 , 30.0 , 30.0 , 20.0 , 20.0 , 0.0 , 0.0 , 40.0 , 60.0 , 0.0 , 30.0 , 0.0 , 0.0 , 100.0 , 0.0 , 0.0 , 70.0 , 50.0 ,D,2013,1
University of Michigan Medical Center (MIUM) , MIUM , TX1 , 2014/03/20 , Lung , 0.0 , 0.0 , 0.0 , 20.8 , 8.3 , 0.0 , 0.0 , 0.0 , 29.2 , 12.5 , 58.3 , 20.8 , 29.2 , 33.3 , 16.7 , 0.0 , 0.0 , 25.0 , 75.0 , 0.0 , 4.2 , 0.0 , 12.5 , 95.8 , 0.0 , 4.2 , 83.3 , 70.8 ,D,2013,1
Saint Marys Hospital (Mayo Clinic) (MNSM) , MNSM , TX1 , 2014/03/20 , Lung , 0.0 , 0.0 , 0.0 , 10.0 , 20.0 , 40.0 , 0.0 , 0.0 , 40.0 , 10.0 , 50.0 , 10.0 , 40.0 , 50.0 , 0.0 , 0.0 , 0.0 , 50.0 , 50.0 , 0.0 , 30.0 , 0.0 , 0.0 , 90.0 , 0.0 , 10.0 , 70.0 , 30.0 ,D,2013,1
"University of Minnesota Medical Center, Fairview (MNUM) ", MNUM , TX1 , 2014/03/20 , Lung , 0.0 , 0.0 , 0.0 , 13.0 , 8.7 , 4.3 , 0.0 , 4.3 , 52.2 , 8.7 , 34.8 , 30.4 , 43.5 , 21.7 , 4.3 , 0.0 , 0.0 , 52.2 , 47.8 , 0.0 , 17.4 , 0.0 , 21.7 , 100.0 , 0.0 , 0.0 , 60.9 , 73.9 ,D,2013,1
Barnes-Jewish Hospital (MOBH) , MOBH , TX1 , 2014/03/20 , Lung , 0.0 , 0.0 , 0.0 , 14.7 , 14.7 , 32.4 , 0.0 , 1.5 , 45.6 , 8.8 , 44.1 , 27.9 , 36.8 , 30.9 , 4.4 , 0.0 , 0.0 , 41.2 , 58.8 , 0.0 , 11.8 , 0.0 , 4.4 , 94.1 , 0.0 , 5.9 , 83.8 , 38.2 ,D,2013,1
St. Louis Children's Hospital (MOCH) , MOCH , TX1 , 2014/03/20 , Lung , 30.8 , 38.5 , 30.8 , 0.0 , 0.0 , 0.0 , 0.0 , 0.0 , 53.8 , 0.0 , 46.2 , 84.6 , 7.7 , 0.0 , 0.0 , 7.7 , 0.0 , 69.2 , 30.8 , 0.0 , 23.1 , 0.0 , 7.7 , 100.0 , 0.0 , 0.0 , 69.2 , 0.0 ,D,2013,1
Duke University Hospital (NCDU) , NCDU , TX1 , 2014/03/20 , Lung , 0.0 , 0.0 , 0.0 , 8.1 , 6.5 , 46.3 , 0.0 , 1.6 , 39.0 , 19.5 , 39.8 , 19.5 , 51.2 , 29.3 , 0.0 , 0.0 , 0.0 , 38.2 , 61.8 , 0.0 , 2.4 , 0.0 , 4.1 , 87.0 , 0.0 , 13.0 , 93.5 , 39.0 ,D,2013,1
University of North Carolina Hospitals (NCMH) , NCMH , TX1 , 2014/03/20 , Lung , 0.0 , 10.0 , 0.0 , 30.0 , 20.0 , 10.0 , 0.0 , 0.0 , 60.0 , 0.0 , 40.0 , 50.0 , 0.0 , 30.0 , 20.0 , 0.0 , 0.0 , 40.0 , 60.0 , 0.0 , 10.0 , 0.0 , 0.0 , 90.0 , 0.0 , 10.0 , 90.0 , 30.0 ,D,2013,1
Newark Beth Israel Medical Center (NJBI) , NJBI , TX1 , 2014/03/20 , Lung , 0.0 , 0.0 , 0.0 , 25.0 , 0.0 , 33.3 , 0.0 , 16.7 , 41.7 , 8.3 , 33.3 , 33.3 , 25.0 , 41.7 , 0.0 , 0.0 , 0.0 , 33.3 , 66.7 , 0.0 , 16.7 , 0.0 , 0.0 , 91.7 , 0.0 , 8.3 , 83.3 , 41.7 ,D,2013,1
NY Presbyterian Hospital/Columbia Univ. Medical Center (NYCP) , NYCP , TX1 , 2014/03/20 , Lung , 0.0 , 1.5 , 0.0 , 16.7 , 12.1 , 22.7 , 0.0 , 3.0 , 39.4 , 19.7 , 37.9 , 24.2 , 33.3 , 39.4 , 3.0 , 0.0 , 0.0 , 45.5 , 54.5 , 0.0 , 12.1 , 0.0 , 4.5 , 93.9 , 0.0 , 6.1 , 83.3 , 47.0 ,D,2013,1
The Cleveland Clinic Foundation (OHCC) , OHCC , TX1 , 2014/03/20 , Lung , 0.0 , 0.0 , 0.0 , 8.1 , 8.1 , 26.1 , 0.0 , 3.6 , 42.3 , 9.9 , 44.1 , 16.2 , 23.4 , 49.5 , 10.8 , 0.0 , 0.0 , 34.2 , 65.8 , 0.0 , 15.3 , 0.0 , 11.7 , 99.1 , 0.0 , 0.9 , 73.0 , 57.7 ,D,2013,1
Nationwide Children's Hospital (OHCH) , OHCH , TX1 , 2014/03/20 , Lung , 0.0 , 50.0 , 0.0 , 0.0 , 50.0 , 0.0 , 0.0 , 0.0 , 50.0 , 0.0 , 50.0 , 50.0 , 50.0 , 0.0 , 0.0 , 0.0 , 0.0 , 50.0 , 50.0 , 0.0 , 50.0 , 0.0 , 0.0 , 100.0 , 0.0 , 0.0 , 50.0 , 0.0 ,D,2013,1
University Hospitals of Cleveland (OHUH) , OHUH , TX1 , 2014/03/20 , Lung , 0.0 , 0.0 , 0.0 , 33.3 , 0.0 , 33.3 , 0.0 , 0.0 , 66.7 , 0.0 , 33.3 , 0.0 , 66.7 , 33.3 , 0.0 , 0.0 , 0.0 , 0.0 , 100.0 , 0.0 , 0.0 , 0.0 , 66.7 , 100.0 , 0.0 , 0.0 , 33.3 , 33.3 ,D,2013,1
Integris Baptist Medical Center (OKBC) , OKBC , TX1 , 2014/03/20 , Lung , 0.0 , 0.0 , 0.0 , 11.1 , 11.1 , 0.0 , 0.0 , 11.1 , 55.6 , 0.0 , 33.3 , 16.7 , 44.4 , 27.8 , 11.1 , 0.0 , 0.0 , 44.4 , 55.6 , 0.0 , 0.0 , 0.0 , 11.1 , 100.0 , 0.0 , 0.0 , 88.9 , 77.8 ,D,2013,1
Children's Hospital of Pittsburgh of UPMC (PACH) , PACH , TX1 , 2014/03/20 , Lung , 50.0 , 50.0 , 0.0 , 0.0 , 0.0 , 0.0 , 0.0 , 0.0 , 50.0 , 0.0 , 50.0 , 100.0 , 0.0 , 0.0 , 0.0 , 0.0 , 0.0 , 50.0 , 50.0 , 0.0 , 0.0 , 0.0 , 0.0 , 100.0 , 0.0 , 0.0 , 100.0 , 0.0 ,D,2013,1
Children's Hospital of Philadelphia (PACP) , PACP , TX1 , 2014/03/20 , Lung , 0.0 , 50.0 , 0.0 , 50.0 , 0.0 , 0.0 , 0.0 , 0.0 , 0.0 , 100.0 , 0.0 , 50.0 , 0.0 , 50.0 , 0.0 , 0.0 , 0.0 , 100.0 , 0.0 , 0.0 , 0.0 , 0.0 , 50.0 , 50.0 , 0.0 , 50.0 , 50.0 , 0.0 ,D,2013,1
University of Pittsburgh Medical Center (PAPT) , PAPT , TX1 , 2014/03/20 , Lung , 0.0 , 0.9 , 0.0 , 12.7 , 9.1 , 32.7 , 0.0 , 3.6 , 42.7 , 11.8 , 41.8 , 20.9 , 27.3 , 39.1 , 12.7 , 0.0 , 0.0 , 40.0 , 60.0 , 0.0 , 12.7 , 0.0 , 15.5 , 98.2 , 0.0 , 1.8 , 71.8 , 44.5 ,D,2013,1
Temple University Hospital (PATU) , PATU , TX1 , 2014/03/20 , Lung , 0.0 , 0.0 , 0.0 , 0.0 , 14.3 , 57.1 , 0.0 , 0.0 , 57.1 , 28.6 , 14.3 , 14.3 , 14.3 , 14.3 , 57.1 , 0.0 , 0.0 , 57.1 , 42.9 , 0.0 , 14.3 , 0.0 , 14.3 , 100.0 , 0.0 , 0.0 , 71.4 , 28.6 ,D,2013,1
Hospital of the University of Pennsylvania (PAUP) , PAUP , TX1 , 2014/03/20 , Lung , 0.0 , 0.0 , 0.0 , 5.9 , 5.9 , 21.6 , 0.0 , 5.9 , 33.3 , 13.7 , 47.1 , 15.7 , 21.6 , 45.1 , 17.6 , 0.0 , 0.0 , 54.9 , 45.1 , 0.0 , 2.0 , 0.0 , 5.9 , 94.1 , 0.0 , 5.9 , 92.2 , 66.7 ,D,2013,1
Medical University of South Carolina (SCMU) , SCMU , TX1 , 2014/03/20 , Lung , 0.0 , 0.0 , 0.0 , 0.0 , 33.3 , 0.0 , 0.0 , 33.3 , 33.3 , 33.3 , 0.0 , 66.7 , 0.0 , 33.3 , 0.0 , 0.0 , 0.0 , 0.0 , 100.0 , 0.0 , 0.0 , 0.0 , 33.3 , 100.0 , 0.0 , 0.0 , 66.7 , 66.7 ,D,2013,1
Baptist Memorial Hospital (TNBM) , TNBM , TX1 , 2014/03/20 , Lung , 0.0 , 0.0 , 0.0 , 0.0 , 0.0 , 0.0 , 0.0 , 0.0 , 100.0 , 0.0 , 0.0 , 0.0 , 0.0 , 100.0 , 0.0 , 0.0 , 0.0 , 0.0 , 100.0 , 0.0 , 0.0 , 0.0 , 0.0 , 100.0 , 0.0 , 0.0 , 100.0 , 100.0 ,D,2013,1
Vanderbilt University Medical Center (TNVU) , TNVU , TX1 , 2014/03/20 , Lung , 0.0 , 0.0 , 0.0 , 26.3 , 21.1 , 0.0 , 0.0 , 0.0 , 31.6 , 5.3 , 63.2 , 31.6 , 10.5 , 57.9 , 0.0 , 0.0 , 0.0 , 36.8 , 63.2 , 0.0 , 0.0 , 0.0 , 5.3 , 100.0 , 0.0 , 0.0 , 94.7 , 52.6 ,D,2013,1
"University Hospital, University of Texas Health Science Center (TXBC) ", TXBC , TX1 , 2014/03/20 , Lung , 0.0 , 0.0 , 0.0 , 11.1 , 3.7 , 29.6 , 0.0 , 0.0 , 44.4 , 22.2 , 33.3 , 11.1 , 40.7 , 40.7 , 7.4 , 0.0 , 0.0 , 40.7 , 59.3 , 0.0 , 7.4 , 0.0 , 0.0 , 92.6 , 0.0 , 7.4 , 92.6 , 55.6 ,D,2013,1
St Luke's Medical Center (TXHI) , TXHI , TX1 , 2014/03/20 , Lung , 0.0 , 0.0 , 0.0 , 0.0 , 50.0 , 0.0 , 0.0 , 0.0 , 50.0 , 0.0 , 50.0 , 0.0 , 50.0 , 0.0 , 50.0 , 0.0 , 0.0 , 0.0 , 100.0 , 0.0 , 0.0 , 0.0 , 0.0 , 100.0 , 0.0 , 0.0 , 100.0 , 50.0 ,D,2013,1
University of Texas Medical Branch at Galveston (TXJS) , TXJS , TX1 , 2014/03/20 , Lung , 0.0 , 0.0 , 0.0 , 0.0 , 12.5 , 50.0 , 0.0 , 0.0 , 62.5 , 0.0 , 37.5 , 0.0 , 75.0 , 25.0 , 0.0 , 0.0 , 0.0 , 50.0 , 50.0 , 0.0 , 12.5 , 0.0 , 0.0 , 100.0 , 0.0 , 0.0 , 87.5 , 37.5 ,D,2013,1
The Methodist Hospital (TXMH) , TXMH , TX1 , 2014/03/20 , Lung , 0.0 , 0.0 , 0.0 , 7.8 , 11.3 , 33.3 , 0.0 , 2.8 , 41.8 , 7.8 , 47.5 , 18.4 , 24.8 , 35.5 , 21.3 , 0.0 , 0.0 , 36.9 , 63.1 , 0.0 , 11.3 , 0.0 , 10.6 , 93.6 , 0.0 , 6.4 , 78.0 , 47.5 ,D,2013,1
University Hospital - St. Paul (TXSP) , TXSP , TX1 , 2014/03/20 , Lung , 0.0 , 1.7 , 0.0 , 3.4 , 20.7 , 37.9 , 0.0 , 3.4 , 31.0 , 17.2 , 48.3 , 17.2 , 24.1 , 43.1 , 15.5 , 0.0 , 0.0 , 43.1 , 56.9 , 0.0 , 6.9 , 0.0 , 10.3 , 100.0 , 0.0 , 0.0 , 82.8 , 36.2 ,D,2013,1
Texas Children's Hospital (TXTC) , TXTC , TX1 , 2014/03/20 , Lung , 23.1 , 46.2 , 23.1 , 7.7 , 0.0 , 0.0 , 0.0 , 7.7 , 38.5 , 15.4 , 38.5 , 84.6 , 15.4 , 0.0 , 0.0 , 0.0 , 0.0 , 61.5 , 38.5 , 0.0 , 0.0 , 0.0 , 38.5 , 92.3 , 0.0 , 7.7 , 61.5 , 0.0 ,D,2013,1
Baylor University Medical Center (TXTX) , TXTX , TX1 , 2014/03/20 , Lung , 0.0 , 0.0 , 0.0 , 4.2 , 16.7 , 37.5 , 0.0 , 4.2 , 29.2 , 4.2 , 62.5 , 25.0 , 41.7 , 29.2 , 4.2 , 0.0 , 0.0 , 45.8 , 54.2 , 0.0 , 0.0 , 0.0 , 12.5 , 100.0 , 0.0 , 0.0 , 87.5 , 41.7 ,D,2013,1
University of Utah Medical Center (UTMC) , UTMC , TX1 , 2014/03/20 , Lung , 0.0 , 0.0 , 0.0 , 0.0 , 11.1 , 11.1 , 0.0 , 11.1 , 66.7 , 11.1 , 11.1 , 11.1 , 55.6 , 22.2 , 11.1 , 0.0 , 0.0 , 44.4 , 55.6 , 0.0 , 0.0 , 0.0 , 0.0 , 100.0 , 0.0 , 0.0 , 100.0 , 77.8 ,D,2013,1
Inova Fairfax Hospital (VAFH) , VAFH , TX1 , 2014/03/20 , Lung , 0.0 , 0.0 , 0.0 , 9.1 , 40.9 , 18.2 , 0.0 , 4.5 , 27.3 , 18.2 , 50.0 , 36.4 , 31.8 , 22.7 , 9.1 , 0.0 , 0.0 , 54.5 , 45.5 , 0.0 , 9.1 , 0.0 , 13.6 , 90.9 , 0.0 , 9.1 , 77.3 , 31.8 ,D,2013,1
University of Virginia Health Sciences Center (VAUV) , VAUV , TX1 , 2014/03/20 , Lung , 0.0 , 0.0 , 0.0 , 11.1 , 11.1 , 5.6 , 0.0 , 0.0 , 50.0 , 11.1 , 38.9 , 16.7 , 22.2 , 44.4 , 16.7 , 0.0 , 0.0 , 50.0 , 50.0 , 0.0 , 5.6 , 0.0 , 5.6 , 94.4 , 0.0 , 5.6 , 88.9 , 72.2 ,D,2013,1
University of Washington Medical Center (WAUW) , WAUW , TX1 , 2014/03/20 , Lung , 0.0 , 2.2 , 0.0 , 15.2 , 4.3 , 21.7 , 0.0 , 0.0 , 50.0 , 8.7 , 41.3 , 26.1 , 23.9 , 50.0 , 0.0 , 0.0 , 0.0 , 37.0 , 63.0 , 0.0 , 0.0 , 0.0 , 2.2 , 97.8 , 0.0 , 2.2 , 97.8 , 56.5 ,D,2013,1
