,ENTIRE_NAME,CTR_CD,CTR_TY,RELEASE_DATE,ORG,RCC_A10_C,RCC_A17_C,RCC_A2_C,RCC_A34_C,RCC_A49_C,RCC_A64_C,RCC_BAB_C,RCC_BA_C,RCC_BB_C,RCC_BO_C,RCC_BMI20_C,RCC_BMI25_C,RCC_BMI30_C,RCC_BMINR_C,RCC_BU_C,RCC_GF_C,RCC_GM_C,RCC_GU_C,RCC_ICU_C,RCC_HOSPNR_C,RCC_HOSP_C,RCC_PTXN_C,RCC_PTXU_C,RCC_PTXY_C,RCC_NOTHOSP_C,RCC_TST1_C,RCC_TST1_R,RCC_TST1A_C,RCC_TST1A_R,RCC_TST1B_C,RCC_TST2_C,RCC_TST2_R,RCC_TST2A_C,RCC_TST2A_R,RCC_TST2B_C,RCC_TST2B_R,RCC_TST3_C,RCC_TST3_R,RCC_ME11_C,RCC_ME11_R,RCC_ME15_C,RCC_ME15_R,RCC_ME21_C,RCC_ME21_R,RCC_ME31_C,RCC_ME31_R,RCC_ME6_C,RCC_ME6_R,RCC_PE6_C,RCC_PE6_R,RCC_PE11_C,RCC_PE11_R,RCC_PE15_C,RCC_PE15_R,RCC_PE21_C,RCC_PE21_R,RCC_PE31_C,RCC_PE31_R,RCC_TINA_C,RCC_TINA_R,RCC_N_C,D_OR_L,YEAR,MONTH,RCC_A65P_C,RCC_AU_C,RCC_BMI31P_C, RCC_TST1B_R
42,University of Mississippi Medical Center (MSUM),MSUM,TX1,2021-01-04 18:00:00,LI,0,0,0,6.6666666667,15.555555556,60,6.6666666667,26.666666667,17.777777778,48.888888889,11.111111111,13.333333333,37.777777778,2.2222222222,0,48.888888889,51.111111111,0,2.2222222222,0,24.444444444,93.333333333,0,6.6666666667,73.333333333,0,0,0,1.401179941,0,-,-,0,0,0,0,0,0,2.2222222222,6.784660767,44.444444444,19.247787611,17.777777778,36.946902655,26.666666667,17.404129794,4.4444444444,9.808259587,0,0.7374631268,0,0.1474926254,0,0.2949852507,0,0.6637168142,0,0.1474926254,0,0,45,D,2020,November,,,,
43,Auxilio Mutuo Hospital (PRSJ),PRSJ,TX1,2021-01-04 18:00:00,LI,0,0,0,25.714285714,22.857142857,34.285714286,0,37.142857143,5.7142857143,57.142857143,14.285714286,22.857142857,34.285714286,0,0,42.857142857,57.142857143,0,8.5714285714,0,11.428571429,100,0,0,80,0,0,2.8571428571,1.401179941,0,-,-,0,0,0,0,0,0,14.285714286,6.784660767,34.285714286,19.247787611,28.571428571,36.946902655,2.8571428571,17.404129794,14.285714286,9.808259587,0,0.7374631268,0,0.1474926254,0,0.2949852507,0,0.6637168142,0,0.1474926254,0,0,35,D,2020,November,,,,
44,Integris Baptist Medical Center (OKBC),OKBC,TX1,2021-01-04 18:00:00,LI,0,0,0,3.0303030303,15.151515152,53.03030303,3.0303030303,39.393939394,18.181818182,39.393939394,9.0909090909,19.696969697,36.363636364,0,0,46.96969697,53.03030303,0,12.121212121,0,30.303030303,100,0,0,57.575757576,0,0,3.0303030303,2.2629310345,0,-,-,0,0,0,0,0,0,9.0909090909,6.7887931034,15.151515152,15.948275862,33.333333333,29.094827586,27.272727273,21.767241379,6.0606060606,12.068965517,0,2.1551724138,0,0.5387931034,0,0.2155172414,0,0.2155172414,0,0.5387931034,0,0,66,D,2020,November,,,,
45,OU Medical Center (OKMD),OKMD,TX1,2021-01-04 18:00:00,LI,0,33.333333333,0,0,33.333333333,0,0,66.666666667,0,33.333333333,33.333333333,0,66.666666667,0,0,33.333333333,66.666666667,0,33.333333333,0,33.333333333,100,0,0,33.333333333,0,0,33.333333333,2.2629310345,0,-,-,0,0,0,0,0,0,33.333333333,6.7887931034,0,15.948275862,0,29.094827586,0,21.767241379,0,12.068965517,0,2.1551724138,0,0.5387931034,0,0.2155172414,0,0.2155172414,0,0.5387931034,0,0,3,D,2020,November,,,,
46,Baylor  Scott and White All Saints Medical Center-Fort Worth (TXAS),TXAS,TX1,2021-01-04 18:00:00,LI,0,0,0,0,19.565217391,60.869565217,4.347826087,32.608695652,13.043478261,50,13.043478261,28.260869565,34.782608696,0,0,36.956521739,63.043478261,0,2.1739130435,0,4.347826087,97.826086957,0,2.1739130435,93.47826087,0,0,0,2.2629310345,0,-,-,0,0,0,0,0,0,4.347826087,6.7887931034,28.260869565,15.948275862,39.130434783,29.094827586,13.043478261,21.767241379,10.869565217,12.068965517,0,2.1551724138,0,0.5387931034,0,0.2155172414,0,0.2155172414,0,0.5387931034,0,0,46,D,2020,November,,,,
47,"University Hospital, University of Texas Health Science Center (TXBC)",TXBC,TX1,2021-01-04 18:00:00,LI,0,0,0,6.4102564103,15.384615385,55.128205128,1.2820512821,30.769230769,20.512820513,47.435897436,7.6923076923,30.769230769,25.641025641,0,0,34.615384615,65.384615385,0,10.256410256,0,32.051282051,92.307692308,0,7.6923076923,57.692307692,0,0,3.8461538462,2.2629310345,0,-,-,0,0,0,0,0,0,11.538461538,6.7887931034,10.256410256,15.948275862,25.641025641,29.094827586,21.794871795,21.767241379,17.948717949,12.068965517,0,2.1551724138,0,0.5387931034,0,0.2155172414,0,0.2155172414,0,0.5387931034,0,0,78,D,2020,November,,,,
48,Children's Medical Center of Dallas (TXCM),TXCM,TX1,2021-01-04 18:00:00,LI,58.333333333,8.3333333333,33.333333333,0,0,0,8.3333333333,8.3333333333,25,58.333333333,75,8.3333333333,0,16.666666667,0,41.666666667,58.333333333,0,16.666666667,0,25,100,0,0,58.333333333,0,0,8.3333333333,2.2629310345,33.333333333,-,-,0,0,0,0,0,0,0,6.7887931034,0,15.948275862,0,29.094827586,0,21.767241379,0,12.068965517,16.666666667,2.1551724138,0,0.5387931034,0,0.2155172414,8.3333333333,0.2155172414,33.333333333,0.5387931034,0,0,12,D,2020,November,,,,
49,"Memorial Hermann Hospital, University of Texas at Houston (TXHH)",TXHH,TX1,2021-01-04 18:00:00,LI,11.764705882,2.9411764706,2.9411764706,5.8823529412,17.647058824,50,0,29.411764706,11.764705882,58.823529412,20.588235294,8.8235294118,32.352941176,0,0,50,50,0,17.647058824,0,14.705882353,91.176470588,0,8.8235294118,67.647058824,0,0,8.8235294118,2.2629310345,0,-,-,0,0,0,0,0,0,2.9411764706,6.7887931034,26.470588235,15.948275862,26.470588235,29.094827586,5.8823529412,21.767241379,5.8823529412,12.068965517,11.764705882,2.1551724138,2.9411764706,0.5387931034,0,0.2155172414,0,0.2155172414,0,0.5387931034,0,0,34,D,2020,November,,,,
50,CHI St. Luke's Health Baylor College of Medicine Medical Center (TXHI),TXHI,TX1,2021-01-04 18:00:00,LI,0,0,0,6.5217391304,26.086956522,46.739130435,4.347826087,29.347826087,9.7826086957,56.52173913,6.5217391304,27.173913043,39.130434783,0,0,38.043478261,61.956521739,0,13.043478261,0,30.434782609,100,0,0,56.52173913,0,0,1.0869565217,2.2629310345,0,-,-,0,0,0,0,0,0,8.6956521739,6.7887931034,11.956521739,15.948275862,20.652173913,29.094827586,33.695652174,21.767241379,14.130434783,12.068965517,0,2.1551724138,0,0.5387931034,0,0.2155172414,0,0.2155172414,0,0.5387931034,0,0,92,D,2020,November,,,,
51,Methodist Specialty and Transplant Hospital (TXHS),TXHS,TX1,2021-01-04 18:00:00,LI,0,0,0,3.0769230769,23.076923077,50.769230769,3.0769230769,27.692307692,10.769230769,58.461538462,7.6923076923,20,40,0,0,32.307692308,67.692307692,0,16.923076923,0,56.923076923,93.846153846,0,6.1538461538,26.153846154,0,0,4.6153846154,2.2629310345,0,-,-,0,0,0,0,0,0,3.0769230769,6.7887931034,7.6923076923,15.948275862,24.615384615,29.094827586,36.923076923,21.767241379,16.923076923,12.068965517,0,2.1551724138,0,0.5387931034,0,0.2155172414,0,0.2155172414,0,0.5387931034,0,0,65,D,2020,November,,,,
52,University of Texas Medical Branch at Galveston (TXJS),TXJS,TX1,2021-01-04 18:00:00,LI,0,0,0,10,25,40,10,30,10,50,5,30,25,0,0,50,50,0,15,0,10,100,0,0,75,0,0,0,2.2629310345,0,-,-,0,0,0,0,0,0,5,6.7887931034,10,15.948275862,45,29.094827586,30,21.767241379,10,12.068965517,0,2.1551724138,0,0.5387931034,0,0.2155172414,0,0.2155172414,0,0.5387931034,0,0,20,D,2020,November,,,,
53,Methodist Dallas Medical Center (TXMC),TXMC,TX1,2021-01-04 18:00:00,LI,0,0,0,3.0612244898,11.224489796,55.102040816,6.1224489796,41.836734694,13.265306122,38.775510204,4.0816326531,28.571428571,30.612244898,5.1020408163,0,44.897959184,55.102040816,0,4.0816326531,0,21.428571429,96.93877551,0,3.0612244898,74.489795918,0,0,1.0204081633,2.2629310345,0,-,-,0,0,0,0,0,0,4.0816326531,6.7887931034,28.571428571,15.948275862,36.734693878,29.094827586,16.326530612,21.767241379,10.204081633,12.068965517,0,2.1551724138,0,0.5387931034,0,0.2155172414,0,0.2155172414,0,0.5387931034,0,0,98,D,2020,November,,,,
54,Houston Methodist Hospital (TXMH),TXMH,TX1,2021-01-04 18:00:00,LI,0,0,0,5.7324840764,17.834394904,47.133757962,5.7324840764,30.573248408,15.923566879,47.770700637,7.0063694268,23.566878981,31.210191083,7.0063694268,0,38.853503185,61.146496815,0,46.496815287,0,17.834394904,94.267515924,0,5.7324840764,35.668789809,0,0,1.2738853503,2.2629310345,0,-,-,0,0,0,0,0,0,10.828025478,6.7887931034,12.101910828,15.948275862,21.01910828,29.094827586,30.573248408,21.767241379,10.828025478,12.068965517,0,2.1551724138,0,0.5387931034,0,0.2155172414,0,0.2155172414,0,0.5387931034,0,0,157,D,2020,November,,,,
55,UT Southwestern Medical Center/ (TXSP),TXSP,TX1,2021-01-04 18:00:00,LI,0,0,0,4.8780487805,21.138211382,43.089430894,5.6910569106,38.211382114,9.756097561,46.341463415,9.756097561,32.520325203,24.390243902,0,0,36.585365854,63.414634146,0,13.008130081,0,27.642276423,96.74796748,0,3.2520325203,59.349593496,0,0,0,2.2629310345,0,-,-,0,0,0,0,0,0,4.8780487805,6.7887931034,17.073170732,15.948275862,41.463414634,29.094827586,18.699186992,21.767241379,13.008130081,12.068965517,0,2.1551724138,0,0.5387931034,0,0.2155172414,0,0.2155172414,0,0.5387931034,0,0,123,D,2020,November,,,,
56,Texas Children's Hospital (TXTC),TXTC,TX1,2021-01-04 18:00:00,LI,36.111111111,19.444444444,41.666666667,2.7777777778,0,0,2.7777777778,30.555555556,8.3333333333,58.333333333,80.555555556,16.666666667,2.7777777778,0,0,44.444444444,55.555555556,0,8.3333333333,0,13.888888889,97.222222222,0,2.7777777778,77.777777778,0,0,2.7777777778,2.2629310345,19.444444444,-,-,0,0,0,0,0,0,2.7777777778,6.7887931034,2.7777777778,15.948275862,0,29.094827586,0,21.767241379,11.111111111,12.068965517,38.888888889,2.1551724138,11.111111111,0.5387931034,5.5555555556,0.2155172414,2.7777777778,0.2155172414,2.7777777778,0.5387931034,0,0,36,D,2020,November,,,,
57,Baylor University Medical Center (TXTX),TXTX,TX1,2021-01-04 18:00:00,LI,0,0,0,2.4096385542,14.457831325,66.265060241,0,44.578313253,9.6385542169,45.78313253,3.6144578313,31.325301205,32.530120482,0,0,34.939759036,65.060240964,0,3.6144578313,0,8.4337349398,92.771084337,0,7.2289156627,87.951807229,0,0,3.6144578313,2.2629310345,0,-,-,0,0,0,0,0,0,6.0240963855,6.7887931034,24.096385542,15.948275862,40.963855422,29.094827586,9.6385542169,21.767241379,12.048192771,12.068965517,0,2.1551724138,0,0.5387931034,0,0.2155172414,0,0.2155172414,0,0.5387931034,0,0,83,D,2020,November,,,,
58,University Childrens Health (TXUC,TXUC,TX1,2021-01-04 18:00:00,LI,0,66.666666667,33.333333333,0,0,0,0,33.333333333,0,66.666666667,100,0,0,0,0,33.333333333,66.666666667,0,0,0,66.666666667,66.666666667,0,33.333333333,33.333333333,0,0,0,2.2629310345,33.333333333,-,-,0,0,0,0,0,0,0,6.7887931034,33.333333333,15.948275862,33.333333333,29.094827586,0,21.767241379,0,12.068965517,0,2.1551724138,0,0.5387931034,0,0.2155172414,0,0.2155172414,0,0.5387931034,0,0,3,D,2020,November,,,,
59,Michael E. DeBakey VA Medical Center (TXVA),TXVA,TX1,2021-01-04 18:00:00,LI,0,0,0,8.3333333333,16.666666667,50,8.3333333333,33.333333333,25,33.333333333,8.3333333333,8.3333333333,66.666666667,0,0,0,100,0,8.3333333333,0,50,100,0,0,41.666666667,0,0,0,2.2629310345,0,-,-,0,0,0,0,0,0,0,6.7887931034,0,15.948275862,16.666666667,29.094827586,25,21.767241379,33.333333333,12.068965517,0,2.1551724138,0,0.5387931034,0,0.2155172414,0,0.2155172414,0,0.5387931034,0,0,12,D,2020,November,,,,
60,Phoenix Children's Hospital (AZCH),AZCH,TX1,2021-01-04 18:00:00,LI,42.857142857,0,42.857142857,14.285714286,0,0,0,57.142857143,0,42.857142857,85.714285714,0,14.285714286,0,0,28.571428571,71.428571429,0,14.285714286,0,14.285714286,85.714285714,0,14.285714286,71.428571429,0,0,14.285714286,3.3161385409,14.285714286,-,-,0,0,0,0,0,0,0,8.0324244657,0,15.770081061,0,20.781134856,0,25.202652911,14.285714286,14.443625645,14.285714286,0.8106116433,0,0.2947678703,28.571428571,0.3684598379,0,0.4421518055,14.285714286,0.1473839352,0,0,7,D,2020,November,,,,
61,Banner-University Medical Center Phoenix (AZGS),AZGS,TX1,2021-01-04 18:00:00,LI,0,0,0,2.7272727273,22.727272727,49.090909091,2.7272727273,34.545454545,7.2727272727,55.454545455,7.2727272727,20.909090909,42.727272727,0,0,38.181818182,61.818181818,0,5.4545454545,0,17.272727273,92.727272727,0,7.2727272727,77.272727273,0,0,4.5454545455,3.3161385409,0,-,-,0,0,0,0,0,0,16.363636364,8.0324244657,30.909090909,15.770081061,19.090909091,20.781134856,12.727272727,25.202652911,11.818181818,14.443625645,0,0.8106116433,0,0.2947678703,0,0.3684598379,0,0.4421518055,0,0.1473839352,0,0,110,D,2020,November,,,,
62,Mayo Clinic Hospital (AZMC),AZMC,TX1,2021-01-04 18:00:00,LI,0,0,0,2.688172043,20.430107527,44.086021505,2.1505376344,37.634408602,10.752688172,49.462365591,9.6774193548,32.258064516,27.956989247,0,0,37.634408602,62.365591398,0,3.7634408602,0,11.290322581,89.247311828,0,10.752688172,84.946236559,0,0,1.0752688172,3.3161385409,0,-,-,0,0,0,0,0,0,13.440860215,8.0324244657,27.419354839,15.770081061,30.64516129,20.781134856,10.215053763,25.202652911,15.591397849,14.443625645,0,0.8106116433,0,0.2947678703,0,0.3684598379,0,0.4421518055,0,0.1473839352,0,0,186,D,2020,November,,,,
63,St. Joseph's Hospital and Medical Center (AZSJ),AZSJ,TX1,2021-01-04 18:00:00,LI,0,0,0,0,12,56,0,40,20,40,4,12,44,0,0,32,68,0,4,0,8,96,0,4,88,0,0,0,3.3161385409,0,-,-,0,0,0,0,0,0,0,8.0324244657,44,15.770081061,32,20.781134856,12,25.202652911,12,14.443625645,0,0.8106116433,0,0.2947678703,0,0.3684598379,0,0.4421518055,0,0.1473839352,0,0,25,D,2020,November,,,,
64,Childrens Hospital Los Angeles (CACL),CACL,TX1,2021-01-04 18:00:00,LI,35.294117647,17.647058824,29.411764706,17.647058824,0,0,5.8823529412,17.647058824,17.647058824,58.823529412,82.352941176,5.8823529412,5.8823529412,0,0,64.705882353,35.294117647,0,11.764705882,0,17.647058824,100,0,0,70.588235294,0,0,11.764705882,3.3161385409,29.411764706,-,-,0,0,0,0,0,0,5.8823529412,8.0324244657,0,15.770081061,5.8823529412,20.781134856,5.8823529412,25.202652911,5.8823529412,14.443625645,11.764705882,0.8106116433,5.8823529412,0.2947678703,5.8823529412,0.3684598379,11.764705882,0.4421518055,0,0.1473839352,0,0,17,D,2020,November,,,,
65,Cedars-Sinai Medical Center (CACS),CACS,TX1,2021-01-04 18:00:00,LI,0,0,0,4.1666666667,20.833333333,39.583333333,9.375,17.708333333,11.458333333,61.458333333,16.666666667,33.333333333,22.916666667,0,0,32.291666667,67.708333333,0,41.666666667,0,16.666666667,96.875,0,3.125,41.666666667,0,0,1.0416666667,3.3161385409,0,-,-,0,0,0,0,0,0,4.1666666667,8.0324244657,11.458333333,15.770081061,13.541666667,20.781134856,36.458333333,25.202652911,18.75,14.443625645,0,0.8106116433,0,0.2947678703,0,0.3684598379,0,0.4421518055,0,0.1473839352,0,0,96,D,2020,November,,,,
66,Scripps Green Hospital (CAGH),CAGH,TX1,2021-01-04 18:00:00,LI,0,0,0,2.9411764706,23.529411765,44.117647059,2.9411764706,26.470588235,32.352941176,38.235294118,0,26.470588235,29.411764706,8.8235294118,0,29.411764706,70.588235294,0,23.529411765,0,2.9411764706,91.176470588,0,8.8235294118,73.529411765,0,0,5.8823529412,3.3161385409,0,-,-,0,0,0,0,0,0,2.9411764706,8.0324244657,2.9411764706,15.770081061,26.470588235,20.781134856,17.647058824,25.202652911,38.235294118,14.443625645,0,0.8106116433,0,0.2947678703,0,0.3684598379,0,0.4421518055,0,0.1473839352,0,0,34,D,2020,November,,,,
67,Loma Linda University Medical Center (CALL),CALL,TX1,2021-01-04 18:00:00,LI,0,0,0,9.8214285714,17.857142857,53.571428571,3.5714285714,34.821428571,9.8214285714,51.785714286,5.3571428571,29.464285714,36.607142857,0,0,37.5,62.5,0,8.9285714286,0,33.035714286,95.535714286,0,4.4642857143,58.035714286,0,0,2.6785714286,3.3161385409,0,-,-,0,0,0,0,0,0,5.3571428571,8.0324244657,16.071428571,15.770081061,19.642857143,20.781134856,31.25,25.202652911,14.285714286,14.443625645,0,0.8106116433,0,0.2947678703,0,0.3684598379,0,0.4421518055,0,0.1473839352,0,0,112,D,2020,November,,,,
68,UCSF Medical Center at Mission Bay (CAMB),CAMB,TX1,2021-01-04 18:00:00,LI,40,20,40,0,0,0,0,60,20,20,80,0,20,0,0,20,80,0,0,0,40,100,0,0,60,0,0,0,3.3161385409,0,-,-,0,0,0,0,0,0,0,8.0324244657,0,15.770081061,20,20.781134856,0,25.202652911,0,14.443625645,40,0.8106116433,0,0.2947678703,0,0.3684598379,20,0.4421518055,20,0.1473839352,0,0,5,D,2020,November,,,,
69,Lucile Salter Packard Children's Hospital at Stanford (CAPC),CAPC,TX1,2021-01-04 18:00:00,LI,40,5,45,10,0,0,0,45,5,50,75,25,0,0,0,50,50,0,25,0,20,95,0,5,55,0,0,15,3.3161385409,30,-,-,0,0,0,0,0,0,5,8.0324244657,0,15.770081061,0,20.781134856,0,25.202652911,5,14.443625645,15,0.8106116433,15,0.2947678703,5,0.3684598379,10,0.4421518055,0,0.1473839352,0,0,20,D,2020,November,,,,
70,California Pacific Medical Center (CAPM),CAPM,TX1,2021-01-04 18:00:00,LI,0,0,0,6.3492063492,15.873015873,50.793650794,7.9365079365,44.444444444,11.111111111,36.507936508,11.111111111,46.031746032,26.984126984,0,0,42.857142857,57.142857143,0,31.746031746,0,14.285714286,98.412698413,0,1.5873015873,53.968253968,0,0,4.7619047619,3.3161385409,0,-,-,0,0,0,0,0,0,3.1746031746,8.0324244657,11.111111111,15.770081061,20.634920635,20.781134856,33.333333333,25.202652911,15.873015873,14.443625645,0,0.8106116433,0,0.2947678703,0,0.3684598379,0,0.4421518055,0,0.1473839352,0,0,63,D,2020,November,,,,
71,University of California San Diego Medical Center (CASD),CASD,TX1,2021-01-04 18:00:00,LI,0,0,0,7.5,17.5,52.5,5,37.5,13.75,43.75,11.25,38.75,27.5,0,0,38.75,61.25,0,10,0,21.25,96.25,0,3.75,68.75,0,0,2.5,3.3161385409,0,-,-,0,0,0,0,0,0,10,8.0324244657,10,15.770081061,30,20.781134856,20,25.202652911,21.25,14.443625645,0,0.8106116433,0,0.2947678703,0,0.3684598379,0,0.4421518055,0,0.1473839352,0,0,80,D,2020,November,,,,
72,University of California San Francisco Medical Center (CASF),CASF,TX1,2021-01-04 18:00:00,LI,0,0,0,3.2894736842,15.131578947,51.315789474,3.9473684211,31.578947368,17.763157895,46.710526316,7.8947368421,34.210526316,29.605263158,0,0,43.421052632,56.578947368,0,17.105263158,0,22.368421053,98.026315789,0,1.9736842105,60.526315789,0,0,2.6315789474,3.3161385409,0,-,-,0,0,0,0,0,0,11.842105263,8.0324244657,11.184210526,15.770081061,19.736842105,20.781134856,34.210526316,25.202652911,14.473684211,14.443625645,0,0.8106116433,0,0.2947678703,0,0.3684598379,0,0.4421518055,0,0.1473839352,0,0,152,D,2020,November,,,,
73,Stanford Health Care (CASU),CASU,TX1,2021-01-04 18:00:00,LI,0,0,0,6.6666666667,18.666666667,54.666666667,6.6666666667,36,18.666666667,38.666666667,12,32,32,0,0,44,56,0,29.333333333,0,28,92,0,8,42.666666667,0,0,6.6666666667,3.3161385409,0,-,-,0,0,0,0,0,0,6.6666666667,8.0324244657,9.3333333333,15.770081061,18.666666667,20.781134856,33.333333333,25.202652911,12,14.443625645,0,0.8106116433,0,0.2947678703,0,0.3684598379,0,0.4421518055,0,0.1473839352,0,0,75,D,2020,November,,,,
74,St. Vincent Medical Center (CASV),CASV,TX1,2021-01-04 18:00:00,LI,0,0,0,20,20,40,0,40,0,60,0,40,20,20,0,40,60,0,80,20,0,100,0,0,0,0,0,20,3.3161385409,0,-,-,0,0,0,0,0,0,20,8.0324244657,0,15.770081061,0,20.781134856,20,25.202652911,0,14.443625645,0,0.8106116433,0,0.2947678703,0,0.3684598379,0,0.4421518055,0,0.1473839352,0,0,5,D,2020,November,,,,
75,University of California at Los Angeles Medical Center (CAUC),CAUC,TX1,2021-01-04 18:00:00,LI,1.9108280255,0,3.1847133758,11.464968153,15.923566879,43.949044586,4.4585987261,32.484076433,19.108280255,43.949044586,15.286624204,32.484076433,26.751592357,0.6369426752,0,41.401273885,58.598726115,0,35.668789809,0,29.936305732,96.178343949,0,3.821656051,34.394904459,0,0,1.9108280255,3.3161385409,3.821656051,-,-,0,0,0,0,0,0,3.821656051,8.0324244657,7.0063694268,15.770081061,10.191082803,20.781134856,40.127388535,25.202652911,11.464968153,14.443625645,0.6369426752,0.8106116433,0,0.2947678703,0.6369426752,0.3684598379,0,0.4421518055,0,0.1473839352,0,0,157,D,2020,November,,,,
76,Keck Hospital of USC (CAUH),CAUH,TX1,2021-01-04 18:00:00,LI,0,0,0,5.4054054054,18.018018018,51.351351351,7.2072072072,36.036036036,10.810810811,45.945945946,10.810810811,38.738738739,31.531531532,4.5045045045,0,36.936936937,63.063063063,0,42.342342342,0,6.3063063063,95.495495495,0,4.5045045045,51.351351351,0,0,1.8018018018,3.3161385409,0,-,-,0,0,0,0,0,0,8.1081081081,8.0324244657,12.612612613,15.770081061,18.018018018,20.781134856,34.234234234,25.202652911,14.414414414,14.443625645,0,0.8106116433,0,0.2947678703,0,0.3684598379,0,0.4421518055,0,0.1473839352,0,0,111,D,2020,November,,,,
77,Intermountain Medical Center (UTLD),UTLD,TX1,2021-01-04 18:00:00,LI,0,0,0,6.7796610169,23.728813559,42.372881356,3.3898305085,40.677966102,10.169491525,45.762711864,13.559322034,25.423728814,25.423728814,0,0,37.288135593,62.711864407,0,13.559322034,0,11.86440678,91.525423729,0,8.4745762712,74.576271186,0,0,1.6949152542,3.3161385409,0,-,-,0,0,0,0,0,0,6.7796610169,8.0324244657,22.033898305,15.770081061,32.203389831,20.781134856,16.949152542,25.202652911,13.559322034,14.443625645,0,0.8106116433,0,0.2947678703,0,0.3684598379,0,0.4421518055,0,0.1473839352,0,0,59,D,2020,November,,,,
78,University of Utah Medical Center (UTMC),UTMC,TX1,2021-01-04 18:00:00,LI,0,0,0,10,10,50,3.3333333333,43.333333333,13.333333333,40,10,30,23.333333333,0,0,53.333333333,46.666666667,0,13.333333333,0,36.666666667,96.666666667,0,3.3333333333,50,0,0,6.6666666667,3.3161385409,0,-,-,0,0,0,0,0,0,0,8.0324244657,33.333333333,15.770081061,43.333333333,20.781134856,10,25.202652911,0,14.443625645,0,0.8106116433,0,0.2947678703,0,0.3684598379,0,0.4421518055,0,0.1473839352,0,0,30,D,2020,November,,,,
79,Primary Children's Hospital (UTPC),UTPC,TX1,2021-01-04 18:00:00,LI,30.769230769,53.846153846,7.6923076923,7.6923076923,0,0,0,23.076923077,7.6923076923,69.230769231,61.538461538,23.076923077,7.6923076923,0,0,15.384615385,84.615384615,0,23.076923077,0,7.6923076923,84.615384615,0,15.384615385,69.230769231,0,0,23.076923077,3.3161385409,30.769230769,-,-,0,0,0,0,0,0,0,8.0324244657,7.6923076923,15.770081061,7.6923076923,20.781134856,0,25.202652911,7.6923076923,14.443625645,15.384615385,0.8106116433,0,0.2947678703,0,0.3684598379,7.6923076923,0.4421518055,0,0.1473839352,0,0,13,D,2020,November,,,,
80,The Queen's Medical Center (HIQM),HIQM,TX1,2021-01-04 18:00:00,LI,0,0,0,6.6666666667,26.666666667,33.333333333,0,26.666666667,33.333333333,40,0,26.666666667,33.333333333,0,0,13.333333333,86.666666667,0,6.6666666667,0,20,100,0,0,73.333333333,0,0,0,2.8925619835,0,-,-,0,0,0,0,0,0,0,8.6776859504,33.333333333,15.702479339,33.333333333,27.685950413,26.666666667,23.966942149,0,13.636363636,0,0.826446281,0,0,0,0.4132231405,0,0.4132231405,0,0,0,0,15,D,2020,November,,,,
81,Oregon Health & Science University (ORUO),ORUO,TX1,2021-01-04 18:00:00,LI,0,0,0,6.7567567568,29.72972973,44.594594595,2.7027027027,32.432432432,9.4594594595,55.405405405,5.4054054054,22.972972973,32.432432432,0,0,32.432432432,67.567567568,0,4.0540540541,0,25.675675676,98.648648649,0,1.3513513514,70.27027027,0,0,2.7027027027,2.8925619835,0,-,-,0,0,0,0,0,0,13.513513514,8.6776859504,14.864864865,15.702479339,18.918918919,27.685950413,25.675675676,23.966942149,20.27027027,13.636363636,0,0.826446281,0,0,0,0.4132231405,0,0.4132231405,0,0,0,0,74,D,2020,November,,,,
82,VA Portland Health Care System (ORVA),ORVA,TX1,2021-01-04 18:00:00,LI,0,0,0,7.6923076923,0,46.153846154,7.6923076923,38.461538462,7.6923076923,46.153846154,0,30.769230769,0,0,0,0,100,0,23.076923077,0,7.6923076923,100,0,0,69.230769231,0,0,0,2.8925619835,0,-,-,0,0,0,0,0,0,7.6923076923,8.6776859504,23.076923077,15.702479339,30.769230769,27.685950413,23.076923077,23.966942149,15.384615385,13.636363636,0,0.826446281,0,0,0,0.4132231405,0,0.4132231405,0,0,0,0,13,D,2020,November,,,,
83,Seattle Children's Hospital (WACH),WACH,TX1,2021-01-04 18:00:00,LI,30,30,40,0,0,0,0,60,10,30,70,10,0,10,0,70,30,0,50,0,0,100,0,0,50,0,0,20,2.8925619835,20,-,-,0,0,0,0,0,0,0,8.6776859504,10,15.702479339,0,27.685950413,0,23.966942149,10,13.636363636,20,0.826446281,0,0,10,0.4132231405,10,0.4132231405,0,0,0,0,10,D,2020,November,,,,
84,Swedish Medical Center (WASM),WASM,TX1,2021-01-04 18:00:00,LI,0,0,0,0,32.142857143,35.714285714,3.5714285714,46.428571429,14.285714286,35.714285714,10.714285714,25,32.142857143,3.5714285714,0,35.714285714,64.285714286,0,17.857142857,0,25,100,0,0,57.142857143,0,0,3.5714285714,2.8925619835,0,-,-,0,0,0,0,0,0,3.5714285714,8.6776859504,7.1428571429,15.702479339,21.428571429,27.685950413,28.571428571,23.966942149,21.428571429,13.636363636,0,0.826446281,0,0,0,0.4132231405,0,0.4132231405,0,0,0,0,28,D,2020,November,,,,
