ENTIRE_NAME,CTR_CD,CTR_TY,RELEASE_DATE,ORG,GSR_AD_OBS_C1M,GSR_AD_OBS_C1Y,GSR_AD_OBS_C3Y,GSR_AD_ACT_C1M,GSR_AD_ACT_C1Y,GSR_AD_ACT_C3Y,GSR_AD_ADJ_C1M,GSR_AD_ADJ_C1Y,GSR_AD_ADJ_C3Y,GSR_AD_EXP_C1M,GSR_AD_EXP_C1Y,GSR_AD_EXP_C3Y,GSR_AD_N_C1M,GSR_AD_N_C1Y,GSR_AD_N_C3Y,GSR_P0_OBS_C1M,GSR_P0_OBS_C1Y,GSR_P0_OBS_C3Y,GSR_P0_ACT_C1M,GSR_P0_ACT_C1Y,GSR_P0_ADJ_C1M,GSR_P0_ADJ_C1Y,GSR_P0_ADJ_C3Y,GSR_P0_EXP_C1M,GSR_P0_EXP_C1Y,GSR_P0_EXP_C3Y,GSR_P0_N_C1M,GSR_P0_N_C1Y,YEAR,MONTH,GSR_P0_ACT_C3Y
Duke University Hospital (NCDU),NCDU,TX1,2021-01-04 18:00:00,LI,3,10,14,98.6046511627907,94.6183499377328,91.4297636353847,97.1090941290339,92.6790365965073,86.1847099408381,6.26821658343773,14.5298845333135,23.5747083403804,215,215,164,1,1,2,97.2972972972973,97.2972972972973,95.657937743245,92.434954897233,88.8978655132549,1.64844713103346,2.79742802810501,4.28000500987664,37,37,2020,11,
University of North Carolina Hospitals (NCMH),NCMH,TX1,2021-01-04 18:00:00,LI,0,4,10,100,95.2417810655358,86.4864864864865,97.1732217403621,92.8660322541444,86.5753378017035,2.50578347818086,5.88630522147089,10.0731486590054,87,87,74,0,0,0,100,100,96.4253987680629,93.7490548858353,88.5065360511809,0.109204124802587,0.193653621965502,0.244187566031194,3,3,2020,11,
The Nebraska Medical Center (NEUN),NEUN,TX1,2021-01-04 18:00:00,LI,8,13,39,95.4022988505747,91.9037010862584,75.3164556962025,96.9196416554676,92.2302940645216,84.8336385479316,5.37128881304947,12.2558706214427,22.6423522293896,174,174,158,0,2,4,100,89.7222222222222,95.4502446696196,92.0082623629565,88.8605960406764,0.933750946611887,1.55100631435256,1.40982191050819,20,20,2020,11,
Our Lady of Lourdes Medical Center (NJLL),NJLL,TX1,2021-01-04 18:00:00,LI,1,2,3,97.0588235294118,93.5924369747899,80,97.143469735703,92.7612525028679,81.4353142398299,0.969970794317965,2.37657894821789,2.50323788986861,34,34,15,0,0,0,0,0,0,0,0,0,0,0,0,0,2020,11,
University Hospital (NJUH),NJUH,TX1,2021-01-04 18:00:00,LI,1,2,19,98.780487804878,97.5609756097561,78.8888888888889,97.3389372056582,93.257502544276,84.9635607115592,2.20259924821542,4.98814844506834,12.9031394418053,82,82,90,0,0,0,0,0,0,0,0,0,0,0,0,0,2020,11,
NY Presbyterian Hospital/Columbia Univ. Medical Center (NYCP),NYCP,TX1,2021-01-04 18:00:00,LI,4,8,31,96.875,92.8498102504788,84.043470849005,96.6122672339894,91.5299474908564,84.0623316782818,4.37593036737892,10.1344099876217,30.6398185936212,128,128,195,0,1,6,100,97.7777777777778,95.6343575397738,92.1873157374514,90.0029405350864,2.59491525018947,4.45839220866853,5.28223770700888,58,58,2020,11,
"Strong Memorial Hospital, University of Rochester Medical Center (NYFL)",NYFL,TX1,2021-01-04 18:00:00,LI,2,7,13,98.2300884955752,93.7797821647379,84.3373493975904,96.3987898049671,91.0007280805755,83.6924885222888,4.13345553171776,9.3242960090466,13.6872425122204,113,113,83,0,2,0,100,0,91.6910891032474,85.7939813545026,0,0.174373107797475,0.273997921409583,0,2,2,2020,11,
Montefiore Medical Center (NYMA),NYMA,TX1,2021-01-04 18:00:00,LI,2,3,11,98.0392156862745,97.0588235294118,86.25,97.0370068819986,92.5307755507237,85.3278129188563,3.03833564759267,7.29793081362976,11.2834909274799,102,102,80,2,3,0,90.4761904761905,85.7142857142857,95.9793449937284,92.8563590827291,90.1588160021599,0.817852882856377,1.33846048953268,2.17838710348395,21,21,2020,11,
Mount Sinai Medical Center (NYMS),NYMS,TX1,2021-01-04 18:00:00,LI,11,23,42,96.0144927536232,91.0224506192478,82.7868852459017,96.7042525283684,91.7352626842641,84.8508368236801,9.03208565250996,21.2695623147087,35.966218106902,276,276,244,1,1,5,94.1176470588235,94.1176470588235,95.578099297744,92.209089803393,90.5259893245997,0.732288616221294,1.22652216274945,2.4264756928323,17,17,2020,11,
North Shore University Hospital/Northwell Health (NYNS),NYNS,TX1,2021-01-04 18:00:00,LI,0,0,0,100,100,0,98.3783101525946,95.8405712739577,0,0.0163498315056165,0.0251115998161221,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2020,11,
New York-Presbyterian Hospital/Weill Cornell Medical Center (NYNY),NYNY,TX1,2021-01-04 18:00:00,LI,4,13,10,97.0149253731343,89.4516956039057,82.6852531181218,96.6739632648014,91.6598998139472,84.4980371205591,4.50519820195066,10.3764576500448,9.08913807369847,134,134,58,0,0,0,0,0,0,0,0,0,0,0,0,0,2020,11,
New York University Medical Center (NYUC),NYUC,TX1,2021-01-04 18:00:00,LI,1,4,7,99.0825688073395,95.7300334257876,90.7894736842105,96.4276677938372,91.0723683711334,83.4252426428056,3.9247895041975,9.41846104564911,12.7768085908131,109,109,76,0,0,0,0,0,0,0,0,0,0,0,0,0,2020,11,
Westchester Medical Center (NYWC),NYWC,TX1,2021-01-04 18:00:00,LI,3,6,5,96.25,92.4146021021021,88.030888030888,96.813620696437,91.9700558369831,84.5982283387825,2.53537257713264,5.92154929389342,6.72215365732184,80,80,42,0,0,1,0,0,0,0,88.5065360511809,0,0,0.151173289716871,0,0,2020,11,
The Cleveland Clinic Foundation (OHCC),OHCC,TX1,2021-01-04 18:00:00,LI,9,26,37,97.1875,91.1234169218015,87.4542664935678,96.7060570303295,91.7280708579261,84.4892636325929,10.5383707498444,24.92591023982,46.0662043722164,320,320,296,0,2,1,100,86.5740740740741,95.2584058869124,91.5924780340271,91.2102668800557,0.878313030022957,1.46038495317654,0.96841548781968,18,18,2020,11,
Nationwide Children's Hospital (OHCH),OHCH,TX1,2021-01-04 18:00:00,LI,0,0,0,100,100,0,98.111622253621,95.166935787107,0,0.0190643529008651,0.0495376176785967,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2020,11,
Children's Hospital Medical Center (OHCM),OHCM,TX1,2021-01-04 18:00:00,LI,0,0,0,100,100,100,96.9362508504491,92.2327635511831,75.1885211360596,0.0311166312677036,0.0808547654987768,0.271101861615196,1,1,1,1,2,8,97.9166666666667,95.8333333333333,95.5704804673997,92.2471726244198,89.1902380998619,2.14594215749739,3.58939628614195,6.22037121148387,48,48,2020,11,
Ohio State University Medical Center (OHOU),OHOU,TX1,2021-01-04 18:00:00,LI,6,20,16,97.864768683274,92.1654237273414,87.5,96.9398376095587,92.2977153581995,86.0463950991446,8.67735692713087,19.9006882056908,17.8637065924326,281,281,128,0,0,0,0,0,0,0,0,0,0,0,0,0,2020,11,
University of Cincinnati  Medical Center (OHUC),OHUC,TX1,2021-01-04 18:00:00,LI,7,19,40,97.3484848484848,92.189192454985,83.0508474576271,97.0526264730293,92.5469362250964,85.6472282206975,7.74049302819166,17.9930427124417,31.4605737865798,264,264,236,0,0,0,0,0,0,0,0,0,0,0,0,0,2020,11,
University Hospitals of Cleveland (OHUH),OHUH,TX1,2021-01-04 18:00:00,LI,1,2,8,97.6744186046512,95.0345694531741,82.2222222222222,97.24468941066,93.0177755206121,84.5711585134721,1.20155506883985,2.72971023133581,6.47761049431152,43,43,45,0,0,0,0,0,0,0,0,0,0,0,0,0,2020,11,
Integris Baptist Medical Center (OKBC),OKBC,TX1,2021-01-04 18:00:00,LI,3,7,11,97.5,93.064538229652,87.9137404395021,97.0766408901181,92.6007070761675,85.6549403733056,3.53627590286912,8.2845504579184,13.7562326871655,120,120,93,0,0,0,0,0,0,0,88.5065360511809,0,0,0.244187566031194,0,0,2020,11,
OU Medical Center (OKMD),OKMD,TX1,2021-01-04 18:00:00,LI,0,1,6,100,75,80.6451612903226,95.8449639823334,89.636550558506,85.571230998469,0.170602322483408,0.279092548095298,4.22638233097158,4,4,31,0,0,1,100,100,93.8451923442922,89.3548593322923,88.5065360511809,0.127183043709413,0.190020012019436,0.38468462310941,2,2,2020,11,
Oregon Health & Science University (ORUO),ORUO,TX1,2021-01-04 18:00:00,LI,3,15,19,97.9310344827586,88.6510839381285,85.0393700787402,97.0212074580868,92.4668372935304,85.7649435335517,4.3307090113679,10.0012526480605,17.9982483724071,145,145,127,0,0,0,0,0,0,0,0,0,0,0,0,0,2020,11,
VA Portland Health Care System (ORVA),ORVA,TX1,2021-01-04 18:00:00,LI,0,3,3,100,93.4589220303506,94.1176470588235,96.8695292005089,92.0926709336785,85.9634728358606,1.5935275767256,3.87326595185094,7.56327335218413,50,50,51,0,0,0,0,0,0,0,0,0,0,0,0,0,2020,11,
Albert Einstein Medical Center (PAAE),PAAE,TX1,2021-01-04 18:00:00,LI,5,7,17,96.7320261437908,95.243308490182,87.8571428571429,96.7344520957994,91.797992892136,85.8808664503265,4.87219909766688,11.360672705944,19.4244565543591,153,153,140,0,0,0,0,0,0,0,0,0,0,0,0,0,2020,11,
Allegheny General Hospital (PAAG),PAAG,TX1,2021-01-04 18:00:00,LI,2,6,12,97.8947368421053,93.3161489430723,76.4705882352941,96.4342828973824,91.0331491628547,82.8155432723123,3.40678237529818,7.87667030464407,8.04620658640007,95,95,51,0,0,0,0,0,0,0,0,0,0,0,0,0,2020,11,
UPMC Children's Hospital of Pittsburgh (PACH),PACH,TX1,2021-01-04 18:00:00,LI,0,0,0,100,100,100,98.1234844544424,95.235683969617,90.2872396201707,0.227488296122486,0.531758189157288,0.716599882117343,12,12,7,0,3,4,100,93.9353099730458,95.6606795081911,92.2022370453874,90.3570895962774,2.35676397103068,4.05643463184008,7.53664059198762,53,53,2020,11,
Children's Hospital of Philadelphia (PACP),PACP,TX1,2021-01-04 18:00:00,LI,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,2,92.3076923076923,92.3076923076923,95.3993335897673,91.8868301306604,89.9801911425946,1.7858256220431,2.89272787624023,3.83523898389519,39,39,2020,11,
Geisinger Medical Center (PAGM),PAGM,TX1,2021-01-04 18:00:00,LI,3,5,1,92.6829268292683,87.5092387287509,96.551724137931,97.157428948043,92.8191464071975,86.1398634038152,1.15771176109862,2.61383904426822,4.19541425879911,41,41,29,0,0,0,0,0,0,0,0,0,0,0,0,0,2020,11,
Penn State Milton S Hershey Medical Center (PAHE),PAHE,TX1,2021-01-04 18:00:00,LI,1,4,10,98.3333333333333,92.506105006105,82.4561403508772,96.7731596966442,91.8834006829217,84.37199511499,1.97298252603514,4.67738490770141,8.64459276536898,60,60,57,0,0,0,0,0,0,0,0,0,0,0,0,0,2020,11,
Hahnemann University Hospital (PAHM),PAHM,TX1,2021-01-04 18:00:00,LI,2,3,9,91.304347826087,85.9335038363171,81.25,96.9130732132173,92.1898080471374,83.7896085568945,0.705972852749318,1.7437490225344,7.53457226997891,23,23,48,0,0,0,0,0,0,0,0,0,0,0,0,0,2020,11,
University of Pittsburgh Medical Center (PAPT),PAPT,TX1,2021-01-04 18:00:00,LI,3,14,38,98.9285714285714,94.265530325395,80.758590183107,97.0834178779936,92.723486144826,85.6228356566023,8.20588964932688,18.9868143043311,28.0174210519854,280,280,200,0,0,0,0,0,0,0,0,0,0,0,0,0,2020,11,
Thomas Jefferson University Hospital (PATJ),PATJ,TX1,2021-01-04 18:00:00,LI,5,11,19,97.4619289340101,93.9315492594709,87.0748299319728,96.6547359390883,91.581228638818,84.7196680780374,6.62699149207349,15.468856471445,22.8882420800309,197,197,147,0,0,0,0,0,0,0,0,0,0,0,0,0,2020,11,
Temple University Hospital (PATU),PATU,TX1,2021-01-04 18:00:00,LI,0,1,5,100,93.75,73.6842105263158,96.8925092674014,92.1693839830122,86.3461542157159,0.697149029840053,1.67136510269144,2.36939724300946,22,22,19,0,0,0,0,0,0,0,0,0,0,0,0,0,2020,11,
Hospital of the University of Pennsylvania (PAUP),PAUP,TX1,2021-01-04 18:00:00,LI,6,21,34,98.0456026058632,92.6632252218836,88.8967860397516,96.9498436439547,92.3195939959624,85.1394040443734,9.50262201021346,22.3232550253117,46.5638784585563,307,307,308,0,0,0,100,100,96.4989097264829,93.8757271586444,0,0.0712769735129396,0.098117041572259,0,2,2,2020,11,
VA Pittsburgh Healthcare System (PAVA),PAVA,TX1,2021-01-04 18:00:00,LI,1,6,12,99.0384615384615,93.4272160155601,84.0234255247198,96.6994665631326,91.6744825645847,84.7706814001985,3.4871904694622,8.12140097964853,11.6411290578652,104,104,76,0,0,0,0,0,0,0,0,0,0,0,0,0,2020,11,
Auxilio Mutuo Hospital (PRSJ),PRSJ,TX1,2021-01-04 18:00:00,LI,6,9,18,92.7710843373494,88.5365909907061,83.3333333333333,97.0333360393616,92.5379235995125,87.1384074613347,2.32420352636514,5.21010247079986,13.1477501007375,83,83,108,0,0,0,100,100,95.6387267789079,92.4035902789204,88.5065360511809,0.133935417152727,0.237510063726746,0.122093783015597,3,3,2020,11,
Medical University of South Carolina (SCMU),SCMU,TX1,2021-01-04 18:00:00,LI,6,13,36,96.5116279069767,92.0973226191106,77.0593484125337,97.1312887507865,92.7405470998538,84.925513962228,4.95395893791166,11.5756047470014,23.1263289051153,172,172,158,1,3,1,92.8571428571429,78.5714285714286,94.8121751377454,91.0095573149216,88.5065360511809,0.723480720424498,1.10597073626716,2.10979602647583,14,14,2020,11,
Avera McKennan Hospital (SDMK),SDMK,TX1,2021-01-04 18:00:00,LI,2,3,0,91.304347826087,86.9565217391304,100,96.2788762267166,90.6345976039409,85.3795735186417,0.853470381759297,1.98200440161252,0.625256128953882,23,23,4,0,0,0,0,0,0,0,0,0,0,0,0,0,2020,11,
Le Bonheur Children's Medical Center (TNLB),TNLB,TX1,2021-01-04 18:00:00,LI,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,100,100,95.1133544576446,91.5378455569857,88.9196060389257,0.554635353600906,0.866750984047436,1.20056654942215,11,11,2020,11,
Methodist University Hospital (TNMH),TNMH,TX1,2021-01-04 18:00:00,LI,14,29,63,94.1908713692946,86.9557660351314,77.7369097333762,96.5179926007692,91.3134333580631,84.5478529116012,8.23708808828866,18.1517653446007,40.8244516210368,241,241,283,0,0,0,0,0,0,0,0,0,0,0,0,0,2020,11,
Vanderbilt University Medical Center (TNVU),TNVU,TX1,2021-01-04 18:00:00,LI,8,16,52,97.2222222222222,94.0189698191318,84.5914359034256,97.0766063478293,92.6167068516534,86.0449606938898,8.45849911919825,20.0975318758329,46.2373653300042,288,288,338,0,0,1,100,100,95.6425063306484,92.4203601186987,88.5065360511809,1.29602843691394,2.20354134497089,1.10650221695515,29,29,2020,11,
Baylor  Scott and White All Saints Medical Center-Fort Worth (TXAS),TXAS,TX1,2021-01-04 18:00:00,LI,1,5,6,98.9583333333333,94.3723608220516,79.3103448275862,96.7542444408987,91.8156830095258,85.4816222309342,3.17450839941769,7.44980125845556,3.79365344590379,96,96,29,0,0,0,0,0,0,0,0,0,0,0,0,0,2020,11,
"University Hospital, University of Texas Health Science Center (TXBC)",TXBC,TX1,2021-01-04 18:00:00,LI,3,7,24,98.7551867219917,96.7899440576993,85,97.0762774925225,92.6568769530717,85.7229835710117,7.08902911326344,16.7953200479159,22.554238102031,241,241,160,2,2,1,77.7777777777778,77.7777777777778,95.5425120201439,92.1186856617184,88.5065360511809,0.394197887418475,0.650495513144336,0.964915014147966,9,9,2020,11,
Children's Medical Center of Dallas (TXCM),TXCM,TX1,2021-01-04 18:00:00,LI,1,1,0,0,0,0,96.5062275118427,91.1733563137439,0,0.00977173721197961,0.00977173721197961,0,1,1,0,1,1,3,96,96,95.3077952837218,91.8453469382186,88.5065360511809,1.18284321988476,2.01340177410646,3.68756544892341,25,25,2020,11,
"Memorial Hermann Hospital, University of Texas at Houston (TXHH)",TXHH,TX1,2021-01-04 18:00:00,LI,4,5,10,94.2028985507246,92.7076144467449,90.6631571251005,96.2569168091887,90.5912134504024,84.6619608588336,2.58068495732662,6.05238476616312,17.2608199710479,69,69,108,0,0,1,100,100,96.3626974301731,93.6409434169271,88.5065360511809,0.296412544740435,0.489810434274753,1.16608057602159,8,8,2020,11,
CHI St. Luke's Health Baylor College of Medicine Medical Center (TXHI),TXHI,TX1,2021-01-04 18:00:00,LI,6,17,39,96.7741935483871,89.8440060974601,80.4375087682877,96.7881293240477,91.9504557147981,84.5485742849636,5.97468201788676,13.5362254675672,30.2506256690613,186,186,201,0,0,0,0,0,0,0,88.5065360511809,0,0,0.122093783015597,0,0,2020,11,
Methodist Specialty and Transplant Hospital (TXHS),TXHS,TX1,2021-01-04 18:00:00,LI,3,8,9,97.4137931034483,92.7802031914213,92.4924924924925,97.0339744050901,92.5062308715312,85.6560700481998,3.42659471914558,8.00388766445522,17.678153277582,116,116,120,0,0,0,0,0,0,0,0,0,0,0,0,0,2020,11,
University of Texas Medical Branch at Galveston (TXJS),TXJS,TX1,2021-01-04 18:00:00,LI,1,2,5,97.6190476190476,95.2380952380952,79.1666666666667,96.8408326763328,92.0301191251033,84.3031713309184,1.33997571218938,3.1538885819308,3.52761382055266,42,42,24,0,0,0,0,0,0,0,0,0,0,0,0,0,2020,11,
Methodist Dallas Medical Center (TXMC),TXMC,TX1,2021-01-04 18:00:00,LI,10,19,14,93.9759036144578,87.5469893048255,89.2105263157895,96.5993042457035,91.4355292315406,85.3466826511463,5.58410646023543,12.3175135521995,19.2447811251639,166,166,130,0,0,0,0,0,0,0,0,0,0,0,0,0,2020,11,
Houston Methodist Hospital (TXMH),TXMH,TX1,2021-01-04 18:00:00,LI,14,26,52,95.3488372093023,90.7933165286709,79.0322580645161,95.5047206045948,88.8876910905328,81.8025162161692,13.5951107947582,31.6278287485038,44.6154887379147,301,301,248,0,0,0,0,0,0,0,0,0,0,0,0,0,2020,11,
Medical City Fort Worth (TXPL),TXPL,TX1,2021-01-04 18:00:00,LI,0,2,1,100,81.8181818181818,66.6666666666667,97.4829983656597,93.5957150766553,87.1727280630622,0.280558328681597,0.706484269077776,0.317254173380678,11,11,3,0,0,0,0,0,0,0,0,0,0,0,0,0,2020,11,
UT Southwestern Medical Center/ (TXSP),TXSP,TX1,2021-01-04 18:00:00,LI,4,13,15,98.1220657276995,93.0361204159731,86.0292388138016,97.1343551411022,92.743375056148,85.8555651711222,6.13642570754813,14.2274613935126,15.1707875679865,213,213,108,0,0,0,0,0,0,0,0,0,0,0,0,0,2020,11,
Texas Children's Hospital (TXTC),TXTC,TX1,2021-01-04 18:00:00,LI,0,0,0,100,100,0,97.7917945824841,94.3694209210985,0,0.0670382590512972,0.174195036358732,0,3,3,0,1,5,8,98.9130434782609,94.2610837438424,95.5686362606666,92.2956288096805,88.5065360511809,4.18185902909175,6.94238359993691,7.66281575992067,92,92,2020,11,
Baylor University Medical Center (TXTX),TXTX,TX1,2021-01-04 18:00:00,LI,11,26,29,95.4545454545455,88.6366738023799,88.9684672872689,96.642531872666,91.601888085979,86.1738823008325,7.83212708376339,18.2985250370894,36.4715282109981,242,242,263,0,1,0,100,50,96.4924739792752,93.8646266081884,0,0.0714103869583005,0.104180810036463,0,2,2,2020,11,
University Childrens Health (TXUC,TXUC,TX1,2021-01-04 18:00:00,LI,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,100,96.0941646905555,92.9079587736986,0,0.159367931109943,0.254658342125612,0,4,4,2020,11,
Michael E. DeBakey VA Medical Center (TXVA),TXVA,TX1,2021-01-04 18:00:00,LI,1,3,7,97.5,91.9675164473684,72.3981900452489,96.9764411334644,92.3457807849507,86.0922872614152,1.21346937621055,2.94983386313293,3.5345636913508,40,40,26,0,0,0,0,0,0,0,0,0,0,0,0,0,2020,11,
Intermountain Medical Center (UTLD),UTLD,TX1,2021-01-04 18:00:00,LI,3,11,12,97.4576271186441,89.6844157147754,87.6288659793815,96.285146423094,90.7093103026616,84.9831506980641,4.42804301314121,10.2263002248176,14.7219025158007,118,118,97,0,0,0,0,0,0,0,0,0,0,0,0,0,2020,11,
University of Utah Medical Center (UTMC),UTMC,TX1,2021-01-04 18:00:00,LI,0,1,8,100,98.4126984126984,88.7323943661972,96.9358041630762,92.301692163957,83.1837457802041,2.74547736558348,6.71161112163344,12.3868081553849,88,88,71,0,0,0,0,0,0,0,0,0,0,0,0,0,2020,11,
Primary Children's Hospital (UTPC),UTPC,TX1,2021-01-04 18:00:00,LI,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,3,90.2439024390244,87.1320437342305,95.3488000106764,91.8679922891763,88.6614372965852,1.77713024770597,2.90270496364067,3.63739816083104,41,41,2020,11,
Medical College of Virginia Hospitals (VAMC),VAMC,TX1,2021-01-04 18:00:00,LI,5,13,21,97.2826086956522,92.475072609575,84.6196506848795,97.0711883879551,92.5919612212815,85.0238513640771,5.39463225949944,12.3788696517298,20.6562073437967,184,184,138,0,0,0,100,100,95.6540873709358,92.4267950623716,0,0.0889194794790609,0.157682498674256,0,2,2,2020,11,
University of Virginia Health Sciences Center (VAUV),VAUV,TX1,2021-01-04 18:00:00,LI,8,14,19,96.3133640552995,93.4159671040364,85.6060606060606,97.0785633134187,92.6213465475615,84.3986264165882,6.28659935151095,14.9795155210495,19.6271311648497,217,217,132,0,0,0,100,100,95.4225451798369,92.0909804698474,88.5065360511809,0.663566152594754,1.1030326459386,0.610468915077985,14,14,2020,11,
Seattle Children's Hospital (WACH),WACH,TX1,2021-01-04 18:00:00,LI,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,4,93.9393939393939,93.9393939393939,94.3329788294951,90.1636822866618,88.7981148660595,1.91287782135748,3.12417242257187,3.77001936655629,33,33,2020,11,
Swedish Medical Center (WASM),WASM,TX1,2021-01-04 18:00:00,LI,1,6,7,98.8235294117647,92.7029039463887,87.037037037037,97.2336535157213,92.9989785740417,86.1479435286967,2.3785238565904,5.62200370636036,7.38769640912477,85,85,54,0,0,0,0,0,0,0,0,0,0,0,0,0,2020,11,
University of Washington Medical Center (WAUW),WAUW,TX1,2021-01-04 18:00:00,LI,8,12,25,96.4444444444445,94.5329349419712,87.8640776699029,97.1999439492885,92.9121949822906,85.839954489485,6.29251663515238,14.864263188151,29.0724866424848,225,225,206,0,0,0,0,0,0,0,0,0,0,0,0,0,2020,11,
Children's Hospital of Wisconsin (WICH),WICH,TX1,2021-01-04 18:00:00,LI,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,94.7368421052632,94.7368421052632,95.6309837032536,92.3084317767517,88.8878314244837,0.847491730280392,1.39507519014308,2.95101623515107,19,19,2020,11,
Froedtert Memorial Lutheran Hospital (WISE),WISE,TX1,2021-01-04 18:00:00,LI,2,3,13,96.3636363636364,94.5454545454545,75.3796594569719,96.385270752609,90.9485545325087,84.4725466237407,2.01076861665047,4.81455814675458,7.9433130679797,55,55,53,0,0,0,0,0,0,0,0,0,0,0,0,0,2020,11,
Aurora St. Luke's Medical Center (WISL),WISL,TX1,2021-01-04 18:00:00,LI,1,3,13,98.4848484848485,94.6941926597352,77.1929824561403,96.898049570567,92.1606286698225,83.4825166983533,2.06609261303629,4.9608478662333,9.04989144200915,66,66,57,0,0,0,0,0,0,0,0,0,0,0,0,0,2020,11,
University of Wisconsin Hospital and Clinics (WIUW),WIUW,TX1,2021-01-04 18:00:00,LI,7,18,41,97.2,92.4835809905531,82.7310924369748,96.4527926372022,91.087088076692,82.5364850687805,8.9333772897228,21.3759815756582,40.4198229917764,250,250,238,0,0,2,100,100,96.0294886568749,93.0679322206987,89.6080560185002,0.0810373680013713,0.121704175015089,0.795170519821558,2,2,2020,11,
Children's of Alabama (ALCH),ALCH,TX1,2022-01-06 18:00:00,LI,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,100,100,95.9799182169135,92.2830768053261,88.7258374634098,0.372201395240746,0.562681456679907,1.54711279005404,9,9,2021,11,
University of Alabama Hospital (ALUA),ALUA,TX1,2022-01-06 18:00:00,LI,7,14,47,96.9096430295496,92.9771081403985,83.5512405206083,97.0020104254646,92.2074286095961,86.6718555546829,6.77039761851109,14.3792593513386,36.0523203113861,230,230,299,0,0,0,0,0,0,0,0,0,0,0,0,0,2021,11,
UAMS Medical Center (ARUA),ARUA,TX1,2022-01-06 18:00:00,LI,1,4,5,98.7179487179487,93.9232042046636,93.9759036144578,97.1343330425812,92.5163277036797,87.0918542651413,2.3296366642838,5.31753516430576,10.3244325862758,81,81,83,0,0,0,0,0,0,0,0,0,0,0,0,0,2021,11,
