,ENTIRE_NAME,CTR_CD,CTR_TY,RELEASE_DATE,ORG,RCC_A10_C,RCC_A17_C,RCC_A2_C,RCC_A34_C,RCC_A49_C,RCC_A65P_C,RCC_AU_C,RCC_BAB_C,RCC_BA_C,RCC_BB_C,RCC_BO_C,RCC_BMI20_C,RCC_BMI25_C,RCC_BMI30_C,RCC_BMI31P_C,RCC_BMINR_C,RCC_BU_C,RCC_GF_C,RCC_GM_C,RCC_GU_C,RCC_ICU_C,RCC_HOSPNR_C,RCC_HOSP_C,RCC_PTXN_C,RCC_PTXU_C,RCC_PTXY_C,RCC_NOTHOSP_C,RCC_TST1_C,RCC_TST1_R,RCC_TST1A_C,RCC_TST1A_R,RCC_TST1B_C,RCC_TST1B_R,RCC_TST2_C,RCC_TST2_R,RCC_TST2A_C,RCC_TST2A_R,RCC_TST2B_C,RCC_TST2B_R,RCC_TST3_C,RCC_TST3_R,RCC_ME11_C,RCC_ME11_R,RCC_ME15_C,RCC_ME15_R,RCC_ME21_C,RCC_ME21_R,RCC_ME31_C,RCC_ME31_R,RCC_ME6_C,RCC_ME6_R,RCC_PE6_C,RCC_PE6_R,RCC_PE11_C,RCC_PE11_R,RCC_PE15_C,RCC_PE15_R,RCC_PE21_C,RCC_PE21_R,RCC_PE31_C,RCC_PE31_R,RCC_TINA_C,RCC_TINA_R,RCC_N_C,D_OR_L,YEAR,MONTH
11,Hospital of the University of Pennsylvania (PAUP),PAUP,TX1,2020-01-06 18:00:00,PA,0,0,0,0,0,0,,0,0,0,100,100,0,0,0,0,0,100,0,0,0,100,0,100,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,D,2019,November
12,University of Alabama Hospital (ALUA),ALUA,TX1,2020-01-06 18:00:00,PA,0,0,0,100,0,0,,0,100,0,0,0,100,0,0,0,0,100,0,0,0,100,0,50,0,50,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2,D,2019,November
13,Florida Hospital Medical Center (FLFH),FLFH,TX1,2020-01-06 18:00:00,PA,0,0,0,0,0,0,,0,0,0,100,0,0,100,0,0,0,0,100,0,0,100,0,0,0,100,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,D,2019,November
14,Jackson Memorial Hospital University of Miami School of Medicine (FLJM),FLJM,TX1,2020-01-06 18:00:00,PA,30.769230769,15.384615385,0,15.384615385,7.6923076923,7.6923076923,,7.6923076923,61.538461538,0,30.769230769,46.153846154,23.076923077,30.769230769,0,0,0,46.153846154,53.846153846,0,0,100,0,84.615384615,0,15.384615385,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,13,D,2019,November
15,Mayo Clinic Florida (FLSL),FLSL,TX1,2020-01-06 18:00:00,PA,0,0,0,0,100,0,,0,50,50,0,0,0,100,0,0,0,50,50,0,0,100,0,100,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2,D,2019,November
16,Emory University Hospital (GAEM),GAEM,TX1,2020-01-06 18:00:00,PA,0,0,0,100,0,0,,0,0,0,100,100,0,0,0,0,0,0,100,0,0,100,0,100,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,D,2019,November
17,"AU Medical Center, Inc. (GAMC)",GAMC,TX1,2020-01-06 18:00:00,PA,0,0,0,0,100,0,,0,100,0,0,0,0,100,0,0,0,0,100,0,0,100,0,100,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,D,2019,November
18,Piedmont Hospital (GAPH),GAPH,TX1,2020-01-06 18:00:00,PA,0,0,0,0,100,0,,0,0,0,100,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,D,2019,November
19,Ochsner Foundation Hospital (LAOF),LAOF,TX1,2020-01-06 18:00:00,PA,0,0,0,100,0,0,,0,100,0,0,0,100,0,0,0,0,100,0,0,0,100,0,100,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,D,2019,November
20,Tulane Medical Center (LATU),LATU,TX1,2020-01-06 18:00:00,PA,0,0,0,0,100,0,,0,0,100,0,0,100,0,0,0,0,0,100,0,0,100,0,0,0,100,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,D,2019,November
21,Willis-Knighton Medical Center (LAWK),LAWK,TX1,2020-01-06 18:00:00,PA,0,0,0,0,100,0,,0,0,0,100,0,0,100,0,0,0,50,50,0,0,100,0,100,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2,D,2019,November
22,Integris Baptist Medical Center (OKBC),OKBC,TX1,2020-01-06 18:00:00,PA,0,0,0,100,0,0,,0,100,0,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,D,2019,November
23,Baylor  Scott and White All Saints Medical Center-Fort Worth (TXAS),TXAS,TX1,2020-01-06 18:00:00,PA,0,0,0,50,50,0,,0,100,0,0,100,0,0,0,0,0,50,50,0,0,100,0,50,0,50,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2,D,2019,November
24,Methodist Specialty and Transplant Hospital (TXHS),TXHS,TX1,2020-01-06 18:00:00,PA,0,0,0,0,100,0,,0,100,0,0,0,0,0,100,0,0,0,100,0,0,100,0,0,0,100,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,D,2019,November
25,Houston Methodist Hospital (TXMH),TXMH,TX1,2020-01-06 18:00:00,PA,0,0,0,33.333333333,33.333333333,0,,0,0,0,100,0,66.666666667,33.333333333,0,0,0,66.666666667,33.333333333,0,0,100,0,33.333333333,0,66.666666667,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,3,D,2019,November
26,Baylor University Medical Center (TXTX),TXTX,TX1,2020-01-06 18:00:00,PA,0,0,0,0,50,0,,0,50,0,50,50,0,50,0,0,0,100,0,0,0,100,0,0,0,100,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2,D,2019,November
27,Mayo Clinic Hospital (AZMC),AZMC,TX1,2020-01-06 18:00:00,PA,0,0,0,100,0,0,,0,50,0,50,0,0,50,50,0,0,0,100,0,0,100,0,100,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2,D,2019,November
28,University of California Irvine Medical Center (CAIM),CAIM,TX1,2020-01-06 18:00:00,PA,0,0,0,50,0,0,,0,50,50,0,0,50,50,0,0,0,0,100,0,0,100,0,0,0,100,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2,D,2019,November
29,Loma Linda University Medical Center (CALL),CALL,TX1,2020-01-06 18:00:00,PA,0,0,0,0,100,0,,0,0,0,100,0,100,0,0,0,0,100,0,0,0,100,0,0,0,100,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,D,2019,November
30,Lucile Salter Packard Children's Hospital at Stanford (CAPC),CAPC,TX1,2020-01-06 18:00:00,PA,50,0,0,50,0,0,,0,0,0,100,50,50,0,0,0,0,100,0,0,0,100,0,100,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2,D,2019,November
31,University of California San Francisco Medical Center (CASF),CASF,TX1,2020-01-06 18:00:00,PA,0,0,0,0,100,0,,0,100,0,0,0,100,0,0,0,0,0,100,0,0,100,0,0,0,100,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,D,2019,November
32,University of California at Los Angeles Medical Center (CAUC),CAUC,TX1,2020-01-06 18:00:00,PA,25,0,25,25,25,0,,0,25,50,25,50,50,0,0,0,0,100,0,0,0,100,0,75,0,25,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,4,D,2019,November
33,University of Utah Medical Center (UTMC),UTMC,TX1,2020-01-06 18:00:00,PA,0,0,0,100,0,0,,0,100,0,0,0,100,0,0,0,0,0,100,0,0,100,0,100,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,D,2019,November
34,Northwestern Memorial Hospital (ILNM),ILNM,TX1,2020-01-06 18:00:00,PA,0,0,0,0,0,0,,0,0,0,100,0,0,100,0,0,0,0,100,0,0,100,0,0,0,100,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,D,2019,November
35,University of Chicago Medical Center (ILUC),ILUC,TX1,2020-01-06 18:00:00,PA,0,0,0,0,66.666666667,0,,0,100,0,0,33.333333333,33.333333333,33.333333333,0,0,0,33.333333333,66.666666667,0,0,100,0,66.666666667,0,33.333333333,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,3,D,2019,November
36,University of Illinois Medical Center (ILUI),ILUI,TX1,2020-01-06 18:00:00,PA,0,0,0,0,0,0,,0,100,0,0,0,100,0,0,0,0,0,100,0,0,100,0,100,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,D,2019,November
37,Rochester Methodist Hospital (Mayo Clinic) (MNMC),MNMC,TX1,2020-01-06 18:00:00,PA,0,0,0,28.571428571,28.571428571,0,,0,42.857142857,14.285714286,42.857142857,0,57.142857143,14.285714286,28.571428571,0,0,85.714285714,14.285714286,0,0,100,0,85.714285714,0,14.285714286,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,7,D,2019,November
38,"University of Minnesota Medical Center, Fairview (MNUM)",MNUM,TX1,2020-01-06 18:00:00,PA,0,0,0,0,42.857142857,0,,14.285714286,42.857142857,14.285714286,28.571428571,28.571428571,14.285714286,42.857142857,14.285714286,0,0,42.857142857,57.142857143,0,0,100,0,28.571428571,0,71.428571429,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,7,D,2019,November
39,University of Wisconsin Hospital and Clinics (WIUW),WIUW,TX1,2020-01-06 18:00:00,PA,0,0,0,35.294117647,29.411764706,0,,0,11.764705882,17.647058824,70.588235294,0,52.941176471,35.294117647,11.764705882,0,0,52.941176471,47.058823529,0,0,100,0,76.470588235,0,23.529411765,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,17,D,2019,November
40,University of Colorado Hospital/Health Science Center (COUC),COUC,TX1,2020-01-06 18:00:00,PA,0,0,0,0,0,0,,0,0,100,0,0,100,0,0,0,0,100,0,0,0,100,0,100,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,D,2019,November
41,University of Iowa Hospitals and Clinics Transplant Programs (IAIV),IAIV,TX1,2020-01-06 18:00:00,PA,0,0,0,0,50,0,,0,0,50,50,0,100,0,0,0,0,0,100,0,0,100,0,50,0,50,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2,D,2019,November
42,Research Medical Center (MORH),MORH,TX1,2020-01-06 18:00:00,PA,0,0,0,0,100,0,,0,0,0,100,0,100,0,0,0,0,100,0,0,0,100,0,0,0,100,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,D,2019,November
43,The Nebraska Medical Center (NEUN),NEUN,TX1,2020-01-06 18:00:00,PA,66.666666667,0,0,16.666666667,0,0,,0,16.666666667,16.666666667,66.666666667,83.333333333,16.666666667,0,0,0,0,33.333333333,66.666666667,0,0,100,0,50,0,50,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,6,D,2019,November
44,Albany Medical Center Hospital (NYAM),NYAM,TX1,2020-01-06 18:00:00,PA,0,0,0,0,0,0,,0,100,0,0,0,100,0,0,0,0,0,100,0,0,100,0,0,0,100,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,D,2019,November
45,NY Presbyterian Hospital/Columbia Univ. Medical Center (NYCP),NYCP,TX1,2020-01-06 18:00:00,PA,0,0,0,100,0,0,,0,0,100,0,0,0,100,0,0,0,0,100,0,0,100,0,100,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,D,2019,November
46,"Strong Memorial Hospital, University of Rochester Medical Center (NYFL)",NYFL,TX1,2020-01-06 18:00:00,PA,0,0,0,50,50,0,,0,50,0,50,0,50,50,0,0,0,100,0,0,0,100,0,0,0,100,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2,D,2019,November
47,Montefiore Medical Center (NYMA),NYMA,TX1,2020-01-06 18:00:00,PA,0,0,0,0,100,0,,0,50,0,50,0,50,50,0,0,0,0,100,0,0,100,0,50,0,50,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2,D,2019,November
48,Mount Sinai Medical Center (NYMS),NYMS,TX1,2020-01-06 18:00:00,PA,0,0,0,50,0,0,,0,0,0,100,0,50,0,50,0,0,50,50,0,0,100,0,50,0,50,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2,D,2019,November
49,New York-Presbyterian Hospital/Weill Cornell Medical Center (NYNY),NYNY,TX1,2020-01-06 18:00:00,PA,0,0,0,25,50,0,,0,50,0,50,0,50,25,25,0,0,25,75,0,0,100,0,50,0,50,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,4,D,2019,November
50,New York University Medical Center (NYUC),NYUC,TX1,2020-01-06 18:00:00,PA,0,0,0,0,100,0,,0,0,100,0,0,0,0,100,0,0,0,100,0,0,100,0,0,0,100,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,D,2019,November
51,State University of New York Upstate Medical University (NYUM),NYUM,TX1,2020-01-06 18:00:00,PA,0,0,0,100,0,0,,0,100,0,0,0,0,0,100,0,0,100,0,0,0,100,0,0,0,100,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,D,2019,November
52,Indiana University Health (INIM),INIM,TX1,2020-01-06 18:00:00,PA,12.5,0,0,12.5,25,12.5,,0,50,25,25,37.5,0,37.5,12.5,12.5,0,62.5,37.5,0,0,100,0,62.5,0,37.5,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,8,D,2019,November
53,Henry Ford Hospital (MIHF),MIHF,TX1,2020-01-06 18:00:00,PA,0,0,0,0,50,0,,0,100,0,0,0,0,0,100,0,0,0,100,0,0,100,0,100,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2,D,2019,November
54,The Cleveland Clinic Foundation (OHCC),OHCC,TX1,2020-01-06 18:00:00,PA,14.285714286,0,14.285714286,28.571428571,14.285714286,0,,0,28.571428571,28.571428571,42.857142857,28.571428571,42.857142857,14.285714286,14.285714286,0,0,28.571428571,71.428571429,0,0,100,0,71.428571429,0,28.571428571,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,7,D,2019,November
55,Children's Hospital Medical Center (OHCM),OHCM,TX1,2020-01-06 18:00:00,PA,0,0,100,0,0,0,,0,100,0,0,100,0,0,0,0,0,100,0,0,0,100,0,100,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,D,2019,November
56,Ohio State University Medical Center (OHOU),OHOU,TX1,2020-01-06 18:00:00,PA,0,0,0,25,75,0,,0,50,25,25,0,50,50,0,0,0,75,25,0,0,100,0,25,0,75,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,4,D,2019,November
57,Jewish Hospital (KYJH),KYJH,TX1,2020-01-06 18:00:00,PA,0,0,0,0,100,0,,0,0,0,100,0,0,0,100,0,0,0,100,0,0,100,0,100,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,D,2019,November
58,Wake Forest Baptist Medical Center (NCBG),NCBG,TX1,2020-01-06 18:00:00,PA,0,0,0,0,100,0,,0,100,0,0,100,0,0,0,0,0,0,100,0,0,100,0,0,0,100,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,D,2019,November
59,Duke University Hospital (NCDU),NCDU,TX1,2020-01-06 18:00:00,PA,0,0,0,33.333333333,33.333333333,0,,0,0,33.333333333,66.666666667,33.333333333,33.333333333,0,33.333333333,0,0,33.333333333,66.666666667,0,0,100,0,66.666666667,0,33.333333333,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,3,D,2019,November
60,Vidant Medical Center (NCEC),NCEC,TX1,2020-01-06 18:00:00,PA,0,0,0,25,75,0,,0,75,25,0,25,25,0,50,0,0,25,75,0,0,100,0,0,0,100,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,4,D,2019,November
61,University of North Carolina Hospitals (NCMH),NCMH,TX1,2020-01-06 18:00:00,PA,0,0,0,100,0,0,,0,100,0,0,0,100,0,0,0,0,0,100,0,0,100,0,0,0,100,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,D,2019,November
62,Vanderbilt University Medical Center (TNVU),TNVU,TX1,2020-01-06 18:00:00,PA,0,0,0,0,100,0,,0,0,0,100,100,0,0,0,0,0,0,100,0,0,100,0,0,0,100,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,D,2019,November
63,University of Virginia Health Sciences Center (VAUV),VAUV,TX1,2020-01-06 18:00:00,PA,0,0,0,0,100,0,,0,50,50,0,0,100,0,0,0,0,50,50,0,0,100,0,50,0,50,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2,D,2019,November
1,University of Alabama Hospital (ALUA) , ALUA , TX1 , 2014/03/20 , Pancreas , 0.0 , 0.0 , 0.0 , 50.0 , 0.0 , 0.0 , 0.0 , 0.0 , 50.0 , 0.0 , 50.0 , 0.0 , 0.0 , 0.0 , 0.0 , 100.0 , 0.0 , 50.0 , 50.0 , 0.0 , 0.0 , 0.0 , 0.0 , 0.0 , 0.0 , 100.0 , 100.0 ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   , 2 ,D,2013,January
2,Mayo Clinic Hospital (AZMC) , AZMC , TX1 , 2014/03/20 , Pancreas , 0.0 , 0.0 , 0.0 , 37.5 , 25.0 , 0.0 , 0.0 , 0.0 , 37.5 , 12.5 , 50.0 , 0.0 , 25.0 , 62.5 , 12.5 , 0.0 , 0.0 , 25.0 , 75.0 , 0.0 , 0.0 , 0.0 , 0.0 , 12.5 , 0.0 , 87.5 , 100.0 ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   , 8 ,D,2013,January
3,"University Medical Center, Univ of Arizona (AZUA) ", AZUA , TX1 , 2014/03/20 , Pancreas , 0.0 , 0.0 , 33.3 , 0.0 , 33.3 , 0.0 , 0.0 , 0.0 , 66.7 , 0.0 , 33.3 , 0.0 , 66.7 , 33.3 , 0.0 , 0.0 , 0.0 , 33.3 , 66.7 , 0.0 , 33.3 , 0.0 , 0.0 , 66.7 , 0.0 , 33.3 , 66.7 ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   , 3 ,D,2013,January
4,Cedars-Sinai Medical Center (CACS) , CACS , TX1 , 2014/03/20 , Pancreas , 0.0 , 0.0 , 0.0 , 0.0 , 66.7 , 0.0 , 0.0 , 0.0 , 33.3 , 0.0 , 66.7 , 33.3 , 33.3 , 33.3 , 0.0 , 0.0 , 0.0 , 33.3 , 66.7 , 0.0 , 0.0 , 0.0 , 0.0 , 0.0 , 0.0 , 100.0 , 100.0 ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   , 3 ,D,2013,January
5,Loma Linda University Medical Center (CALL) , CALL , TX1 , 2014/03/20 , Pancreas , 0.0 , 0.0 , 0.0 , 0.0 , 100.0 , 0.0 , 0.0 , 0.0 , 100.0 , 0.0 , 0.0 , 0.0 , 0.0 , 100.0 , 0.0 , 0.0 , 0.0 , 0.0 , 100.0 , 0.0 , 0.0 , 0.0 , 0.0 , 0.0 , 0.0 , 100.0 , 100.0 ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   , 1 ,D,2013,January
6,California Pacific Medical Center (CAPM) , CAPM , TX1 , 2014/03/20 , Pancreas , 0.0 , 0.0 , 0.0 , 0.0 , 100.0 , 0.0 , 0.0 , 0.0 , 33.3 , 0.0 , 66.7 , 0.0 , 66.7 , 0.0 , 33.3 , 0.0 , 0.0 , 33.3 , 66.7 , 0.0 , 0.0 , 0.0 , 0.0 , 33.3 , 0.0 , 66.7 , 100.0 ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   , 3 ,D,2013,January
7,Riverside Community Hospital (CARC) , CARC , TX1 , 2014/03/20 , Pancreas , 0.0 , 0.0 , 0.0 , 0.0 , 0.0 , 0.0 , 0.0 , 0.0 , 100.0 , 0.0 , 0.0 , 100.0 , 0.0 , 0.0 , 0.0 , 0.0 , 0.0 , 100.0 , 0.0 , 0.0 , 0.0 , 0.0 , 0.0 , 0.0 , 0.0 , 100.0 , 100.0 ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   , 1 ,D,2013,January
8,University of California San Francisco Medical Center (CASF) , CASF , TX1 , 2014/03/20 , Pancreas , 0.0 , 0.0 , 0.0 , 20.0 , 60.0 , 0.0 , 0.0 , 0.0 , 40.0 , 0.0 , 60.0 , 0.0 , 0.0 , 0.0 , 20.0 , 80.0 , 0.0 , 20.0 , 80.0 , 0.0 , 0.0 , 0.0 , 0.0 , 20.0 , 0.0 , 80.0 , 100.0 ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   , 5 ,D,2013,January
9,Sharp Memorial Hospital (CASH) , CASH , TX1 , 2014/03/20 , Pancreas , 0.0 , 0.0 , 0.0 , 0.0 , 0.0 , 0.0 , 0.0 , 0.0 , 100.0 , 0.0 , 0.0 , 0.0 , 0.0 , 100.0 , 0.0 , 0.0 , 0.0 , 0.0 , 100.0 , 0.0 , 0.0 , 0.0 , 0.0 , 0.0 , 0.0 , 100.0 , 100.0 ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   , 1 ,D,2013,January
10,University of California at Los Angeles Medical Center (CAUC) , CAUC , TX1 , 2014/03/20 , Pancreas , 50.0 , 0.0 , 0.0 , 50.0 , 0.0 , 0.0 , 0.0 , 25.0 , 25.0 , 25.0 , 25.0 , 50.0 , 50.0 , 0.0 , 0.0 , 0.0 , 0.0 , 25.0 , 75.0 , 0.0 , 0.0 , 0.0 , 25.0 , 100.0 , 0.0 , 0.0 , 75.0 ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   , 4 ,D,2013,January
