ENTIRE_NAME,CTR_CD,CTR_TY,RELEASE_DATE,ORG,GSR_AD_OBS_C1M,GSR_AD_OBS_C1Y,GSR_AD_OBS_C3Y,GSR_AD_N_C1M,GSR_AD_N_C1Y,GSR_AD_N_C3Y,GSR_P0_OBS_C1M,GSR_P0_OBS_C1Y,GSR_P0_OBS_C3Y,GSR_P0_N_C1M,GSR_P0_N_C1Y,YEAR,MONTH
University of California San Francisco Medical Center (CASF) , CASF , TX1 , 2014/03/20 , Heart , 1 , 1 , 7 , 18 , 18 , 38 ,   ,   , 0 ,   ,   ,2013,1
Sutter Memorial Hospital (CASG) , CASG , TX1 , 2014/03/20 , Heart , 0 , 1 , 3 , 20 , 20 , 10 ,   ,   ,   ,   ,   ,2013,1
Sharp Memorial Hospital (CASH) , CASH , TX1 , 2014/03/20 , Heart , 0 , 0 , 5 , 31 , 31 , 31 ,   ,   , 0 ,   ,   ,2013,1
Stanford University Medical Center (CASU) , CASU , TX1 , 2014/03/20 , Heart , 4 , 6 , 26 , 70 , 70 , 116 , 0 , 0 , 6 , 1 , 1 ,2013,1
University of California at Los Angeles Medical Center (CAUC) , CAUC , TX1 , 2014/03/20 , Heart , 2 , 8 , 35 , 105 , 105 , 171 , 2 , 4 , 6 , 35 , 35 ,2013,1
Keck Hospital of USC (CAUH) , CAUH , TX1 , 2014/03/20 , Heart , 1 , 4 , 8 , 40 , 40 , 51 ,   ,   ,   ,   ,   ,2013,1
Children's Hospital Colorado (COCH) , COCH , TX1 , 2014/03/20 , Heart , 0 , 0 , 0 , 6 , 6 , 2 , 1 , 3 , 8 , 33 , 33 ,2013,1
University of Colorado Hospital/Health Science Center (COUC) , COUC , TX1 , 2014/03/20 , Heart , 0 , 0 , 5 , 42 , 42 , 30 ,   ,   ,   ,   ,   ,2013,1
Hartford Hospital (CTHH) , CTHH , TX1 , 2014/03/20 , Heart , 0 , 5 , 6 , 40 , 40 , 30 ,   ,   ,   ,   ,   ,2013,1
Yale New Haven Hospital (CTYN) , CTYN , TX1 , 2014/03/20 , Heart , 0 , 0 , 4 , 30 , 30 , 25 ,   ,   ,   ,   ,   ,2013,1
Washington Hospital Center (DCWH) , DCWH , TX1 , 2014/03/20 , Heart , 2 , 4 , 2 , 25 , 25 , 12 , 0 , 0 ,   , 1 , 1 ,2013,1
Alfred I DuPont Hospital for Children (DEAI) , DEAI , TX1 , 2014/03/20 , Heart ,   ,   ,   ,   ,   ,   , 0 , 1 , 1 , 8 , 8 ,2013,1
All Children's Hospital (FLAC) , FLAC , TX1 , 2014/03/20 , Heart ,   ,   , 0 ,   ,   , 1 , 0 , 0 , 5 , 14 , 14 ,2013,1
Memorial Regional Hospital/Joe DiMaggio Children's Hospital (FLJD) , FLJD , TX1 , 2014/03/20 , Heart ,   ,   ,   ,   ,   ,   , 0 , 0 ,   , 4 , 4 ,2013,1
Jackson Memorial Hospital University of Miami School of Medicine (FLJM) , FLJM , TX1 , 2014/03/20 , Heart , 1 , 6 , 2 , 65 , 65 , 56 ,   ,   , 3 ,   ,   ,2013,1
Mayo Clinic Florida (FLSL) , FLSL , TX1 , 2014/03/20 , Heart , 3 , 6 , 10 , 65 , 65 , 48 ,   ,   ,   ,   ,   ,2013,1
Tampa General Hospital (FLTG) , FLTG , TX1 , 2014/03/20 , Heart , 6 , 13 , 23 , 139 , 139 , 121 ,   ,   ,   ,   ,   ,2013,1
Shands Hospital at The University of Florida (FLUF) , FLUF , TX1 , 2014/03/20 , Heart , 1 , 6 , 14 , 64 , 64 , 68 , 0 , 2 , 0 , 26 , 26 ,2013,1
Children's Healthcare of Atlanta at Egleston (GAEH) , GAEH , TX1 , 2014/03/20 , Heart , 0 , 0 , 2 , 1 , 1 , 2 , 1 , 2 , 3 , 38 , 38 ,2013,1
Emory University Hospital (GAEM) , GAEM , TX1 , 2014/03/20 , Heart , 6 , 8 , 12 , 63 , 63 , 59 ,   ,   ,   ,   ,   ,2013,1
Georgia Health Sciences Medical Center (GAMC) , GAMC , TX1 , 2014/03/20 , Heart ,   ,   , 0 ,   ,   , 2 ,   ,   ,   ,   ,   ,2013,1
Saint Joseph's Hospital of Atlanta (GASJ) , GASJ , TX1 , 2014/03/20 , Heart , 3 , 8 , 4 , 36 , 36 , 24 ,   ,   ,   ,   ,   ,2013,1
Hawaii Medical Center East (HISF) , HISF , TX1 , 2014/03/20 , Heart ,   ,   , 1 ,   ,   , 3 ,   ,   ,   ,   ,   ,2013,1
University of Iowa Hospitals and Clinics (IAIV) , IAIV , TX1 , 2014/03/20 , Heart , 0 , 3 , 2 , 31 , 31 , 22 , 0 , 0 , 1 , 4 , 4 ,2013,1
Advocate Christ Medical Center (ILCH) , ILCH , TX1 , 2014/03/20 , Heart , 0 , 3 , 2 , 23 , 23 , 10 ,   ,   ,   ,   ,   ,2013,1
Ann & Robert H. Lurie Children's Hospital of Chicago (ILCM) , ILCM , TX1 , 2014/03/20 , Heart , 0 , 0 , 1 , 1 , 1 , 2 , 1 , 2 , 2 , 35 , 35 ,2013,1
Loyola University Medical Center (ILLU) , ILLU , TX1 , 2014/03/20 , Heart , 0 , 3 , 6 , 31 , 31 , 50 ,   ,   ,   ,   ,   ,2013,1
Northwestern Memorial Hospital (ILNM) , ILNM , TX1 , 2014/03/20 , Heart , 0 , 3 , 7 , 38 , 38 , 64 ,   ,   ,   ,   ,   ,2013,1
Rush University Medical Center (ILPL) , ILPL , TX1 , 2014/03/20 , Heart , 2 , 2 , 5 , 9 , 9 , 19 ,   ,   ,   ,   ,   ,2013,1
University of Chicago Medical Center (ILUC) , ILUC , TX1 , 2014/03/20 , Heart , 6 , 7 , 9 , 51 , 51 , 49 , 0 , 0 , 0 , 3 , 3 ,2013,1
Indiana University Health (INIM) , INIM , TX1 , 2014/03/20 , Heart , 1 , 3 , 10 , 40 , 40 , 28 , 0 , 0 , 0 , 10 , 10 ,2013,1
Lutheran Hospital of Fort Wayne (INLH) , INLH , TX1 , 2014/03/20 , Heart , 1 , 2 , 9 , 14 , 14 , 24 ,   ,   ,   ,   ,   ,2013,1
St Vincent Hospital and Health Care Center (INSV) , INSV , TX1 , 2014/03/20 , Heart , 0 , 5 , 7 , 52 , 52 , 36 ,   ,   ,   ,   ,   ,2013,1
"Via Christi Hospitals Wichita, Inc. (KSFW) ", KSFW , TX1 , 2014/03/20 , Heart ,   ,   , 4 ,   ,   , 15 ,   ,   ,   ,   ,   ,2013,1
Jewish Hospital (KYJH) , KYJH , TX1 , 2014/03/20 , Heart , 1 , 5 , 6 , 35 , 35 , 25 ,   ,   ,   ,   ,   ,2013,1
Kosair Children's Hospital (KYKC) , KYKC , TX1 , 2014/03/20 , Heart ,   ,   ,   ,   ,   ,   , 0 , 1 , 3 , 3 , 3 ,2013,1
University of Kentucky Medical Center (KYUK) , KYUK , TX1 , 2014/03/20 , Heart , 0 , 2 , 1 , 20 , 20 , 18 ,   ,   ,   ,   ,   ,2013,1
Ochsner Foundation Hospital (LAOF) , LAOF , TX1 , 2014/03/20 , Heart , 2 , 2 , 8 , 54 , 54 , 48 , 0 , 0 ,   , 3 , 3 ,2013,1
Tulane Medical Center (LATU) , LATU , TX1 , 2014/03/20 , Heart , 0 , 2 , 5 , 14 , 14 , 12 , 0 , 0 ,   , 1 , 1 ,2013,1
Boston Children's Hospital (MACH) , MACH , TX1 , 2014/03/20 , Heart ,   ,   , 2 ,   ,   , 3 , 1 , 2 , 7 , 23 , 23 ,2013,1
Massachusetts General Hospital (MAMG) , MAMG , TX1 , 2014/03/20 , Heart , 1 , 4 , 9 , 29 , 29 , 53 ,   ,   ,   ,   ,   ,2013,1
Tufts Medical Center (MANM) , MANM , TX1 , 2014/03/20 , Heart , 5 , 7 , 9 , 47 , 47 , 52 ,   ,   ,   ,   ,   ,2013,1
Brigham and Women's Hospital (MAPB) , MAPB , TX1 , 2014/03/20 , Heart , 2 , 2 , 6 , 45 , 45 , 52 ,   ,   , 0 ,   ,   ,2013,1
Johns Hopkins Hospital (MDJH) , MDJH , TX1 , 2014/03/20 , Heart , 2 , 4 , 14 , 31 , 31 , 36 , 0 , 2 , 2 , 16 , 16 ,2013,1
University of Maryland Medical System (MDUM) , MDUM , TX1 , 2014/03/20 , Heart , 0 , 1 , 19 , 26 , 26 , 52 ,   ,   ,   ,   ,   ,2013,1
Children's Hospital of Michigan (MICH) , MICH , TX1 , 2014/03/20 , Heart , 0 , 1 ,   , 2 , 2 ,   , 2 , 5 , 0 , 13 , 13 ,2013,1
Henry Ford Hospital (MIHF) , MIHF , TX1 , 2014/03/20 , Heart , 3 , 4 , 3 , 23 , 23 , 25 ,   ,   ,   ,   ,   ,2013,1
Spectrum Health (MISH) , MISH , TX1 , 2014/03/20 , Heart , 0 , 1 ,   , 15 , 15 ,   ,   ,   ,   ,   ,   ,2013,1
University of Michigan Medical Center (MIUM) , MIUM , TX1 , 2014/03/20 , Heart , 0 , 6 , 7 , 79 , 79 , 71 , 0 , 0 , 3 , 15 , 15 ,2013,1
Abbott Northwestern Hospital (MNAN) , MNAN , TX1 , 2014/03/20 , Heart , 3 , 3 , 1 , 28 , 28 , 12 ,   ,   ,   ,   ,   ,2013,1
Saint Marys Hospital (Mayo Clinic) (MNSM) , MNSM , TX1 , 2014/03/20 , Heart , 3 , 3 , 5 , 49 , 49 , 44 , 0 , 0 , 2 , 8 , 8 ,2013,1
"University of Minnesota Medical Center, Fairview (MNUM) ", MNUM , TX1 , 2014/03/20 , Heart , 0 , 4 , 7 , 46 , 46 , 78 , 2 , 3 , 1 , 16 , 16 ,2013,1
Barnes-Jewish Hospital (MOBH) , MOBH , TX1 , 2014/03/20 , Heart , 7 , 9 , 12 , 72 , 72 , 64 ,   ,   ,   ,   ,   ,2013,1
Cardinal Glennon Children's Hospital (MOCG) , MOCG , TX1 , 2014/03/20 , Heart ,   ,   ,   ,   ,   ,   , 1 , 1 , 0 , 4 , 4 ,2013,1
St. Louis Children's Hospital (MOCH) , MOCH , TX1 , 2014/03/20 , Heart , 0 , 0 , 3 , 4 , 4 , 4 , 2 , 7 , 14 , 54 , 54 ,2013,1
St Luke's Hospital of Kansas City (MOLH) , MOLH , TX1 , 2014/03/20 , Heart , 2 , 6 , 13 , 100 , 100 , 80 ,   ,   , 0 ,   ,   ,2013,1
Saint Louis University Hospital (MOSL) , MOSL , TX1 , 2014/03/20 , Heart ,   ,   , 0 ,   ,   , 1 ,   ,   ,   ,   ,   ,2013,1
University of Mississippi Medical Center (MSUM) , MSUM , TX1 , 2014/03/20 , Heart , 4 , 5 , 4 , 23 , 23 , 22 , 0 , 1 ,   , 3 , 3 ,2013,1
Wake Forest Baptist Medical Center (NCBG) , NCBG , TX1 , 2014/03/20 , Heart , 0 , 0 , 2 , 25 , 25 , 13 ,   ,   , 0 ,   ,   ,2013,1
Carolinas Medical Center (NCCM) , NCCM , TX1 , 2014/03/20 , Heart , 2 , 2 , 3 , 47 , 47 , 42 , 0 , 0 , 1 , 6 , 6 ,2013,1
Duke University Hospital (NCDU) , NCDU , TX1 , 2014/03/20 , Heart , 2 , 11 , 17 , 131 , 131 , 104 , 0 , 2 , 1 , 15 , 15 ,2013,1
University of North Carolina Hospitals (NCMH) , NCMH , TX1 , 2014/03/20 , Heart , 2 , 5 , 8 , 42 , 42 , 20 , 0 , 0 , 1 , 4 , 4 ,2013,1
BryanLGH Medical Center East (NEBM) , NEBM , TX1 , 2014/03/20 , Heart ,   ,   , 0 ,   ,   , 1 ,   ,   ,   ,   ,   ,2013,1
The Nebraska Medical Center (NEUN) , NEUN , TX1 , 2014/03/20 , Heart , 1 , 3 , 6 , 41 , 41 , 27 , 0 , 0 , 1 , 3 , 3 ,2013,1
Newark Beth Israel Medical Center (NJBI) , NJBI , TX1 , 2014/03/20 , Heart , 4 , 9 , 14 , 133 , 133 , 84 ,   ,   , 0 ,   ,   ,2013,1
Robert Wood Johnson University Hospital (NJRW) , NJRW , TX1 , 2014/03/20 , Heart , 0 , 1 , 3 , 32 , 32 , 22 ,   ,   ,   ,   ,   ,2013,1
Albany Medical Center Hospital (NYAM) , NYAM , TX1 , 2014/03/20 , Heart ,   ,   , 1 ,   ,   , 4 ,   ,   ,   ,   ,   ,2013,1
NY Presbyterian Hospital/Columbia Univ. Medical Center (NYCP) , NYCP , TX1 , 2014/03/20 , Heart , 6 , 13 , 37 , 149 , 149 , 169 , 1 , 3 , 5 , 48 , 48 ,2013,1
"Strong Memorial Hospital, University of Rochester Medical Center (NYFL) ", NYFL , TX1 , 2014/03/20 , Heart , 1 , 1 , 8 , 25 , 25 , 39 ,   ,   ,   ,   ,   ,2013,1
Montefiore Medical Center (NYMA) , NYMA , TX1 , 2014/03/20 , Heart , 0 , 1 , 3 , 40 , 40 , 25 , 0 , 2 , 0 , 19 , 19 ,2013,1
Mount Sinai Medical Center (NYMS) , NYMS , TX1 , 2014/03/20 , Heart , 4 , 8 , 7 , 59 , 59 , 28 , 3 , 3 , 2 , 9 , 9 ,2013,1
Westchester Medical Center (NYWC) , NYWC , TX1 , 2014/03/20 , Heart , 0 , 2 , 2 , 32 , 32 , 20 ,   ,   ,   ,   ,   ,2013,1
The Cleveland Clinic Foundation (OHCC) , OHCC , TX1 , 2014/03/20 , Heart , 2 , 7 , 19 , 119 , 119 , 133 , 0 , 1 , 3 , 9 , 9 ,2013,1
Nationwide Children's Hospital (OHCH) , OHCH , TX1 , 2014/03/20 , Heart , 0 , 0 ,   , 1 , 1 ,   , 1 , 1 , 3 , 6 , 6 ,2013,1
Children's Hospital Medical Center (OHCM) , OHCM , TX1 , 2014/03/20 , Heart ,   ,   ,   ,   ,   ,   , 0 , 1 , 1 , 17 , 17 ,2013,1
Ohio State University Medical Center (OHOU) , OHOU , TX1 , 2014/03/20 , Heart , 0 , 5 , 6 , 34 , 34 , 31 ,   ,   ,   ,   ,   ,2013,1
University of Cincinnati  Medical Center (OHUC) , OHUC , TX1 , 2014/03/20 , Heart ,   ,   , 4 ,   ,   , 8 ,   ,   ,   ,   ,   ,2013,1
University Hospitals of Cleveland (OHUH) , OHUH , TX1 , 2014/03/20 , Heart , 0 , 2 , 2 , 7 , 7 , 6 ,   ,   ,   ,   ,   ,2013,1
Integris Baptist Medical Center (OKBC) , OKBC , TX1 , 2014/03/20 , Heart , 2 , 4 , 8 , 31 , 31 , 28 , 0 , 1 , 0 , 1 , 1 ,2013,1
Saint Francis Hospital (OKSF) , OKSF , TX1 , 2014/03/20 , Heart ,   ,   , 0 ,   ,   , 1 ,   ,   ,   ,   ,   ,2013,1
Providence Portland Medical Center (ORPM) , ORPM , TX1 , 2014/03/20 , Heart , 0 , 1 , 0 , 4 , 4 , 5 ,   ,   ,   ,   ,   ,2013,1
Oregon Health & Science University (ORUO) , ORUO , TX1 , 2014/03/20 , Heart , 2 , 2 , 8 , 44 , 44 , 40 , 0 , 0 , 0 , 1 , 1 ,2013,1
Allegheny General Hospital (PAAG) , PAAG , TX1 , 2014/03/20 , Heart , 2 , 6 , 6 , 53 , 53 , 37 ,   ,   ,   ,   ,   ,2013,1
Children's Hospital of Pittsburgh of UPMC (PACH) , PACH , TX1 , 2014/03/20 , Heart , 0 , 0 , 0 , 2 , 2 , 1 , 0 , 0 , 3 , 25 , 25 ,2013,1
Children's Hospital of Philadelphia (PACP) , PACP , TX1 , 2014/03/20 , Heart , 0 , 0 , 1 , 1 , 1 , 1 , 2 , 2 , 3 , 30 , 30 ,2013,1
Penn State Milton S Hershey Medical Center (PAHE) , PAHE , TX1 , 2014/03/20 , Heart , 2 , 5 , 7 , 32 , 32 , 34 ,   ,   , 0 ,   ,   ,2013,1
Hahnemann University Hospital (PAHM) , PAHM , TX1 , 2014/03/20 , Heart , 1 , 1 , 6 , 22 , 22 , 26 ,   ,   ,   ,   ,   ,2013,1
The Lankenau Hospital (PALH) , PALH , TX1 , 2014/03/20 , Heart ,   ,   , 0 ,   ,   , 3 ,   ,   ,   ,   ,   ,2013,1
University of Pittsburgh Medical Center (PAPT) , PAPT , TX1 , 2014/03/20 , Heart , 8 , 16 , 25 , 103 , 103 , 125 ,   ,   ,   ,   ,   ,2013,1
Thomas Jefferson University Hospital (PATJ) , PATJ , TX1 , 2014/03/20 , Heart , 4 , 8 , 4 , 34 , 34 , 35 ,   ,   ,   ,   ,   ,2013,1
Temple University Hospital (PATU) , PATU , TX1 , 2014/03/20 , Heart , 2 , 3 , 1 , 8 , 8 , 13 ,   ,   ,   ,   ,   ,2013,1
Hospital of the University of Pennsylvania (PAUP) , PAUP , TX1 , 2014/03/20 , Heart , 6 , 12 , 24 , 125 , 125 , 119 , 0 , 0 ,   , 1 , 1 ,2013,1
Cardiovascular Center of Puerto Rico and the Caribbean (PRCC) , PRCC , TX1 , 2014/03/20 , Heart , 2 , 3 , 2 , 14 , 14 , 23 , 0 , 0 , 0 , 2 , 2 ,2013,1
Medical University of South Carolina (SCMU) , SCMU , TX1 , 2014/03/20 , Heart , 0 , 0 , 5 , 40 , 40 , 29 , 2 , 4 , 2 , 12 , 12 ,2013,1
Baptist Memorial Hospital (TNBM) , TNBM , TX1 , 2014/03/20 , Heart , 0 , 5 , 9 , 22 , 22 , 28 ,   ,   ,   ,   ,   ,2013,1
Saint Thomas Hospital (TNST) , TNST , TX1 , 2014/03/20 , Heart , 3 , 5 , 13 , 23 , 23 , 45 ,   ,   ,   ,   ,   ,2013,1
Vanderbilt University Medical Center (TNVU) , TNVU , TX1 , 2014/03/20 , Heart , 0 , 1 , 4 , 50 , 50 , 37 , 0 , 0 , 7 , 24 , 24 ,2013,1
Children's Medical Center of Dallas (TXCM) , TXCM , TX1 , 2014/03/20 , Heart , 0 , 0 ,   , 2 , 2 ,   , 0 , 3 , 10 , 26 , 26 ,2013,1
Seton Medical Center (TXCT) , TXCT , TX1 , 2014/03/20 , Heart , 2 , 4 , 6 , 28 , 28 , 25 ,   ,   ,   ,   ,   ,2013,1
Medical City Dallas Hospital (TXHD) , TXHD , TX1 , 2014/03/20 , Heart , 0 , 2 , 7 , 42 , 42 , 68 ,   ,   , 1 ,   ,   ,2013,1
St Luke's Medical Center (TXHI) , TXHI , TX1 , 2014/03/20 , Heart , 8 , 18 , 17 , 99 , 99 , 92 ,   ,   ,   ,   ,   ,2013,1
Methodist Specialty and Transplant Hospital (TXHS) , TXHS , TX1 , 2014/03/20 , Heart , 4 , 5 , 8 , 52 , 52 , 32 , 0 , 0 , 1 , 2 , 2 ,2013,1
University of Texas Medical Branch at Galveston (TXJS) , TXJS , TX1 , 2014/03/20 , Heart , 1 , 2 , 3 , 12 , 12 , 14 ,   ,   ,   ,   ,   ,2013,1
The Methodist Hospital (TXMH) , TXMH , TX1 , 2014/03/20 , Heart , 5 , 7 , 10 , 51 , 51 , 55 ,   ,   ,   ,   ,   ,2013,1
Christus Santa Rosa Hospital Medical Center (TXRM) , TXRM , TX1 , 2014/03/20 , Heart , 0 , 1 , 4 , 9 , 9 , 13 ,   ,   , 1 ,   ,   ,2013,1
University Hospital - St. Paul (TXSP) , TXSP , TX1 , 2014/03/20 , Heart , 0 , 3 , 2 , 56 , 56 , 28 ,   ,   ,   ,   ,   ,2013,1
Scott and White Memorial Hospital (TXSW) , TXSW , TX1 , 2014/03/20 , Heart , 0 , 2 ,   , 18 , 18 ,   ,   ,   ,   ,   ,   ,2013,1
Texas Children's Hospital (TXTC) , TXTC , TX1 , 2014/03/20 , Heart , 0 , 1 , 1 , 5 , 5 , 1 , 1 , 1 , 5 , 29 , 29 ,2013,1
Baylor University Medical Center (TXTX) , TXTX , TX1 , 2014/03/20 , Heart , 2 , 3 , 10 , 63 , 63 , 49 ,   ,   ,   ,   ,   ,2013,1
Intermountain Medical Center (UTLD) , UTLD , TX1 , 2014/03/20 , Heart , 0 , 0 , 2 , 35 , 35 , 40 ,   ,   ,   ,   ,   ,2013,1
University of Utah Medical Center (UTMC) , UTMC , TX1 , 2014/03/20 , Heart , 2 , 5 , 4 , 37 , 37 , 26 ,   ,   ,   ,   ,   ,2013,1
Primary Children's Medical Center (UTPC) , UTPC , TX1 , 2014/03/20 , Heart , 0 , 0 ,   , 1 , 1 ,   , 0 , 2 , 2 , 18 , 18 ,2013,1
Inova Fairfax Hospital (VAFH) , VAFH , TX1 , 2014/03/20 , Heart , 2 , 4 , 6 , 37 , 37 , 31 ,   ,   , 1 ,   ,   ,2013,1
Medical College of Virginia Hospitals (VAMC) , VAMC , TX1 , 2014/03/20 , Heart , 3 , 6 , 15 , 46 , 46 , 42 , 0 , 0 ,   , 1 , 1 ,2013,1
Hunter Holmes McGuire Veterans Administration Medical Center (VAMV) , VAMV , TX1 , 2014/03/20 , Heart , 1 , 1 , 3 , 13 , 13 , 11 ,   ,   ,   ,   ,   ,2013,1
Sentara Norfolk General Hospital (VANG) , VANG , TX1 , 2014/03/20 , Heart , 1 , 3 , 3 , 28 , 28 , 30 ,   ,   ,   ,   ,   ,2013,1
University of Virginia Health Sciences Center (VAUV) , VAUV , TX1 , 2014/03/20 , Heart , 5 , 7 , 3 , 37 , 37 , 26 , 0 , 0 , 2 , 6 , 6 ,2013,1
Seattle Children's Hospital (WACH) , WACH , TX1 , 2014/03/20 , Heart , 0 , 0 ,   , 1 , 1 ,   , 1 , 2 , 2 , 28 , 28 ,2013,1
Sacred Heart Medical Center (WASH) , WASH , TX1 , 2014/03/20 , Heart , 2 , 3 , 0 , 25 , 25 , 27 , 0 , 0 ,   , 1 , 1 ,2013,1
University of Washington Medical Center (WAUW) , WAUW , TX1 , 2014/03/20 , Heart , 2 , 3 , 5 , 55 , 55 , 53 , 0 , 0 , 0 , 1 , 1 ,2013,1
Children's Hospital of Wisconsin (WICH) , WICH , TX1 , 2014/03/20 , Heart , 0 , 1 , 1 , 2 , 2 , 2 , 0 , 5 , 5 , 36 , 36 ,2013,1
Froedtert Memorial Lutheran Hospital (WISE) , WISE , TX1 , 2014/03/20 , Heart , 0 , 0 , 1 , 3 , 3 , 5 ,   ,   ,   ,   ,   ,2013,1
Aurora St. Luke's Medical Center (WISL) , WISL , TX1 , 2014/03/20 , Heart , 7 , 15 , 4 , 98 , 98 , 27 ,   ,   ,   ,   ,   ,2013,1
University of Wisconsin Hospital and Clinics (WIUW) , WIUW , TX1 , 2014/03/20 , Heart , 0 , 5 , 6 , 45 , 45 , 39 ,   ,   ,   ,   ,   ,2013,1
Children's of Alabama (ALCH),ALCH,TX1,2019-01-06 18:00:00,HR,0,0,,1,1,,0,1,3,19,19,2018,11
University of Alabama Hospital (ALUA),ALUA,TX1,2019-01-06 18:00:00,HR,0,0,7,46,46,46,,,0,,,2018,11
Baptist Medical Center (ARBH),ARBH,TX1,2019-01-06 18:00:00,HR,0,1,5,41,41,29,,,,,,2018,11
Arkansas Children's Hospital (ARCH),ARCH,TX1,2019-01-06 18:00:00,HR,,,3,,,4,0,1,7,17,17,2018,11
Phoenix Children's Hospital (AZCH),AZCH,TX1,2019-01-06 18:00:00,HR,,,,,,,1,1,4,46,46,2018,11
Mayo Clinic Hospital (AZMC),AZMC,TX1,2019-01-06 18:00:00,HR,0,1,5,106,106,78,,,,,,2018,11
Banner University Medical Center-Tucson (AZUA),AZUA,TX1,2019-01-06 18:00:00,HR,2,4,5,22,22,8,,,,,,2018,11
Rady Children's Hospital and Health Center (CACH),CACH,TX1,2019-01-06 18:00:00,HR,,,,,,,0,0,0,6,6,2018,11
Childrens Hospital Los Angeles (CACL),CACL,TX1,2019-01-06 18:00:00,HR,0,0,1,1,1,3,0,0,0,15,15,2018,11
Cedars-Sinai Medical Center (CACS),CACS,TX1,2019-01-06 18:00:00,HR,8,20,38,254,254,261,0,0,,1,1,2018,11
Loma Linda University Medical Center (CALL),CALL,TX1,2019-01-06 18:00:00,HR,1,3,7,30,30,26,1,2,1,16,16,2018,11
Lucile Salter Packard Children's Hospital at Stanford (CAPC),CAPC,TX1,2019-01-06 18:00:00,HR,2,2,1,4,4,5,0,2,5,47,47,2018,11
California Pacific Medical Center (CAPM),CAPM,TX1,2019-01-06 18:00:00,HR,0,0,2,16,16,11,,,,,,2018,11
University of California San Diego Medical Center (CASD),CASD,TX1,2019-01-06 18:00:00,HR,0,1,6,64,64,41,0,0,,1,1,2018,11
University of California San Francisco Medical Center (CASF),CASF,TX1,2019-01-06 18:00:00,HR,3,4,5,40,40,33,,,,,,2018,11
Sutter Meidcal Center Sacramento (CASG),CASG,TX1,2019-01-06 18:00:00,HR,1,2,4,25,25,26,,,,,,2018,11
Sharp Memorial Hospital (CASH),CASH,TX1,2019-01-06 18:00:00,HR,1,2,5,27,27,30,,,,,,2018,11
Stanford Health Care (CASU),CASU,TX1,2019-01-06 18:00:00,HR,7,15,10,147,147,99,0,0,,1,1,2018,11
University of California at Los Angeles Medical Center (CAUC),CAUC,TX1,2019-01-06 18:00:00,HR,7,11,17,103,103,108,0,0,6,22,22,2018,11
Keck Hospital of USC (CAUH),CAUH,TX1,2019-01-06 18:00:00,HR,1,2,3,40,40,49,,,,,,2018,11
Children's Hospital Colorado (COCH),COCH,TX1,2019-01-06 18:00:00,HR,0,0,,1,1,,0,0,2,31,31,2018,11
University of Colorado Hospital/Health Science Center (COUC),COUC,TX1,2019-01-06 18:00:00,HR,5,8,8,73,73,61,,,,,,2018,11
Hartford Hospital (CTHH),CTHH,TX1,2019-01-06 18:00:00,HR,2,3,2,33,33,26,,,,,,2018,11
Yale New Haven Hospital (CTYN),CTYN,TX1,2019-01-06 18:00:00,HR,3,3,3,28,28,26,,,,,,2018,11
Children's National Medical Center (DCCH),DCCH,TX1,2019-01-06 18:00:00,HR,,,,,,,1,2,4,20,20,2018,11
Washington Hospital Center (DCWH),DCWH,TX1,2019-01-06 18:00:00,HR,2,2,13,44,44,34,,,0,,,2018,11
Alfred I DuPont Hospital for Children (DEAI),DEAI,TX1,2019-01-06 18:00:00,HR,,,,,,,0,1,1,4,4,2018,11
Johns Hopkins All Children's Hospital (FLAC),FLAC,TX1,2019-01-06 18:00:00,HR,,,0,,,1,0,0,6,22,22,2018,11
Cleveland Clinic Florida Weston (FLCC),FLCC,TX1,2019-01-06 18:00:00,HR,2,4,4,43,43,10,,,,,,2018,11
Florida Hospital Medical Center (FLFH),FLFH,TX1,2019-01-06 18:00:00,HR,2,10,3,120,120,29,,,,,,2018,11
Memorial Regional Hospital/Joe DiMaggio Children's Hospital (FLJD),FLJD,TX1,2019-01-06 18:00:00,HR,1,1,0,1,1,1,0,0,0,21,21,2018,11
Jackson Memorial Hospital University of Miami School of Medicine (FLJM),FLJM,TX1,2019-01-06 18:00:00,HR,3,7,4,63,63,27,0,0,0,7,7,2018,11
Memorial Regional Hospital (FLMR),FLMR,TX1,2019-01-06 18:00:00,HR,1,1,0,12,12,10,,,,,,2018,11
Mayo Clinic Florida (FLSL),FLSL,TX1,2019-01-06 18:00:00,HR,2,6,8,51,51,55,,,,,,2018,11
Tampa General Hospital (FLTG),FLTG,TX1,2019-01-06 18:00:00,HR,3,6,13,116,116,105,,,,,,2018,11
UF Health Shands Hospital (FLUF),FLUF,TX1,2019-01-06 18:00:00,HR,3,7,5,48,48,36,0,2,3,36,36,2018,11
Children's Healthcare of Atlanta at Egleston (GAEH),GAEH,TX1,2019-01-06 18:00:00,HR,0,0,0,1,1,2,0,1,7,40,40,2018,11
Emory University Hospital (GAEM),GAEM,TX1,2019-01-06 18:00:00,HR,3,8,11,88,88,70,,,,,,2018,11
Piedmont Hospital (GAPH),GAPH,TX1,2019-01-06 18:00:00,HR,0,6,4,30,30,18,,,,,,2018,11
University of Iowa Hospitals and Clinics Transplant Programs (IAIV),IAIV,TX1,2019-01-06 18:00:00,HR,0,0,3,25,25,27,0,1,1,11,11,2018,11
