ENTIRE_NAME,CTR_CD,CTR_TY,RELEASE_DATE,ORG,GSR_AD_OBS_C1M,GSR_AD_OBS_C1Y,GSR_AD_OBS_C3Y,GSR_AD_ACT_C1M,GSR_AD_ACT_C1Y,GSR_AD_ACT_C3Y,GSR_AD_ADJ_C1M,GSR_AD_ADJ_C1Y,GSR_AD_ADJ_C3Y,GSR_AD_EXP_C1M,GSR_AD_EXP_C1Y,GSR_AD_EXP_C3Y,GSR_AD_N_C1M,GSR_AD_N_C1Y,GSR_AD_N_C3Y,GSR_P0_OBS_C1M,GSR_P0_OBS_C1Y,GSR_P0_OBS_C3Y,GSR_P0_ACT_C1M,GSR_P0_ACT_C1Y,GSR_P0_ADJ_C1M,GSR_P0_ADJ_C1Y,GSR_P0_ADJ_C3Y,GSR_P0_EXP_C1M,GSR_P0_EXP_C1Y,GSR_P0_EXP_C3Y,GSR_P0_N_C1M,GSR_P0_N_C1Y,YEAR,MONTH
St Vincent Hospital and Health Care Center (INSV) , INSV , TX1 , 2012/07/13 , Kidney , 2 , 4 ,0,97.78,95.56,0, 97.57 , 93.13 ,0, 2.21 , 6.05 ,0, 90 , 90 ,0, 0 , 0 ,0, 100.00 , 100.00 , 99.33 , 97.01 ,0, 0.01 , 0.03 ,0, 1 , 1 ,2012,7
"Via Christi Regional Medical Center, St Francis Campus (KSFW) ", KSFW , TX1 , 2012/07/13 , Kidney , 3 , 5 , 10 ,95.77,92.47, 88.24 , 98.05 , 94.42 , 90.10 , 1.39 , 3.73 , 8.23 , 71 , 71 , 85 , 1 , 1 ,0, 66.67 , 66.67 , 98.52 , 97.02 ,0, 0.04 , 0.06 ,0, 3 , 3 ,2012,7
University of Kansas Hospital (KSUK) , KSUK , TX1 , 2012/07/13 , Kidney , 10 , 21 , 32 ,95.8,90.82, 84.76 , 97.81 , 93.80 , 86.10 , 5.18 , 13.46 , 29.42 , 238 , 238 , 210 , 0 , 0 ,0, 100.00 , 100.00 , 98.85 , 97.67 ,0, 0.02 , 0.04 ,0, 2 , 2 ,2012,7
Jewish Hospital (KYJH) , KYJH , TX1 , 2012/07/13 , Kidney , 6 , 13 , 21 ,97.16,93.43, 88.83 , 98.11 , 94.60 , 86.09 , 4.02 , 10.78 , 26.87 , 211 , 211 , 188 ,0,0, 0 ,0,0,0,0, 95.61 ,0,0, 0.04 ,0,0,2012,7
Kosair Children's Hospital (KYKC) , KYKC , TX1 , 2012/07/13 , Kidney , 0 , 0 ,0,100,100,0, 98.30 , 95.05 ,0, 0.02 , 0.05 ,0, 1 , 1 ,0, 0 , 0 , 1 , 100.00 , 100.00 , 98.71 , 97.40 , 88.12 , 0.08 , 0.13 , 1.10 , 6 , 6 ,2012,7
University of Kentucky Medical Center (KYUK) , KYUK , TX1 , 2012/07/13 , Kidney , 4 , 6 , 19 ,97.7,96.55, 85.50 , 98.08 , 94.55 , 87.42 , 3.35 , 9.10 , 16.73 , 174 , 174 , 131 , 0 , 0 ,0, 100.00 , 100.00 , 98.64 , 97.25 ,0, 0.05 , 0.09 ,0, 4 , 4 ,2012,7
Children's Hospital (LACH) , LACH , TX1 , 2012/07/13 , Kidney , 0 , 0 , 2 ,100,100, 50.00 , 97.99 , 94.20 , 79.08 , 0.04 , 0.10 , 0.86 , 2 , 2 , 4 , 0 , 0 , 3 , 100.00 , 100.00 , 98.26 , 95.94 , 81.55 , 0.35 , 0.75 , 3.16 , 20 , 20 ,2012,7
University Medical Center (LAMC) , LAMC , TX1 , 2012/07/13 , Kidney , 0 , 0 , 9 ,100,100, 83.02 , 98.96 , 96.98 , 83.96 , 0.06 , 0.18 , 8.30 , 6 , 6 , 53 ,0,0,0,0,0,0,0,0,0,0,0,0,0,2012,7
Ochsner Foundation Hospital (LAOF) , LAOF , TX1 , 2012/07/13 , Kidney , 5 , 8 , 17 ,98.04,96.66, 90.29 , 98.02 , 94.36 , 84.80 , 5.04 , 13.68 , 28.29 , 255 , 255 , 175 , 0 , 1 , 0 , 100.00 , 75.00 , 98.61 , 96.54 , 83.65 , 0.07 , 0.16 , 1.09 , 5 , 5 ,2012,7
Tulane Medical Center (LATU) , LATU , TX1 , 2012/07/13 , Kidney , 9 , 27 , 57 ,96.79,89.91, 78.16 , 97.55 , 93.08 , 81.65 , 6.83 , 17.82 , 48.18 , 280 , 280 , 261 , 2 , 2 , 3 , 50.00 , 50.00 , 98.67 , 97.31 , 87.48 , 0.05 , 0.07 , 2.06 , 4 , 4 ,2012,7
Willis-Knighton Medical Center (LAWK) , LAWK , TX1 , 2012/07/13 , Kidney , 2 , 4 , 26 ,97.14,94.11, 75.24 , 97.59 , 93.15 , 85.84 , 1.71 , 4.86 , 13.68 , 70 , 70 , 105 ,0,0, 1 ,0,0,0,0, 75.79 ,0,0, 0.08 ,0,0,2012,7
Beth Israel Deaconess Medical Center (MABI) , MABI , TX1 , 2012/07/13 , Kidney , 2 , 8 , 24 ,98.66,94.63, 81.54 , 98.04 , 94.41 , 86.64 , 2.93 , 7.91 , 16.53 , 149 , 149 , 130 ,0,0,0,0,0,0,0,0,0,0,0,0,0,2012,7
Baystate Medical Center (MABS) , MABS , TX1 , 2012/07/13 , Kidney , 2 , 4 , 7 ,97.67,95.09, 88.71 , 98.04 , 94.42 , 88.61 , 1.69 , 4.53 , 7.16 , 86 , 86 , 62 , 0 , 0 , 1 , 100.00 , 100.00 , 98.61 , 95.98 , 83.40 , 0.06 , 0.15 , 0.35 , 4 , 4 ,2012,7
Boston Medical Center (MABU) , MABU , TX1 , 2012/07/13 , Kidney , 3 , 7 , 14 ,96.67,92.22, 83.53 , 97.68 , 93.43 , 83.51 , 2.08 , 5.47 , 13.19 , 90 , 90 , 85 ,0,0, 0 ,0,0,0,0, 88.10 ,0,0, 0.13 ,0,0,2012,7
Children's Hospital (MACH) , MACH , TX1 , 2012/07/13 , Kidney , 0 , 1 , 1 ,100,90, 91.67 , 98.48 , 95.62 , 86.01 , 0.15 , 0.43 , 1.68 , 10 , 10 , 12 , 1 , 1 , 7 , 97.92 , 97.92 , 98.33 , 96.03 , 88.44 , 0.81 , 1.73 , 4.17 , 48 , 48 ,2012,7
Lahey Clinic Medical Center (MALC) , MALC , TX1 , 2012/07/13 , Kidney , 3 , 6 , 17 ,96.51,93.02, 79.01 , 97.80 , 93.78 , 87.35 , 1.89 , 4.90 , 9.52 , 86 , 86 , 81 ,0,0,0,0,0,0,0,0,0,0,0,0,0,2012,7
Massachusetts General Hospital (MAMG) , MAMG , TX1 , 2012/07/13 , Kidney , 3 , 11 , 21 ,98.47,93.85, 89.18 , 97.94 , 94.17 , 88.17 , 4.07 , 10.97 , 23.21 , 196 , 196 , 194 , 0 , 0 , 1 , 100.00 , 100.00 , 96.06 , 91.63 , 88.97 , 0.29 , 0.56 , 0.34 , 7 , 7 ,2012,7
Tufts Medical Center (MANM) , MANM , TX1 , 2012/07/13 , Kidney , 1 , 1 , 7 ,98.88,98.88, 91.95 , 98.76 , 96.42 , 89.40 , 1.11 , 2.98 , 9.47 , 89 , 89 , 87 , 0 , 0 , 2 , 100.00 , 100.00 , 98.92 , 96.88 , 89.99 , 0.08 , 0.21 , 0.65 , 7 , 7 ,2012,7
Brigham and Women's Hospital (MAPB) , MAPB , TX1 , 2012/07/13 , Kidney , 4 , 13 , 34 ,97.44,91.31, 83.33 , 97.94 , 94.15 , 86.07 , 3.21 , 8.49 , 27.90 , 156 , 156 , 204 ,0,0, 1 ,0,0,0,0, 79.02 ,0,0, 0.30 ,0,0,2012,7
UMass Memorial Medical Center (MAUM) , MAUM , TX1 , 2012/07/13 , Kidney , 3 , 5 , 18 ,97.39,95.65, 82.86 , 97.59 , 93.18 , 86.18 , 2.77 , 7.34 , 14.08 , 115 , 115 , 105 , 0 , 0 , 0 , 100.00 , 100.00 , 99.00 , 97.98 , 89.98 , 0.02 , 0.04 , 0.11 , 2 , 2 ,2012,7
Johns Hopkins Hospital (MDJH) , MDJH , TX1 , 2012/07/13 , Kidney , 12 , 30 , 58 ,97.75,93.96, 86.61 , 97.62 , 93.27 , 85.68 , 12.48 , 33.26 , 62.27 , 534 , 534 , 433 , 0 , 0 , 3 , 100.00 , 100.00 , 98.35 , 95.95 , 85.30 , 0.33 , 0.78 , 2.08 , 20 , 20 ,2012,7
Warren Grant Magnuson Clinical Center/National Institutes of Health (MDNI) , MDNI , TX1 , 2012/07/13 , Kidney ,0,0, 0 ,0,0, 100.00 ,0,0, 85.88 ,0,0, 1.88 ,0,0, 12 ,0,0, 1 ,0,0,0,0, 90.70 ,0,0, 0.08 ,0,0,2012,7
University of Maryland Medical System (MDUM) , MDUM , TX1 , 2012/07/13 , Kidney , 18 , 52 , 109 ,96.92,90.3, 80.18 , 97.00 , 91.62 , 79.77 , 17.72 , 46.17 , 113.72 , 584 , 584 , 550 , 0 , 0 , 1 , 100.00 , 100.00 , 99.31 , 97.29 , 85.01 , 0.03 , 0.12 , 0.78 , 5 , 5 ,2012,7
Maine Medical Center (MEMC) , MEMC , TX1 , 2012/07/13 , Kidney , 3 , 11 , 24 ,97.39,89.69, 80.65 , 97.94 , 94.14 , 87.87 , 2.39 , 6.58 , 14.03 , 115 , 115 , 124 , 0 , 0 , 1 , 100.00 , 100.00 , 99.33 , 97.01 , 85.36 , 0.01 , 0.04 , 1.22 , 2 , 2 ,2012,7
William Beaumont Hospital (MIBH) , MIBH , TX1 , 2012/07/13 , Kidney , 4 , 9 , 21 ,97.12,93.07, 85.21 , 97.25 , 92.26 , 84.48 , 3.78 , 10.26 , 23.01 , 139 , 139 , 142 , 0 , 0 , 1 , 100.00 , 100.00 , 99.33 , 97.01 , 73.26 , 0.01 , 0.03 , 0.26 , 1 , 1 ,2012,7
Children's Hospital of Michigan (MICH) , MICH , TX1 , 2012/07/13 , Kidney , 0 , 0 ,0,100,100,0, 98.50 , 95.69 ,0, 0.02 , 0.04 ,0, 1 , 1 ,0, 3 , 3 , 2 , 85.00 , 85.00 , 97.87 , 95.56 , 80.12 , 0.37 , 0.68 , 2.57 , 20 , 20 ,2012,7
Helen DeVos Children's Hospital (MIDV) , MIDV , TX1 , 2012/07/13 , Kidney , 0 , 0 , 0 ,100,100, 100.00 , 98.53 , 95.75 , 79.38 , 0.04 , 0.13 , 0.46 , 3 , 3 , 2 , 0 , 0 , 0 , 100.00 , 100.00 , 98.86 , 96.30 , 88.60 , 0.08 , 0.27 , 1.34 , 7 , 7 ,2012,7
Henry Ford Hospital (MIHF) , MIHF , TX1 , 2012/07/13 , Kidney , 3 , 13 , 45 ,98.77,94.3, 78.16 , 97.60 , 93.20 , 83.45 , 5.87 , 15.73 , 33.27 , 243 , 243 , 206 ,0,0,0,0,0,0,0,0,0,0,0,0,0,2012,7
Harper University Hospital Detroit Medical Center (MIHH) , MIHH , TX1 , 2012/07/13 , Kidney , 4 , 7 , 16 ,94.67,90.49, 83.33 , 97.62 , 93.25 , 82.46 , 1.78 , 4.73 , 17.17 , 75 , 75 , 96 ,0,0,0,0,0,0,0,0,0,0,0,0,0,2012,7
Hurley Medical Center (MIHM) , MIHM , TX1 , 2012/07/13 , Kidney ,0,0, 2 ,0,0, 89.47 ,0,0, 85.46 ,0,0, 2.89 ,0,0, 19 ,0,0,0,0,0,0,0,0,0,0,0,0,0,2012,7
St John Hospital and Medical Center (MISJ) , MISJ , TX1 , 2012/07/13 , Kidney , 1 , 4 , 20 ,99.25,96.81, 83.19 , 97.45 , 92.80 , 83.96 , 3.48 , 9.31 , 19.52 , 134 , 134 , 119 ,0,0, 0 ,0,0,0,0, 79.05 ,0,0, 0.24 ,0,0,2012,7
St. Mary's Health Care - Main Hospital (MISM) , MISM , TX1 , 2012/07/13 , Kidney , 3 , 13 , 18 ,98.68,93.58, 90.82 , 97.54 , 93.05 , 86.35 , 5.66 , 15.35 , 27.62 , 228 , 228 , 196 ,0,0,0,0,0,0,0,0,0,0,0,0,0,2012,7
University of Michigan Medical Center (MIUM) , MIUM , TX1 , 2012/07/13 , Kidney , 12 , 33 , 90 ,97.36,92.46, 83.96 , 97.94 , 94.13 , 85.77 , 9.21 , 24.63 , 76.30 , 454 , 454 , 561 , 1 , 2 , 6 , 94.44 , 88.15 , 98.25 , 95.95 , 85.43 , 0.31 , 0.70 , 4.26 , 18 , 18 ,2012,7
Abbott Northwestern Hospital (MNAN) , MNAN , TX1 , 2012/07/13 , Kidney , 2 , 5 , 8 ,96.83,92.06, 87.30 , 98.35 , 95.26 , 87.86 , 1.03 , 2.66 , 7.52 , 63 , 63 , 63 ,0,0, 0 ,0,0,0,0, 94.34 ,0,0, 0.06 ,0,0,2012,7
Hennepin County Medical Center (MNHC) , MNHC , TX1 , 2012/07/13 , Kidney , 4 , 16 , 18 ,98.2,92.08, 90.82 , 98.36 , 95.30 , 88.87 , 3.66 , 9.40 , 22.16 , 222 , 222 , 196 ,0,0,0,0,0,0,0,0,0,0,0,0,0,2012,7
Rochester Methodist Hospital (Mayo Clinic) (MNMC) , MNMC , TX1 , 2012/07/13 , Kidney , 4 , 8 , 31 ,98.98,97.9, 92.29 , 98.74 , 96.35 , 90.52 , 4.99 , 13.23 , 38.38 , 394 , 394 , 402 , 0 , 1 , 1 , 100.00 , 50.00 , 99.33 , 97.01 , 87.02 , 0.03 , 0.11 , 0.96 , 5 , 5 ,2012,7
Saint Marys Hospital (Mayo Clinic) (MNSM) , MNSM , TX1 , 2012/07/13 , Kidney ,0,0, 0 ,0,0, 100.00 ,0,0, 89.40 ,0,0, 0.11 ,0,0, 1 , 0 , 0 , 1 , 100.00 , 100.00 , 97.68 , 94.53 , 93.12 , 0.29 , 0.69 , 0.87 , 12 , 12 ,2012,7
"University of Minnesota Medical Center, Fairview (MNUM) ", MNUM , TX1 , 2012/07/13 , Kidney , 5 , 13 , 42 ,98.57,95.99, 89.47 , 97.90 , 94.06 , 85.31 , 7.34 , 20.24 , 61.66 , 349 , 349 , 399 , 0 , 4 , 4 , 100.00 , 87.27 , 98.62 , 96.24 , 89.58 , 0.46 , 1.12 , 6.16 , 33 , 33 ,2012,7
Barnes-Jewish Hospital (MOBH) , MOBH , TX1 , 2012/07/13 , Kidney , 6 , 19 , 41 ,98.76,95.85, 88.80 , 98.05 , 94.45 , 88.78 , 9.45 , 25.32 , 41.44 , 482 , 482 , 366 , 0 , 0 , 0 , 100.00 , 100.00 , 99.33 , 97.01 , 79.36 , 0.01 , 0.03 , 0.23 , 1 , 1 ,2012,7
Cardinal Glennon Children's Hospital (MOCG) , MOCG , TX1 , 2012/07/13 , Kidney , 0 , 0 ,0,100,100,0, 97.13 , 91.86 ,0, 0.03 , 0.06 ,0, 1 , 1 ,0, 0 , 0 , 2 , 100.00 , 100.00 , 97.38 , 94.60 , 84.95 , 0.27 , 0.46 , 1.99 , 10 , 10 ,2012,7
St. Louis Children's Hospital (MOCH) , MOCH , TX1 , 2012/07/13 , Kidney , 0 , 0 , 2 ,100,100, 0.00 , 98.97 , 96.98 , 86.63 , 0.02 , 0.06 , 0.10 , 2 , 2 , 2 , 0 , 0 , 4 , 100.00 , 100.00 , 98.07 , 95.72 , 86.31 , 0.31 , 0.63 , 3.62 , 16 , 16 ,2012,7
Children's Mercy Hospital (MOCM) , MOCM , TX1 , 2012/07/13 , Kidney , 0 , 0 , 2 ,100,100, 77.78 , 98.54 , 95.76 , 83.95 , 0.13 , 0.37 , 1.43 , 9 , 9 , 9 , 0 , 1 , 3 , 100.00 , 96.30 , 98.63 , 96.27 , 90.68 , 0.37 , 0.96 , 2.16 , 27 , 27 ,2012,7
St Luke's Hospital of Kansas City (MOLH) , MOLH , TX1 , 2012/07/13 , Kidney , 1 , 11 , 30 ,98.95,88.14, 79.87 , 97.27 , 92.30 , 86.12 , 2.61 , 6.69 , 19.70 , 95 , 95 , 149 ,0,0,0,0,0,0,0,0,0,0,0,0,0,2012,7
Research Medical Center (MORH) , MORH , TX1 , 2012/07/13 , Kidney , 6 , 11 , 16 ,95.71,91.93, 89.12 , 97.68 , 93.39 , 85.05 , 3.25 , 8.42 , 22.69 , 140 , 140 , 147 ,0,0,0,0,0,0,0,0,0,0,0,0,0,2012,7
Saint Louis University Hospital (MOSL) , MOSL , TX1 , 2012/07/13 , Kidney , 3 , 7 , 24 ,97.81,94.55, 86.52 , 97.42 , 92.73 , 85.87 , 3.54 , 9.60 , 25.98 , 137 , 137 , 178 ,0,0,0,0,0,0,0,0,0,0,0,0,0,2012,7
University of Missouri Hospital and Clinics (MOUM) , MOUM , TX1 , 2012/07/13 , Kidney , 5 , 7 , 13 ,91.67,88.09, 80.00 , 97.70 , 93.46 , 86.80 , 1.37 , 3.65 , 7.99 , 60 , 60 , 65 , 1 , 1 , 0 , 83.33 , 83.33 , 97.99 , 95.43 , 91.80 , 0.11 , 0.22 , 0.17 , 6 , 6 ,2012,7
University of Mississippi Medical Center (MSUM) , MSUM , TX1 , 2012/07/13 , Kidney , 3 , 9 , 31 ,98.1,93.88, 83.68 , 98.05 , 94.42 , 83.99 , 3.10 , 8.29 , 30.47 , 158 , 158 , 190 ,0,0, 0 ,0,0,0,0, 72.55 ,0,0, 0.65 ,0,0,2012,7
North Carolina Baptist Hospital (NCBG) , NCBG , TX1 , 2012/07/13 , Kidney , 11 , 37 , 82 ,97.32,90.39, 77.66 , 96.46 , 90.16 , 80.59 , 14.65 , 38.12 , 69.96 , 411 , 411 , 367 , 0 , 1 , 0 , 100.00 , 92.86 , 97.56 , 94.86 , 84.12 , 0.45 , 0.90 , 2.34 , 18 , 18 ,2012,7
Carolinas Medical Center (NCCM) , NCCM , TX1 , 2012/07/13 , Kidney , 12 , 33 , 35 ,96.6,90.07, 88.75 , 97.95 , 94.15 , 86.28 , 7.18 , 18.65 , 42.72 , 353 , 353 , 311 , 2 , 2 , 6 , 81.82 , 81.82 , 97.34 , 94.28 , 84.33 , 0.29 , 0.49 , 2.59 , 11 , 11 ,2012,7
Duke University Hospital (NCDU) , NCDU , TX1 , 2012/07/13 , Kidney , 13 , 29 , 33 ,94.67,87.66, 85.46 , 97.52 , 92.99 , 82.24 , 5.95 , 15.23 , 40.87 , 244 , 244 , 227 , 0 , 0 , 0 , 100.00 , 100.00 , 97.11 , 93.82 , 85.00 , 0.12 , 0.26 , 1.32 , 4 , 4 ,2012,7
Vidant Medical Center (NCEC) , NCEC , TX1 , 2012/07/13 , Kidney , 3 , 9 , 27 ,98.04,93.59, 71.88 , 97.29 , 92.36 , 80.33 , 4.13 , 10.73 , 17.50 , 153 , 153 , 96 , 0 , 0 , 0 , 100.00 , 100.00 , 99.33 , 97.01 , 91.40 , 0.01 , 0.02 , 0.18 , 1 , 1 ,2012,7
University of North Carolina Hospitals (NCMH) , NCMH , TX1 , 2012/07/13 , Kidney , 3 , 8 , 14 ,98.1,94.56, 90.07 , 97.66 , 93.37 , 84.52 , 3.68 , 9.63 , 23.91 , 158 , 158 , 141 , 0 , 0 , 2 , 100.00 , 100.00 , 97.93 , 95.52 , 82.67 , 0.31 , 0.69 , 3.12 , 15 , 15 ,2012,7
Medcenter One Health Systems (NDMC) , NDMC , TX1 , 2012/07/13 , Kidney , 0 , 4 , 4 ,100,87.5, 90.70 , 98.06 , 94.49 , 84.19 , 0.63 , 1.47 , 6.71 , 32 , 32 , 43 ,0,0,0,0,0,0,0,0,0,0,0,0,0,2012,7
Sanford Medical Center Fargo (NDSL) , NDSL , TX1 , 2012/07/13 , Kidney , 2 , 5 , 8 ,96.92,91.44, 88.06 , 98.18 , 94.81 , 87.67 , 1.19 , 3.23 , 8.08 , 65 , 65 , 67 , 0 , 0 ,0, 100.00 , 100.00 , 99.33 , 97.01 ,0, 0.01 , 0.03 ,0, 1 , 1 ,2012,7
The Nebraska Medical Center (NEUN) , NEUN , TX1 , 2012/07/13 , Kidney , 9 , 18 , 39 ,96.84,93.44, 85.87 , 97.82 , 93.81 , 87.56 , 6.15 , 16.25 , 34.39 , 285 , 285 , 276 , 0 , 0 , 1 , 100.00 , 100.00 , 98.99 , 96.89 , 89.84 , 0.20 , 0.58 , 1.17 , 20 , 20 ,2012,7
Mary Hitchcock Memorial Hospital (NHDH) , NHDH , TX1 , 2012/07/13 , Kidney , 6 , 11 , 14 ,95.04,90.31, 86.14 , 98.26 , 95.03 , 87.28 , 2.03 , 5.26 , 12.83 , 121 , 121 , 101 , 0 , 0 , 0 , 100.00 , 100.00 , 99.25 , 97.25 , 90.01 , 0.03 , 0.11 , 0.53 , 4 , 4 ,2012,7
Newark Beth Israel Medical Center (NJBI) , NJBI , TX1 , 2012/07/13 , Kidney , 5 , 17 , 19 ,97.35,90.28, 83.62 , 97.01 , 91.63 , 81.06 , 5.63 , 14.39 , 23.03 , 189 , 189 , 116 ,0,0,0,0,0,0,0,0,0,0,0,0,0,2012,7
Hackensack University Medical Center (NJHK) , NJHK , TX1 , 2012/07/13 , Kidney , 6 , 12 , 27 ,94.06,87.6, 76.11 , 97.56 , 93.14 , 83.26 , 2.43 , 6.18 , 17.72 , 101 , 101 , 113 , 1 , 2 , 3 , 91.67 , 83.33 , 97.15 , 94.19 , 79.90 , 0.31 , 0.50 , 1.72 , 12 , 12 ,2012,7
Our Lady of Lourdes Medical Center (NJLL) , NJLL , TX1 , 2012/07/13 , Kidney , 1 , 1 , 9 ,98.31,98.31, 85.00 , 98.00 , 94.29 , 84.84 , 1.18 , 3.21 , 9.14 , 59 , 59 , 60 ,0,0,0,0,0,0,0,0,0,0,0,0,0,2012,7
Robert Wood Johnson University Hospital (NJRW) , NJRW , TX1 , 2012/07/13 , Kidney , 8 , 22 , 47 ,96.24,89.12, 79.65 , 97.77 , 93.68 , 83.79 , 4.72 , 12.28 , 35.60 , 213 , 213 , 231 , 0 , 1 , 0 , 100.00 , 80.00 , 97.55 , 94.58 , 88.25 , 0.15 , 0.32 , 1.39 , 6 , 6 ,2012,7
Saint Barnabas Medical Center (NJSB) , NJSB , TX1 , 2012/07/13 , Kidney , 14 , 31 , 71 ,97.3,93.78, 85.12 , 97.81 , 93.81 , 84.81 , 11.41 , 30.10 , 71.69 , 519 , 519 , 477 , 0 , 0 , 3 , 100.00 , 100.00 , 98.61 , 96.65 , 83.48 , 0.13 , 0.28 , 3.23 , 9 , 9 ,2012,7
"University Hospital, University of New Mexico Health Sciences Center (NMAQ) ", NMAQ , TX1 , 2012/07/13 , Kidney , 1 , 3 , 10 ,99.01,96.88, 88.37 , 98.04 , 94.40 , 86.45 , 2.01 , 5.55 , 12.02 , 101 , 101 , 86 , 0 , 0 , 0 , 100.00 , 100.00 , 99.00 , 97.43 , 87.36 , 0.06 , 0.16 , 1.10 , 6 , 6 ,2012,7
Presbyterian Hospital (NMPH) , NMPH , TX1 , 2012/07/13 , Kidney , 2 , 6 , 14 ,98.13,93.76, 85.26 , 98.09 , 94.55 , 87.82 , 2.04 , 5.35 , 11.13 , 107 , 107 , 95 ,0,0,0,0,0,0,0,0,0,0,0,0,0,2012,7
Sunrise Hospital and Medical Center (NVHH) , NVHH , TX1 , 2012/07/13 , Kidney ,0,0, 4 ,0,0, 91.49 ,0,0, 88.37 ,0,0, 5.06 ,0,0, 47 ,0,0,0,0,0,0,0,0,0,0,0,0,0,2012,7
University Medical Center of Southern Nevada (NVUM) , NVUM , TX1 , 2012/07/13 , Kidney , 2 , 5 , 15 ,98.11,95.05, 83.70 , 98.57 , 95.88 , 87.81 , 1.52 , 4.09 , 10.90 , 106 , 106 , 92 , 0 , 0 , 1 , 100.00 , 100.00 , 98.41 , 96.80 , 80.72 , 0.10 , 0.20 , 0.78 , 6 , 6 ,2012,7
Albany Medical Center Hospital (NYAM) , NYAM , TX1 , 2012/07/13 , Kidney , 1 , 1 , 6 ,99.15,99.15, 95.77 , 98.08 , 94.52 , 88.35 , 2.27 , 6.22 , 17.45 , 117 , 117 , 142 ,0,0, 0 ,0,0,0,0, 87.07 ,0,0, 0.42 ,0,0,2012,7
Buffalo General Hospital/ Children's Hospital (NYBU) , NYBU , TX1 , 2012/07/13 , Kidney , 3 , 12 , 21 ,97.83,91.1, 86.62 , 97.63 , 93.30 , 84.71 , 3.27 , 8.53 , 24.56 , 138 , 138 , 157 ,0,0, 0 ,0,0,0,0, 86.39 ,0,0, 0.15 ,0,0,2012,7
NY Presbyterian Hospital/Columbia Univ. Medical Center (NYCP) , NYCP , TX1 , 2012/07/13 , Kidney , 10 , 28 , 102 ,98.28,94.78, 83.03 , 97.91 , 94.10 , 85.92 , 12.19 , 32.27 , 82.24 , 581 , 581 , 601 , 0 , 0 , 3 , 100.00 , 100.00 , 98.95 , 96.73 , 89.25 , 0.18 , 0.53 , 1.32 , 17 , 17 ,2012,7
"State University of New York, Downstate Medical Center (NYDS) ", NYDS , TX1 , 2012/07/13 , Kidney , 2 , 5 , 59 ,96.15,88.52, 70.94 , 96.87 , 91.20 , 78.60 , 1.64 , 4.16 , 41.66 , 52 , 52 , 203 , 0 , 0 , 3 , 100.00 , 100.00 , 98.31 , 96.60 , 79.05 , 0.07 , 0.12 , 1.37 , 4 , 4 ,2012,7
Erie County Medical Center (NYEC) , NYEC , TX1 , 2012/07/13 , Kidney , 3 , 7 , 18 ,96.39,91.57, 83.64 , 97.80 , 93.76 , 85.45 , 1.84 , 4.88 , 16.17 , 83 , 83 , 110 ,0,0,0,0,0,0,0,0,0,0,0,0,0,2012,7
"Strong Memorial Hospital, University of Rochester Medical Center (NYFL) ", NYFL , TX1 , 2012/07/13 , Kidney , 6 , 15 , 9 ,96.23,90.14, 93.08 , 97.98 , 94.25 , 87.68 , 3.23 , 8.56 , 16.20 , 159 , 159 , 130 , 0 , 0 , 1 , 100.00 , 100.00 , 98.22 , 96.02 , 90.97 , 0.22 , 0.47 , 0.68 , 12 , 12 ,2012,7
Montefiore Medical Center (NYMA) , NYMA , TX1 , 2012/07/13 , Kidney , 12 , 22 , 35 ,94.85,90.1, 85.66 , 97.42 , 92.74 , 84.24 , 5.94 , 15.90 , 39.13 , 233 , 233 , 244 , 0 , 1 , 4 , 100.00 , 96.00 , 97.67 , 94.88 , 86.64 , 0.59 , 1.22 , 1.78 , 25 , 25 ,2012,7
Mount Sinai Medical Center (NYMS) , NYMS , TX1 , 2012/07/13 , Kidney , 21 , 40 , 71 ,95.1,90.04, 82.03 , 97.00 , 91.66 , 82.60 , 12.61 , 33.09 , 66.19 , 429 , 429 , 395 , 0 , 2 , 5 , 100.00 , 92.69 , 95.55 , 90.99 , 86.47 , 1.34 , 2.65 , 4.99 , 29 , 29 ,2012,7
North Shore University Hospital (NYNS) , NYNS , TX1 , 2012/07/13 , Kidney , 2 , 4 , 2 ,97.44,94.5, 88.89 , 98.76 , 96.39 , 90.94 , 0.97 , 2.56 , 1.66 , 78 , 78 , 18 ,0,0,0,0,0,0,0,0,0,0,0,0,0,2012,7
New York-Presbyterian Hospital/ Weill Cornell Medical Center (NYNY) , NYNY , TX1 , 2012/07/13 , Kidney , 8 , 32 , 72 ,98.41,93.11, 86.05 , 97.64 , 93.34 , 85.40 , 11.88 , 31.89 , 75.89 , 502 , 502 , 516 , 0 , 1 , 0 , 100.00 , 94.12 , 99.06 , 96.66 , 93.11 , 0.16 , 0.51 , 0.79 , 17 , 17 ,2012,7
University Hospital of State University of New York at Stony Brook (NYSB) , NYSB , TX1 , 2012/07/13 , Kidney , 7 , 15 , 32 ,95.45,89.97, 82.42 , 96.45 , 90.15 , 81.87 , 5.46 , 14.35 , 31.90 , 154 , 154 , 182 , 0 , 1 , 0 , 100.00 , 80.00 , 98.38 , 96.42 , 88.22 , 0.08 , 0.17 , 0.76 , 5 , 5 ,2012,7
