ENTIRE_NAME,CTR_CD,CTR_TY,RELEASE_DATE,ORG,GSR_AD_OBS_C1M,GSR_AD_OBS_C1Y,GSR_AD_OBS_C3Y,GSR_AD_ACT_C1M,GSR_AD_ACT_C1Y,GSR_AD_ACT_C3Y,GSR_AD_ADJ_C1M,GSR_AD_ADJ_C1Y,GSR_AD_ADJ_C3Y,GSR_AD_EXP_C1M,GSR_AD_EXP_C1Y,GSR_AD_EXP_C3Y,GSR_AD_N_C1M,GSR_AD_N_C1Y,GSR_AD_N_C3Y,GSR_P0_OBS_C1M,GSR_P0_OBS_C1Y,GSR_P0_OBS_C3Y,GSR_P0_ACT_C1M,GSR_P0_ACT_C1Y,GSR_P0_ACT_C3Y,GSR_P0_ADJ_C1M,GSR_P0_ADJ_C1Y,GSR_P0_ADJ_C3Y,GSR_P0_EXP_C1M,GSR_P0_EXP_C1Y,GSR_P0_EXP_C3Y,GSR_P0_N_C1M,GSR_P0_N_C1Y,YEAR,MONTH
Mayo Clinic Florida (FLSL) , FLSL , TX1 , 2014/03/20 , Lung , 4 , 20 , 36 ,96.3,81.48, 62.29 , 95.29 , 82.28 , 63.00 , 5.22 , 19.21 , 37.52 , 108 , 108 , 96 ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2013,1
Tampa General Hospital (FLTG) , FLTG , TX1 , 2014/03/20 , Lung , 5 , 16 , 32 ,96.21,87.88, 67.25 , 95.68 , 83.60 , 64.61 , 5.75 , 22.08 , 35.95 , 132 , 132 , 98 ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2013,1
Shands Hospital at The University of Florida (FLUF) , FLUF , TX1 , 2014/03/20 , Lung , 4 , 18 , 35 ,95.18,78.31, 56.79 , 93.56 , 76.73 , 51.03 , 5.42 , 18.40 , 36.67 , 83 , 83 , 81 ,0,0, 3 ,0,0, 0.00 ,0,0,0,0,0,0,0,0,2013,1
Emory University Hospital (GAEM) , GAEM , TX1 , 2014/03/20 , Lung , 6 , 15 , 19 ,92.77,81.93, 69.35 , 95.71 , 83.46 , 57.23 , 3.50 , 13.01 , 29.06 , 83 , 83 , 62 ,0,0, 2 ,0,0, 0.00 ,0,0,0,0,0,0,0,0,2013,1
University of Iowa Hospitals and Clinics (IAIV) , IAIV , TX1 , 2014/03/20 , Lung , 1 , 3 , 5 ,97.44,92.31, 81.48 , 96.72 , 87.13 , 69.92 , 1.28 , 5.12 , 8.80 , 39 , 39 , 27 ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2013,1
Loyola University Medical Center (ILLU) , ILLU , TX1 , 2014/03/20 , Lung , 4 , 12 , 38 ,95.45,86.36, 65.01 , 96.14 , 85.09 , 63.58 , 3.44 , 13.37 , 37.12 , 88 , 88 , 109 , 1 , 1 , 0 , 50.00 , 50.00 , 100.00 ,0,0,0,0,0,0, 2 , 2 ,2013,1
University of Chicago Medical Center (ILUC) , ILUC , TX1 , 2014/03/20 , Lung , 3 , 8 , 11 ,89.29,71.43, 69.44 , 95.28 , 82.33 , 67.65 , 1.27 , 4.37 , 10.96 , 28 , 28 , 36 , 0 , 0 ,0, 100.00 , 100.00 ,0,0,0,0,0,0,0, 1 , 1 ,2013,1
Indiana University Health (INIM) , INIM , TX1 , 2014/03/20 , Lung , 2 , 7 , 34 ,97.75,92.13, 57.50 , 96.53 , 86.49 , 68.21 , 3.03 , 11.99 , 23.12 , 89 , 89 , 80 ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2013,1
Jewish Hospital (KYJH) , KYJH , TX1 , 2014/03/20 , Lung , 2 , 4 , 5 ,91.3,82.61, 75.00 , 96.76 , 87.21 , 70.68 , 0.74 , 2.69 , 6.17 , 23 , 23 , 20 ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2013,1
University of Kentucky Medical Center (KYUK) , KYUK , TX1 , 2014/03/20 , Lung , 2 , 7 , 24 ,94.74,81.58, 46.67 , 95.45 , 82.64 , 65.54 , 1.69 , 6.67 , 12.85 , 38 , 38 , 45 , 0 , 0 ,0, 100.00 , 100.00 ,0,0,0,0,0,0,0, 2 , 2 ,2013,1
Ochsner Foundation Hospital (LAOF) , LAOF , TX1 , 2014/03/20 , Lung , 1 , 6 ,0,97.3,83.78,0, 96.97 , 88.07 ,0, 1.10 , 4.31 ,0, 37 , 37 ,0, 0 , 0 ,0, 100.00 , 100.00 ,0,0,0,0,0,0,0, 2 , 2 ,2013,1
Boston Children's Hospital (MACH) , MACH , TX1 , 2014/03/20 , Lung , 0 , 0 , 0 ,100,100, 100.00 , 97.60 , 90.39 , 72.74 , 0.12 , 0.51 , 0.32 , 5 , 5 , 1 , 2 , 3 , 4 , 80.00 , 70.00 , 50.00 ,0,0,0,0,0,0, 10 , 10 ,2013,1
Massachusetts General Hospital (MAMG) , MAMG , TX1 , 2014/03/20 , Lung , 2 , 4 , 10 ,93.75,87.5, 54.55 , 96.77 , 87.36 , 64.19 , 0.93 , 3.58 , 6.75 , 32 , 32 , 22 ,0,0, 0 ,0,0, 100.00 ,0,0,0,0,0,0,0,0,2013,1
Brigham and Women's Hospital (MAPB) , MAPB , TX1 , 2014/03/20 , Lung , 4 , 11 , 21 ,95.06,86.42, 67.19 , 96.19 , 85.31 , 66.85 , 3.10 , 11.64 , 21.20 , 81 , 81 , 64 ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2013,1
Johns Hopkins Hospital (MDJH) , MDJH , TX1 , 2014/03/20 , Lung , 0 , 7 , 13 ,100,88.71, 70.45 , 95.32 , 82.52 , 59.62 , 3.02 , 10.96 , 19.21 , 62 , 62 , 44 ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2013,1
University of Maryland Medical System (MDUM) , MDUM , TX1 , 2014/03/20 , Lung , 1 , 6 , 24 ,98.28,89.66, 53.85 , 95.85 , 84.02 , 54.88 , 2.44 , 9.36 , 22.78 , 58 , 58 , 52 ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2013,1
Henry Ford Hospital (MIHF) , MIHF , TX1 , 2014/03/20 , Lung , 3 , 7 , 10 ,88.89,74.07, 62.96 , 96.45 , 86.13 , 64.05 , 0.93 , 3.43 , 9.71 , 27 , 27 , 27 ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2013,1
University of Michigan Medical Center (MIUM) , MIUM , TX1 , 2014/03/20 , Lung , 3 , 7 , 15 ,95.71,90, 78.87 , 96.51 , 86.37 , 67.78 , 2.44 , 9.37 , 23.24 , 70 , 70 , 71 ,0,0, 0 ,0,0, 100.00 ,0,0,0,0,0,0,0,0,2013,1
Saint Marys Hospital (Mayo Clinic) (MNSM) , MNSM , TX1 , 2014/03/20 , Lung , 4 , 10 , 11 ,89.74,74.36, 67.81 , 95.49 , 83.65 , 70.70 , 1.80 , 5.58 , 9.68 , 39 , 39 , 35 ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2013,1
"University of Minnesota Medical Center, Fairview (MNUM) ", MNUM , TX1 , 2014/03/20 , Lung , 1 , 6 , 18 ,98.21,89.29, 73.44 , 96.25 , 85.40 , 66.61 , 2.12 , 8.49 , 23.25 , 56 , 56 , 68 ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2013,1
Barnes-Jewish Hospital (MOBH) , MOBH , TX1 , 2014/03/20 , Lung , 4 , 20 , 42 ,97.42,87.1, 70.00 , 96.22 , 85.48 , 66.63 , 5.93 , 23.79 , 48.78 , 155 , 155 , 140 ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2013,1
St. Louis Children's Hospital (MOCH) , MOCH , TX1 , 2014/03/20 , Lung , 0 , 0 , 3 ,100,100, 30.00 , 96.76 , 87.18 , 53.75 , 0.03 , 0.14 , 2.73 , 1 , 1 , 5 , 4 , 8 , 14 , 89.47 , 78.95 , 53.33 ,0,0,0,0,0,0, 38 , 38 ,2013,1
Duke University Hospital (NCDU) , NCDU , TX1 , 2014/03/20 , Lung , 7 , 42 , 52 ,97.68,86.09, 68.33 , 95.03 , 81.09 , 63.72 , 15.29 , 59.78 , 62.65 , 302 , 302 , 165 , 0 , 3 , 0 , 100.00 , 66.67 , 100.00 ,0,0,0,0,0,0, 9 , 9 ,2013,1
University of North Carolina Hospitals (NCMH) , NCMH , TX1 , 2014/03/20 , Lung , 1 , 8 , 16 ,95.83,66.67, 50.00 , 95.99 , 84.47 , 58.20 , 0.97 , 3.35 , 11.75 , 24 , 24 , 32 , 0 , 0 , 2 , 100.00 , 100.00 , 60.00 ,0,0,0,0,0,0, 4 , 4 ,2013,1
Newark Beth Israel Medical Center (NJBI) , NJBI , TX1 , 2014/03/20 , Lung , 2 , 7 , 5 ,92.59,74.07, 37.50 , 95.48 , 82.92 , 65.52 , 1.22 , 4.24 , 2.28 , 27 , 27 , 8 ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2013,1
NY Presbyterian Hospital/Columbia Univ. Medical Center (NYCP) , NYCP , TX1 , 2014/03/20 , Lung , 6 , 15 , 26 ,95.65,89.13, 78.86 , 96.50 , 86.31 , 64.67 , 4.84 , 19.13 , 48.93 , 138 , 138 , 123 , 0 , 0 , 2 , 100.00 , 100.00 , 33.33 ,0,0,0,0,0,0, 4 , 4 ,2013,1
Mount Sinai Medical Center (NYMS) , NYMS , TX1 , 2014/03/20 , Lung ,0,0, 7 ,0,0, 53.33 ,0,0, 59.81 ,0,0, 5.24 ,0,0, 15 ,0,0, 1 ,0,0, 0.00 ,0,0,0,0,0,0,0,0,2013,1
The Cleveland Clinic Foundation (OHCC) , OHCC , TX1 , 2014/03/20 , Lung , 12 , 50 , 74 ,95.95,83.11, 63.13 , 96.16 , 85.13 , 63.36 , 11.45 , 43.98 , 73.14 , 296 , 296 , 202 ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2013,1
Nationwide Children's Hospital (OHCH) , OHCH , TX1 , 2014/03/20 , Lung , 0 , 1 , 2 ,100,50, 0.00 , 97.82 , 91.21 , 74.22 , 0.04 , 0.17 , 0.56 , 2 , 2 , 2 , 0 , 0 , 1 , 100.00 , 100.00 , 50.00 ,0,0,0,0,0,0, 2 , 2 ,2013,1
Ohio State University Medical Center (OHOU) , OHOU , TX1 , 2014/03/20 , Lung ,0,0, 2 ,0,0, 80.00 ,0,0, 71.41 ,0,0, 3.10 ,0,0, 10 ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2013,1
University Hospitals of Cleveland (OHUH) , OHUH , TX1 , 2014/03/20 , Lung , 2 , 2 , 2 ,81.82,81.82, 75.00 , 96.61 , 86.69 , 68.78 , 0.35 , 1.32 , 2.24 , 11 , 11 , 8 ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2013,1
Integris Baptist Medical Center (OKBC) , OKBC , TX1 , 2014/03/20 , Lung , 2 , 5 , 13 ,94.59,86.49, 55.17 , 96.42 , 86.04 , 65.82 , 1.34 , 5.35 , 9.51 , 37 , 37 , 29 ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2013,1
Allegheny General Hospital (PAAG) , PAAG , TX1 , 2014/03/20 , Lung , 0 , 2 , 2 ,100,0, 33.33 , 92.41 , 72.73 , 55.71 , 0.16 , 0.41 , 0.60 , 2 , 2 , 3 ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2013,1
Children's Hospital of Pittsburgh of UPMC (PACH) , PACH , TX1 , 2014/03/20 , Lung ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, 0 , 0 , 1 , 100.00 , 100.00 , 83.33 ,0,0,0,0,0,0, 5 , 5 ,2013,1
Children's Hospital of Philadelphia (PACP) , PACP , TX1 , 2014/03/20 , Lung , 0 , 0 ,0,100,100,0, 97.03 , 88.18 ,0, 0.06 , 0.25 ,0, 2 , 2 ,0, 1 , 2 , 0 , 75.00 , 50.00 , 100.00 ,0,0,0,0,0,0, 4 , 4 ,2013,1
University of Pittsburgh Medical Center (PAPT) , PAPT , TX1 , 2014/03/20 , Lung , 8 , 41 , 100 ,97.37,86.51, 65.96 , 95.93 , 84.36 , 64.62 , 12.40 , 47.39 , 101.09 , 304 , 304 , 294 , 1 , 1 , 0 , 0.00 , 0.00 , 100.00 ,0,0,0,0,0,0, 1 , 1 ,2013,1
Temple University Hospital (PATU) , PATU , TX1 , 2014/03/20 , Lung , 2 , 7 , 52 ,94.12,79.41, 36.59 , 95.77 , 83.63 , 57.30 , 1.45 , 5.55 , 26.90 , 34 , 34 , 82 ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2013,1
Hospital of the University of Pennsylvania (PAUP) , PAUP , TX1 , 2014/03/20 , Lung , 5 , 23 , 29 ,96.15,82.27, 73.80 , 96.45 , 86.11 , 67.50 , 4.64 , 17.72 , 36.33 , 130 , 130 , 111 ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2013,1
Medical University of South Carolina (SCMU) , SCMU , TX1 , 2014/03/20 , Lung , 1 , 1 ,0,80,80,0, 93.68 , 76.67 ,0, 0.21 , 0.83 ,0, 5 , 5 ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2013,1
Baptist Memorial Hospital (TNBM) , TNBM , TX1 , 2014/03/20 , Lung , 1 , 9 , 5 ,94.74,52.63, 54.55 , 96.84 , 87.55 , 69.28 , 0.60 , 1.88 , 2.89 , 19 , 19 , 11 ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2013,1
Vanderbilt University Medical Center (TNVU) , TNVU , TX1 , 2014/03/20 , Lung , 1 , 2 , 11 ,98.04,96.08, 60.32 , 96.56 , 86.45 , 70.03 , 1.77 , 7.25 , 7.97 , 51 , 51 , 28 ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2013,1
"University Hospital, University of Texas Health Science Center (TXBC) ", TXBC , TX1 , 2014/03/20 , Lung , 3 , 11 , 27 ,96.34,86.59, 60.87 , 95.98 , 84.63 , 61.40 , 3.27 , 12.62 , 25.96 , 82 , 82 , 69 ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2013,1
St Luke's Medical Center (TXHI) , TXHI , TX1 , 2014/03/20 , Lung , 1 , 1 , 8 ,94.44,94.44, 42.86 , 96.76 , 87.25 , 65.29 , 0.55 , 2.20 , 3.62 , 18 , 18 , 14 ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2013,1
University of Texas Medical Branch at Galveston (TXJS) , TXJS , TX1 , 2014/03/20 , Lung , 1 , 4 , 1 ,94.74,78.95, 66.67 , 96.68 , 86.98 , 62.91 , 0.62 , 2.49 , 0.82 , 19 , 19 , 3 ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2013,1
The Methodist Hospital (TXMH) , TXMH , TX1 , 2014/03/20 , Lung , 17 , 50 , 49 ,93.17,79.88, 61.42 , 94.80 , 80.55 , 55.16 , 12.97 , 49.25 , 55.28 , 249 , 249 , 127 ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2013,1
University Hospital - St. Paul (TXSP) , TXSP , TX1 , 2014/03/20 , Lung , 5 , 11 , 12 ,93.67,86.08, 72.73 , 96.32 , 85.68 , 66.60 , 2.84 , 11.23 , 15.78 , 79 , 79 , 44 ,0,0, 1 ,0,0, 0.00 ,0,0,0,0,0,0,0,0,2013,1
Texas Children's Hospital (TXTC) , TXTC , TX1 , 2014/03/20 , Lung , 0 , 2 , 2 ,100,66.67, 33.33 , 93.37 , 78.33 , 62.67 , 0.44 , 1.35 , 1.38 , 6 , 6 , 3 , 0 , 2 , 11 , 100.00 , 92.86 , 55.47 ,0,0,0,0,0,0, 28 , 28 ,2013,1
Baylor University Medical Center (TXTX) , TXTX , TX1 , 2014/03/20 , Lung , 3 , 11 , 10 ,93.33,75.56, 60.00 , 96.53 , 86.36 , 65.87 , 1.56 , 5.65 , 7.82 , 45 , 45 , 25 , 0 , 0 ,0, 100.00 , 100.00 ,0,0,0,0,0,0,0, 1 , 1 ,2013,1
University of Utah Medical Center (UTMC) , UTMC , TX1 , 2014/03/20 , Lung , 6 , 8 , 4 ,73.91,65.22, 83.33 , 96.56 , 86.57 , 67.68 , 0.59 , 2.21 , 8.74 , 23 , 23 , 24 , 0 , 0 ,0, 100.00 , 100.00 ,0,0,0,0,0,0,0, 1 , 1 ,2013,1
Inova Fairfax Hospital (VAFH) , VAFH , TX1 , 2014/03/20 , Lung , 0 , 2 , 23 ,100,96.49, 58.93 , 96.94 , 87.93 , 68.12 , 1.78 , 7.27 , 17.61 , 57 , 57 , 56 ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2013,1
University of Virginia Health Sciences Center (VAUV) , VAUV , TX1 , 2014/03/20 , Lung , 4 , 6 , 26 ,91.84,87.76, 45.97 , 96.72 , 87.06 , 67.39 , 1.55 , 6.16 , 13.91 , 49 , 49 , 49 ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2013,1
University of Washington Medical Center (WAUW) , WAUW , TX1 , 2014/03/20 , Lung , 2 , 15 , 35 ,98.2,86.48, 72.66 , 96.82 , 87.51 , 68.77 , 3.55 , 13.64 , 41.62 , 111 , 111 , 128 , 0 , 1 , 0 , 100.00 , 50.00 , 100.00 ,0,0,0,0,0,0, 2 , 2 ,2013,1
Children's Hospital of Wisconsin (WICH) , WICH , TX1 , 2014/03/20 , Lung ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, 1 ,0,0, 0.00 ,0,0,0,0,0,0,0,0,2013,1
Froedtert Memorial Lutheran Hospital (WISE) , WISE , TX1 , 2014/03/20 , Lung , 0 , 0 , 3 ,100,100, 50.00 , 96.26 , 85.39 , 65.63 , 0.11 , 0.48 , 1.76 , 3 , 3 , 6 ,0,0, 0 ,0,0, 100.00 ,0,0,0,0,0,0,0,0,2013,1
Aurora St. Luke's Medical Center (WISL) , WISL , TX1 , 2014/03/20 , Lung , 2 , 8 , 7 ,89.47,57.89, 53.33 , 96.83 , 87.50 , 67.79 , 0.56 , 2.03 , 4.02 , 19 , 19 , 15 ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2013,1
University of Wisconsin Hospital and Clinics (WIUW) , WIUW , TX1 , 2014/03/20 , Lung , 3 , 18 , 20 ,96.63,79.78, 73.84 , 96.54 , 86.44 , 67.49 , 3.10 , 11.22 , 25.89 , 89 , 89 , 77 , 0 , 0 , 0 , 100.00 , 100.00 , 100.00 ,0,0,0,0,0,0, 1 , 1 ,2013,1
University of Alabama Hospital (ALUA) , ALUA , TX1 , 2014/03/20 , Lung , 6 , 13 , 24 ,87.5,72.92, 52.00 , 95.78 , 84.90 , 68.94 , 1.98 , 6.82 , 13.77 , 48 , 48 , 50 , 0 , 0 , 0 , 100.00 , 100.00 , 100.00 ,0,0,0,0,0,0, 2 , 2 ,2013,7
St. Joseph's Hospital and Medical Center (AZSJ) , AZSJ , TX1 , 2014/03/20 , Lung , 2 , 19 , 12 ,98.1,81.88, 61.29 , 95.89 , 85.16 , 68.20 , 4.34 , 15.97 , 9.87 , 105 , 105 , 31 ,0,0, 2 ,0,0, 0.00 ,0,0,0,0,0,0,0,0,2013,7
"University Medical Center, Univ of Arizona (AZUA) ", AZUA , TX1 , 2014/03/20 , Lung , 3 , 12 , 18 ,92.68,70.73, 57.46 , 95.60 , 84.40 , 64.69 , 1.66 , 5.24 , 16.03 , 41 , 41 , 43 , 0 , 0 , 1 , 100.00 , 100.00 , 0.00 ,0,0,0,0,0,0, 1 , 1 ,2013,7
Childrens Hospital Los Angeles (CACL) , CACL , TX1 , 2014/03/20 , Lung , 0 , 0 , 2 ,100,100, 33.33 , 97.54 , 90.81 , 69.01 , 0.02 , 0.10 , 0.33 , 1 , 1 , 3 , 0 , 0 , 4 , 100.00 , 100.00 , 42.86 ,0,0,0,0,0,0, 1 , 1 ,2013,7
Cedars-Sinai Medical Center (CACS) , CACS , TX1 , 2014/03/20 , Lung , 3 , 8 , 19 ,92.86,80.69, 58.70 , 94.31 , 80.72 , 65.28 , 2.41 , 8.82 , 14.56 , 42 , 42 , 46 ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2013,7
Lucile Salter Packard Children's Hospital at Stanford (CAPC) , CAPC , TX1 , 2014/03/20 , Lung , 0 , 0 ,0,100,100,0, 98.38 , 93.87 ,0, 0.02 , 0.06 ,0, 1 , 1 ,0, 0 , 1 ,0, 100.00 , 75.00 ,0,0,0,0,0,0,0, 4 , 4 ,2013,7
University of California San Diego Medical Center (CASD) , CASD , TX1 , 2014/03/20 , Lung , 1 , 3 , 13 ,97.96,93.88, 61.50 , 96.61 , 87.62 , 62.15 , 1.65 , 6.30 , 12.35 , 49 , 49 , 34 ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2013,7
University of California San Francisco Medical Center (CASF) , CASF , TX1 , 2014/03/20 , Lung , 1 , 6 , 24 ,99.03,94.15, 69.11 , 95.73 , 84.62 , 62.97 , 4.42 , 16.92 , 32.50 , 103 , 103 , 84 , 0 , 0 , 1 , 100.00 , 100.00 , 0.00 ,0,0,0,0,0,0, 1 , 1 ,2013,7
Stanford University Medical Center (CASU) , CASU , TX1 , 2014/03/20 , Lung , 2 , 16 , 31 ,97.89,83.11, 67.42 , 95.50 , 83.86 , 67.72 , 4.35 , 15.67 , 32.68 , 95 , 95 , 97 ,0,0, 2 ,0,0, 50.00 ,0,0,0,0,0,0,0,0,2013,7
University of California at Los Angeles Medical Center (CAUC) , CAUC , TX1 , 2014/03/20 , Lung , 1 , 20 , 36 ,99.31,85.77, 72.36 , 96.25 , 86.35 , 67.21 , 5.50 , 20.19 , 46.42 , 144 , 144 , 131 ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2013,7
Keck Hospital of USC (CAUH) , CAUH , TX1 , 2014/03/20 , Lung , 1 , 2 , 23 ,95,90, 53.06 , 96.84 , 88.47 , 67.77 , 0.63 , 2.34 , 13.54 , 20 , 20 , 49 ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2013,7
University of Colorado Hospital/Health Science Center (COUC) , COUC , TX1 , 2014/03/20 , Lung , 3 , 10 , 25 ,95.52,85.07, 64.73 , 96.65 , 87.71 , 69.40 , 2.26 , 8.12 , 21.66 , 67 , 67 , 71 , 0 , 1 , 1 , 100.00 , 0.00 , 50.00 ,0,0,0,0,0,0, 1 , 1 ,2013,7
Jackson Memorial Hospital University of Miami School of Medicine (FLJM) , FLJM , TX1 , 2014/03/20 , Lung , 1 , 3 , 10 ,95,85, 44.44 , 96.71 , 88.03 , 64.31 , 0.65 , 2.17 , 5.46 , 20 , 20 , 18 ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2013,7
Mayo Clinic Florida (FLSL) , FLSL , TX1 , 2014/03/20 , Lung , 3 , 15 , 37 ,97.32,86.61, 62.02 , 94.71 , 81.71 , 64.06 , 6.15 , 21.73 , 36.81 , 112 , 112 , 98 ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2013,7
Tampa General Hospital (FLTG) , FLTG , TX1 , 2014/03/20 , Lung , 4 , 14 , 33 ,96.9,89.14, 63.01 , 95.75 , 84.85 , 64.13 , 5.59 , 19.98 , 32.59 , 129 , 129 , 90 ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2013,7
Shands Hospital at The University of Florida (FLUF) , FLUF , TX1 , 2014/03/20 , Lung , 4 , 17 , 28 ,95,78.75, 66.27 , 93.32 , 77.16 , 54.37 , 5.40 , 17.72 , 37.38 , 80 , 80 , 83 ,0,0, 2 ,0,0, 0.00 ,0,0,0,0,0,0,0,0,2013,7
Emory University Hospital (GAEM) , GAEM , TX1 , 2014/03/20 , Lung , 5 , 12 , 21 ,93.24,83.78, 71.98 , 95.30 , 83.14 , 58.04 , 3.43 , 12.09 , 33.26 , 74 , 74 , 75 ,0,0, 1 ,0,0, 0.00 ,0,0,0,0,0,0,0,0,2013,7
University of Iowa Hospitals and Clinics (IAIV) , IAIV , TX1 , 2014/03/20 , Lung , 1 , 3 , 6 ,97.56,92.68, 80.65 , 96.65 , 87.76 , 69.24 , 1.38 , 5.12 , 10.44 , 41 , 41 , 31 ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2013,7
Loyola University Medical Center (ILLU) , ILLU , TX1 , 2014/03/20 , Lung , 5 , 11 , 41 ,93.83,86.42, 62.49 , 96.13 , 85.96 , 65.36 , 3.17 , 11.31 , 36.46 , 81 , 81 , 110 , 1 , 1 , 0 , 50.00 , 50.00 , 100.00 ,0,0,0,0,0,0, 2 , 2 ,2013,7
University of Chicago Medical Center (ILUC) , ILUC , TX1 , 2014/03/20 , Lung , 3 , 7 , 13 ,88.89,74.07, 61.76 , 95.54 , 84.14 , 66.65 , 1.12 , 3.74 , 9.95 , 27 , 27 , 34 ,0,0, 0 ,0,0, 100.00 ,0,0,0,0,0,0,0,0,2013,7
Indiana University Health (INIM) , INIM , TX1 , 2014/03/20 , Lung , 2 , 9 , 30 ,98.15,91.66, 61.54 , 96.66 , 87.82 , 70.26 , 3.57 , 13.15 , 21.41 , 108 , 108 , 78 ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2013,7
Jewish Hospital (KYJH) , KYJH , TX1 , 2014/03/20 , Lung , 2 , 5 , 4 ,93.33,83.33, 76.47 , 96.15 , 86.00 , 71.82 , 1.16 , 4.03 , 4.89 , 30 , 30 , 17 ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2013,7
University of Kentucky Medical Center (KYUK) , KYUK , TX1 , 2014/03/20 , Lung , 0 , 5 , 25 ,100,87.97, 48.98 , 95.33 , 83.30 , 63.40 , 2.02 , 7.59 , 14.79 , 42 , 42 , 49 , 0 , 0 ,0, 100.00 , 100.00 ,0,0,0,0,0,0,0, 2 , 2 ,2013,7
Ochsner Foundation Hospital (LAOF) , LAOF , TX1 , 2014/03/20 , Lung , 1 , 6 ,0,97.96,87.76,0, 96.86 , 88.45 ,0, 1.53 , 5.61 ,0, 49 , 49 ,0, 0 , 0 ,0, 100.00 , 100.00 ,0,0,0,0,0,0,0, 2 , 2 ,2013,7
Boston Children's Hospital (MACH) , MACH , TX1 , 2014/03/20 , Lung , 0 , 0 , 2 ,100,100, 50.00 , 97.69 , 91.38 , 63.00 , 0.05 , 0.18 , 1.49 , 2 , 2 , 4 , 2 , 3 , 2 , 75.00 , 62.50 , 75.00 ,0,0,0,0,0,0, 8 , 8 ,2013,7
Massachusetts General Hospital (MAMG) , MAMG , TX1 , 2014/03/20 , Lung , 2 , 4 , 10 ,93.33,86.67, 60.00 , 96.65 , 87.78 , 66.15 , 0.94 , 3.34 , 7.27 , 30 , 30 , 25 ,0,0, 0 ,0,0, 100.00 ,0,0,0,0,0,0,0,0,2013,7
Brigham and Women's Hospital (MAPB) , MAPB , TX1 , 2014/03/20 , Lung , 4 , 11 , 17 ,94.59,85.14, 75.71 , 95.96 , 85.40 , 67.97 , 3.00 , 10.57 , 23.52 , 74 , 74 , 70 ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2013,7
Johns Hopkins Hospital (MDJH) , MDJH , TX1 , 2014/03/20 , Lung , 0 , 7 , 15 ,100,89.39, 65.91 , 95.26 , 83.26 , 59.43 , 3.24 , 11.14 , 19.80 , 66 , 66 , 44 ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2013,7
University of Maryland Medical System (MDUM) , MDUM , TX1 , 2014/03/20 , Lung , 1 , 5 , 30 ,98.33,91.67, 52.38 , 95.69 , 84.57 , 57.86 , 2.60 , 9.25 , 24.88 , 60 , 60 , 63 , 0 , 0 ,0, 100.00 , 100.00 ,0,0,0,0,0,0,0, 1 , 1 ,2013,7
Henry Ford Hospital (MIHF) , MIHF , TX1 , 2014/03/20 , Lung , 2 , 6 , 10 ,92,76, 64.29 , 95.88 , 85.19 , 65.80 , 1.02 , 3.64 , 9.72 , 25 , 25 , 28 ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2013,7
