ENTIRE_NAME,CTR_CD,CTR_TY,RELEASE_DATE,ORG,GSR_AD_OBS_C1M,GSR_AD_OBS_C1Y,GSR_AD_OBS_C3Y,GSR_AD_N_C1M,GSR_AD_N_C1Y,GSR_AD_N_C3Y,GSR_P0_OBS_C1M,GSR_P0_OBS_C1Y,GSR_P0_OBS_C3Y,GSR_P0_N_C1M,GSR_P0_N_C1Y,YEAR,MONTH
Boston Children's Hospital (MACH),MACH,TX1,2022-01-06 18:00:00,LI,,,,,,,0,0,3,24,24,2021,11
Lahey Clinic Medical Center (MALC),MALC,TX1,2022-01-06 18:00:00,LI,6,11,36,181,181,239,,,,,,2021,11
Massachusetts General Hospital (MAMG),MAMG,TX1,2022-01-06 18:00:00,LI,3,10,17,163,163,148,0,0,0,1,1,2021,11
UMass Memorial Medical Center (MAUM),MAUM,TX1,2022-01-06 18:00:00,LI,9,17,23,161,161,158,,,,,,2021,11
Johns Hopkins Hospital (MDJH),MDJH,TX1,2022-01-06 18:00:00,LI,4,10,40,231,231,240,1,2,1,20,20,2021,11
University of Maryland Medical System (MDUM),MDUM,TX1,2022-01-06 18:00:00,LI,12,25,88,203,203,351,,,0,,,2021,11
William Beaumont Hospital (MIBH),MIBH,TX1,2022-01-06 18:00:00,LI,0,3,5,40,40,52,,,,,,2021,11
Children's Hospital of Michigan (MICH),MICH,TX1,2022-01-06 18:00:00,LI,,,,,,,0,0,0,6,6,2021,11
Henry Ford Hospital (MIHF),MIHF,TX1,2022-01-06 18:00:00,LI,3,10,34,216,216,241,,,,,,2021,11
University of Michigan Medical Center (MIUM),MIUM,TX1,2022-01-06 18:00:00,LI,12,20,16,172,172,154,0,1,4,25,25,2021,11
Rochester Methodist Hospital (Mayo Clinic) (MNMC),MNMC,TX1,2022-01-06 18:00:00,LI,4,9,39,234,234,261,2,2,1,9,9,2021,11
"University of Minnesota Medical Center, Fairview (MNUM)",MNUM,TX1,2022-01-06 18:00:00,LI,4,9,13,159,159,150,2,2,3,20,20,2021,11
Barnes-Jewish Hospital (MOBH),MOBH,TX1,2022-01-06 18:00:00,LI,8,18,33,229,229,246,,,,,,2021,11
Cardinal Glennon Children's Hospital (MOCG),MOCG,TX1,2022-01-06 18:00:00,LI,,,1,,,1,0,0,2,4,4,2021,11
St. Louis Children's Hospital (MOCH),MOCH,TX1,2022-01-06 18:00:00,LI,0,0,0,2,2,1,2,2,7,27,27,2021,11
Children's Mercy Hospital (MOCM),MOCM,TX1,2022-01-06 18:00:00,LI,,,,,,,2,3,2,9,9,2021,11
St Luke's Hospital of Kansas City (MOLH),MOLH,TX1,2022-01-06 18:00:00,LI,1,2,3,52,52,36,,,,,,2021,11
SSM Health Saint Louis University Hospital (MOSL),MOSL,TX1,2022-01-06 18:00:00,LI,0,3,6,71,71,69,,,,,,2021,11
University of Mississippi Medical Center (MSUM),MSUM,TX1,2022-01-06 18:00:00,LI,1,2,16,91,91,82,,,1,,,2021,11
Carolinas Medical Center (NCCM),NCCM,TX1,2022-01-06 18:00:00,LI,3,10,16,164,164,177,0,0,0,4,4,2021,11
Duke University Hospital (NCDU),NCDU,TX1,2022-01-06 18:00:00,LI,2,7,16,205,205,183,1,1,1,24,24,2021,11
University of North Carolina Hospitals (NCMH),NCMH,TX1,2022-01-06 18:00:00,LI,0,3,6,81,81,76,,,0,,,2021,11
The Nebraska Medical Center (NEUN),NEUN,TX1,2022-01-06 18:00:00,LI,11,14,29,186,186,152,0,2,2,21,21,2021,11
Our Lady of Lourdes Medical Center (NJLL),NJLL,TX1,2022-01-06 18:00:00,LI,0,1,4,25,25,31,,,,,,2021,11
University Hospital (NJUH),NJUH,TX1,2022-01-06 18:00:00,LI,0,1,16,97,97,61,,,,,,2021,11
NY Presbyterian Hospital/Columbia Univ. Medical Center (NYCP),NYCP,TX1,2022-01-06 18:00:00,LI,5,7,28,136,136,152,0,1,6,53,53,2021,11
"Strong Memorial Hospital, University of Rochester Medical Center (NYFL)",NYFL,TX1,2022-01-06 18:00:00,LI,4,10,13,140,140,91,0,1,1,2,2,2021,11
Montefiore Medical Center (NYMA),NYMA,TX1,2022-01-06 18:00:00,LI,2,5,7,103,103,85,1,2,1,19,19,2021,11
Mount Sinai Medical Center (NYMS),NYMS,TX1,2022-01-06 18:00:00,LI,17,27,32,260,260,264,1,1,5,17,17,2021,11
North Shore University Hospital/Northwell Health (NYNS),NYNS,TX1,2022-01-06 18:00:00,LI,0,0,,7,7,,,,,,,2021,11
New York-Presbyterian Hospital/Weill Cornell Medical Center (NYNY),NYNY,TX1,2022-01-06 18:00:00,LI,3,8,15,132,132,94,,,,,,2021,11
New York University Medical Center (NYUC),NYUC,TX1,2022-01-06 18:00:00,LI,1,2,10,110,110,96,,,,,,2021,11
Westchester Medical Center (NYWC),NYWC,TX1,2022-01-06 18:00:00,LI,1,6,8,97,97,58,0,0,,1,1,2021,11
The Cleveland Clinic Foundation (OHCC),OHCC,TX1,2022-01-06 18:00:00,LI,10,20,37,286,286,324,0,2,1,13,13,2021,11
Nationwide Children's Hospital (OHCH),OHCH,TX1,2022-01-06 18:00:00,LI,0,0,,1,1,,0,0,,1,1,2021,11
Children's Hospital Medical Center (OHCM),OHCM,TX1,2022-01-06 18:00:00,LI,0,0,0,1,1,1,2,3,8,56,56,2021,11
Ohio State University Medical Center (OHOU),OHOU,TX1,2022-01-06 18:00:00,LI,5,14,25,273,273,201,,,,,,2021,11
University of Cincinnati  Medical Center (OHUC),OHUC,TX1,2022-01-06 18:00:00,LI,8,19,34,279,279,237,,,,,,2021,11
University Hospitals of Cleveland (OHUH),OHUH,TX1,2022-01-06 18:00:00,LI,0,1,8,39,39,37,0,0,,1,1,2021,11
Integris Baptist Medical Center (OKBC),OKBC,TX1,2022-01-06 18:00:00,LI,2,10,11,135,135,104,0,0,0,1,1,2021,11
OU Medical Center (OKMD),OKMD,TX1,2022-01-06 18:00:00,LI,0,1,4,9,9,20,0,0,0,5,5,2021,11
Oregon Health & Science University (ORUO),ORUO,TX1,2022-01-06 18:00:00,LI,3,9,18,132,132,151,,,,,,2021,11
VA Portland Health Care System (ORVA),ORVA,TX1,2022-01-06 18:00:00,LI,0,1,4,46,46,50,,,,,,2021,11
Albert Einstein Medical Center (PAAE),PAAE,TX1,2022-01-06 18:00:00,LI,5,10,18,142,142,150,,,,,,2021,11
Allegheny General Hospital (PAAG),PAAG,TX1,2022-01-06 18:00:00,LI,2,8,10,92,92,66,,,,,,2021,11
UPMC Children's Hospital of Pittsburgh (PACH),PACH,TX1,2022-01-06 18:00:00,LI,0,0,0,10,10,6,0,1,5,53,53,2021,11
Children's Hospital of Philadelphia (PACP),PACP,TX1,2022-01-06 18:00:00,LI,,,,,,,2,2,3,43,43,2021,11
Geisinger Medical Center (PAGM),PAGM,TX1,2022-01-06 18:00:00,LI,1,3,3,32,32,37,,,,,,2021,11
Penn State Milton S Hershey Medical Center (PAHE),PAHE,TX1,2022-01-06 18:00:00,LI,1,4,3,45,45,51,,,,,,2021,11
Hahnemann University Hospital (PAHM),PAHM,TX1,2022-01-06 18:00:00,LI,1,1,9,12,12,42,,,,,,2021,11
University of Pittsburgh Medical Center (PAPT),PAPT,TX1,2022-01-06 18:00:00,LI,3,13,35,262,262,245,,,,,,2021,11
,PARH,TX1,2022-01-06 18:00:00,LI,0,0,,1,1,,,,,,,2021,11
Thomas Jefferson University Hospital (PATJ),PATJ,TX1,2022-01-06 18:00:00,LI,7,12,21,194,194,170,,,,,,2021,11
Temple University Hospital (PATU),PATU,TX1,2022-01-06 18:00:00,LI,1,1,3,25,25,19,,,,,,2021,11
Hospital of the University of Pennsylvania (PAUP),PAUP,TX1,2022-01-06 18:00:00,LI,6,20,31,279,279,299,0,0,,2,2,2021,11
VA Pittsburgh Healthcare System (PAVA),PAVA,TX1,2022-01-06 18:00:00,LI,0,1,19,90,90,88,,,,,,2021,11
Auxilio Mutuo Hospital (PRSJ),PRSJ,TX1,2022-01-06 18:00:00,LI,4,5,18,83,83,84,0,0,0,4,4,2021,11
Medical University of South Carolina (SCMU),SCMU,TX1,2022-01-06 18:00:00,LI,4,9,33,146,146,173,1,2,1,15,15,2021,11
Avera McKennan Hospital (SDMK),SDMK,TX1,2022-01-06 18:00:00,LI,2,5,2,25,25,14,,,,,,2021,11
Le Bonheur Children's Medical Center (TNLB),TNLB,TX1,2022-01-06 18:00:00,LI,,,,,,,1,1,2,10,10,2021,11
Methodist University Hospital (TNMH),TNMH,TX1,2022-01-06 18:00:00,LI,11,22,60,221,221,266,,,,,,2021,11
Vanderbilt University Medical Center (TNVU),TNVU,TX1,2022-01-06 18:00:00,LI,9,20,35,275,275,319,0,0,2,26,26,2021,11
Baylor  Scott and White All Saints Medical Center-Fort Worth (TXAS),TXAS,TX1,2022-01-06 18:00:00,LI,1,7,4,107,107,51,,,,,,2021,11
"University Hospital, University of Texas Health Science Center (TXBC)",TXBC,TX1,2022-01-06 18:00:00,LI,3,8,14,247,247,158,0,0,3,1,1,2021,11
Children's Medical Center of Dallas (TXCM),TXCM,TX1,2022-01-06 18:00:00,LI,,,1,,,1,1,1,3,22,22,2021,11
"Memorial Hermann Hospital, University of Texas at Houston (TXHH)",TXHH,TX1,2022-01-06 18:00:00,LI,3,3,10,52,52,98,0,0,1,7,7,2021,11
CHI St. Luke's Health Baylor College of Medicine Medical Center (TXHI),TXHI,TX1,2022-01-06 18:00:00,LI,2,7,44,169,169,215,,,,,,2021,11
Methodist Specialty and Transplant Hospital (TXHS),TXHS,TX1,2022-01-06 18:00:00,LI,4,8,10,114,114,124,,,,,,2021,11
University of Texas Medical Branch at Galveston (TXJS),TXJS,TX1,2022-01-06 18:00:00,LI,2,3,7,41,41,42,,,,,,2021,11
Methodist Dallas Medical Center (TXMC),TXMC,TX1,2022-01-06 18:00:00,LI,6,13,15,162,162,140,,,,,,2021,11
Houston Methodist Hospital (TXMH),TXMH,TX1,2022-01-06 18:00:00,LI,13,24,51,294,294,268,,,,,,2021,11
Medical City Fort Worth (TXPL),TXPL,TX1,2022-01-06 18:00:00,LI,,,3,,,14,,,,,,2021,11
UT Southwestern Medical Center/ (TXSP),TXSP,TX1,2022-01-06 18:00:00,LI,5,13,14,221,221,125,,,,,,2021,11
Texas Children's Hospital (TXTC),TXTC,TX1,2022-01-06 18:00:00,LI,0,0,0,1,1,3,1,5,6,79,79,2021,11
Baylor University Medical Center (TXTX),TXTX,TX1,2022-01-06 18:00:00,LI,11,20,31,198,198,267,0,0,1,1,1,2021,11
University Children?s Health (TXUC),TXUC,TX1,2022-01-06 18:00:00,LI,,,,,,,0,0,,6,6,2021,11
Michael E. DeBakey VA Medical Center (TXVA),TXVA,TX1,2022-01-06 18:00:00,LI,1,3,5,24,24,37,,,,,,2021,11
Intermountain Medical Center (UTLD),UTLD,TX1,2022-01-06 18:00:00,LI,4,6,14,129,129,101,,,,,,2021,11
University of Utah Medical Center (UTMC),UTMC,TX1,2022-01-06 18:00:00,LI,1,3,5,77,77,85,,,,,,2021,11
Primary Children's Hospital (UTPC),UTPC,TX1,2022-01-06 18:00:00,LI,,,,,,,5,6,3,34,34,2021,11
Medical College of Virginia Hospitals (VAMC),VAMC,TX1,2022-01-06 18:00:00,LI,2,4,27,210,210,153,0,0,,3,3,2021,11
University of Virginia Health Sciences Center (VAUV),VAUV,TX1,2022-01-06 18:00:00,LI,9,14,17,182,182,160,0,0,0,10,10,2021,11
Seattle Children's Hospital (WACH),WACH,TX1,2022-01-06 18:00:00,LI,,,,,,,2,2,3,25,25,2021,11
Swedish Medical Center (WASM),WASM,TX1,2022-01-06 18:00:00,LI,4,8,9,71,71,72,,,,,,2021,11
University of Washington Medical Center (WAUW),WAUW,TX1,2022-01-06 18:00:00,LI,7,13,18,239,239,191,,,,,,2021,11
Children's Hospital of Wisconsin (WICH),WICH,TX1,2022-01-06 18:00:00,LI,,,,,,,0,0,2,9,9,2021,11
Froedtert Memorial Lutheran Hospital (WISE),WISE,TX1,2022-01-06 18:00:00,LI,3,5,9,66,66,58,,,,,,2021,11
Aurora St. Luke's Medical Center (WISL),WISL,TX1,2022-01-06 18:00:00,LI,2,3,8,54,54,61,,,,,,2021,11
University of Wisconsin Hospital and Clinics (WIUW),WIUW,TX1,2022-01-06 18:00:00,LI,8,19,39,234,234,254,0,0,3,3,3,2021,11
Children's of Alabama (ALCH),ALCH,TX1,2019-07-07 19:00:00,LI,,,,,,,3,3,8,16,16,2019,5
University of Alabama Hospital (ALUA),ALUA,TX1,2019-07-07 19:00:00,LI,22,33,41,299,299,244,,,,,,2019,5
UAMS Medical Center (ARUA),ARUA,TX1,2019-07-07 19:00:00,LI,1,3,17,83,83,74,,,,,,2019,5
Phoenix Children's Hospital (AZCH),AZCH,TX1,2019-07-07 19:00:00,LI,,,,,,,0,1,4,16,16,2019,5
Banner-University Medical Center Phoenix (AZGS),AZGS,TX1,2019-07-07 19:00:00,LI,8,21,23,212,212,115,,,,,,2019,5
Mayo Clinic Hospital (AZMC),AZMC,TX1,2019-07-07 19:00:00,LI,10,18,29,285,285,182,,,,,,2019,5
St. Joseph's Hospital and Medical Center (AZSJ),AZSJ,TX1,2019-07-07 19:00:00,LI,0,3,0,36,36,1,,,,,,2019,5
Banner University Medical Center-Tucson (AZUA),AZUA,TX1,2019-07-07 19:00:00,LI,3,5,6,36,36,13,,,,,,2019,5
Rady Children's Hospital and Health Center (CACH),CACH,TX1,2019-07-07 19:00:00,LI,,,,,,,0,0,3,1,1,2019,5
Childrens Hospital Los Angeles (CACL),CACL,TX1,2019-07-07 19:00:00,LI,0,0,,1,1,,0,1,2,63,63,2019,5
Cedars-Sinai Medical Center (CACS),CACS,TX1,2019-07-07 19:00:00,LI,3,9,13,173,173,100,,,,,,2019,5
Scripps Green Hospital (CAGH),CAGH,TX1,2019-07-07 19:00:00,LI,3,3,15,77,77,81,,,,,,2019,5
Loma Linda University Medical Center (CALL),CALL,TX1,2019-07-07 19:00:00,LI,9,16,14,139,139,74,0,0,,1,1,2019,5
UCSF Medical Center at Mission Bay (CAMB),CAMB,TX1,2019-07-07 19:00:00,LI,1,1,,1,1,,1,2,2,19,19,2019,5
Lucile Salter Packard Children's Hospital at Stanford (CAPC),CAPC,TX1,2019-07-07 19:00:00,LI,0,0,0,1,1,1,1,5,7,92,92,2019,5
California Pacific Medical Center-Van Ness Campus (CAPM),CAPM,TX1,2019-07-07 19:00:00,LI,4,10,20,144,144,154,,,,,,2019,5
University of California San Diego Medical Center (CASD),CASD,TX1,2019-07-07 19:00:00,LI,8,11,13,73,73,82,,,,,,2019,5
University of California San Francisco Medical Center (CASF),CASF,TX1,2019-07-07 19:00:00,LI,16,33,48,397,397,354,,,0,,,2019,5
Stanford Health Care (CASU),CASU,TX1,2019-07-07 19:00:00,LI,7,16,21,175,175,134,,,,,,2019,5
University of California at Los Angeles Medical Center (CAUC),CAUC,TX1,2019-07-07 19:00:00,LI,14,35,72,312,312,329,1,1,7,32,32,2019,5
Keck Hospital of USC (CAUH),CAUH,TX1,2019-07-07 19:00:00,LI,11,18,33,219,219,236,,,,,,2019,5
Children's Hospital Colorado (COCH),COCH,TX1,2019-07-07 19:00:00,LI,,,,,,,3,5,5,37,37,2019,5
Centura Porter Adventist Hospital (COPM),COPM,TX1,2019-07-07 19:00:00,LI,4,5,3,30,30,38,,,,,,2019,5
Presbyterian/St Luke's Medical Center (COSL),COSL,TX1,2019-07-07 19:00:00,LI,1,2,1,24,24,3,,,,,,2019,5
University of Colorado Hospital/Health Science Center (COUC),COUC,TX1,2019-07-07 19:00:00,LI,8,18,28,218,218,189,0,0,0,2,2,2019,5
Hartford Hospital (CTHH),CTHH,TX1,2019-07-07 19:00:00,LI,4,4,8,61,61,44,,,,,,2019,5
Yale New Haven Hospital (CTYN),CTYN,TX1,2019-07-07 19:00:00,LI,2,3,5,51,51,60,1,3,0,18,18,2019,5
Georgetown University Medical Center (DCGU),DCGU,TX1,2019-07-07 19:00:00,LI,2,7,33,186,186,143,1,2,4,52,52,2019,5
Alfred I DuPont Hospital for Children (DEAI),DEAI,TX1,2019-07-07 19:00:00,LI,,,0,,,1,2,3,1,12,12,2019,5
Broward Health Medical Center (FLBC),FLBC,TX1,2019-07-07 19:00:00,LI,3,6,2,37,37,33,,,,,,2019,5
Cleveland Clinic Florida Weston (FLCC),FLCC,TX1,2019-07-07 19:00:00,LI,11,14,15,123,123,69,,,,,,2019,5
AdventHealth Orlando (FLFH),FLFH,TX1,2019-07-07 19:00:00,LI,2,8,21,159,159,129,0,0,,2,2,2019,5
Jackson Memorial Hospital University of Miami School of Medicine (FLJM),FLJM,TX1,2019-07-07 19:00:00,LI,4,17,32,200,200,194,5,6,1,52,52,2019,5
Largo Medical Center (FLLM),FLLM,TX1,2019-07-07 19:00:00,LI,0,1,,8,8,,,,,,,2019,5
Mayo Clinic Florida (FLSL),FLSL,TX1,2019-07-07 19:00:00,LI,10,22,47,356,356,355,,,,,,2019,5
Tampa General Hospital (FLTG),FLTG,TX1,2019-07-07 19:00:00,LI,11,12,21,159,159,166,,,,,,2019,5
UF Health Shands Hospital (FLUF),FLUF,TX1,2019-07-07 19:00:00,LI,8,13,16,67,67,93,,,7,,,2019,5
Children's Healthcare of Atlanta at Egleston (GAEH),GAEH,TX1,2019-07-07 19:00:00,LI,0,0,2,5,5,3,3,4,7,85,85,2019,5
Emory University Hospital (GAEM),GAEM,TX1,2019-07-07 19:00:00,LI,6,17,37,293,293,334,,,,,,2019,5
Piedmont Hospital (GAPH),GAPH,TX1,2019-07-07 19:00:00,LI,13,21,45,277,277,191,,,,,,2019,5
The Queen's Medical Center (HIQM),HIQM,TX1,2019-07-07 19:00:00,LI,3,4,2,38,38,36,,,,,,2019,5
University of Iowa Hospitals and Clinics Transplant Programs (IAIV),IAIV,TX1,2019-07-07 19:00:00,LI,3,4,4,54,54,65,,,,,,2019,5
Ann & Robert H. Lurie Children's Hospital of Chicago (ILCM),ILCM,TX1,2019-07-07 19:00:00,LI,0,0,,1,1,,4,6,1,44,44,2019,5
Loyola University Medical Center (ILLU),ILLU,TX1,2019-07-07 19:00:00,LI,6,10,15,122,122,88,,,,,,2019,5
Northwestern Memorial Hospital (ILNM),ILNM,TX1,2019-07-07 19:00:00,LI,4,12,38,223,223,215,0,0,,1,1,2019,5
Rush University Medical Center (ILPL),ILPL,TX1,2019-07-07 19:00:00,LI,2,4,5,67,67,43,,,,,,2019,5
University of Chicago Medical Center (ILUC),ILUC,TX1,2019-07-07 19:00:00,LI,4,6,9,50,50,44,0,1,3,8,8,2019,5
University of Illinois Medical Center (ILUI),ILUI,TX1,2019-07-07 19:00:00,LI,5,7,8,71,71,43,,,,,,2019,5
Indiana University Health (INIM),INIM,TX1,2019-07-07 19:00:00,LI,5,18,40,319,319,269,1,1,1,26,26,2019,5
University of Kansas Hospital (KSUK),KSUK,TX1,2019-07-07 19:00:00,LI,4,16,40,213,213,224,,,,,,2019,5
Jewish Hospital (KYJH),KYJH,TX1,2019-07-07 19:00:00,LI,4,9,19,86,86,87,,,,,,2019,5
University of Kentucky Medical Center (KYUK),KYUK,TX1,2019-07-07 19:00:00,LI,1,3,15,88,88,91,,,,,,2019,5
Ochsner Foundation Hospital (LAOF),LAOF,TX1,2019-07-07 19:00:00,LI,15,34,64,412,412,432,0,0,6,7,7,2019,5
Tulane Medical Center (LATU),LATU,TX1,2019-07-07 19:00:00,LI,1,1,7,43,43,55,,,,,,2019,5
Willis-Knighton Medical Center (LAWK),LAWK,TX1,2019-07-07 19:00:00,LI,2,5,6,39,39,16,,,,,,2019,5
Beth Israel Deaconess Medical Center (MABI),MABI,TX1,2019-07-07 19:00:00,LI,0,5,12,76,76,63,,,,,,2019,5
Boston Children's Hospital (MACH),MACH,TX1,2019-07-07 19:00:00,LI,,,1,,,2,1,2,3,43,43,2019,5
Lahey Clinic Medical Center (MALC),MALC,TX1,2019-07-07 19:00:00,LI,11,28,23,239,239,136,,,,,,2019,5
Massachusetts General Hospital (MAMG),MAMG,TX1,2019-07-07 19:00:00,LI,2,8,21,148,148,134,0,0,0,5,5,2019,5
UMass Memorial Medical Center (MAUM),MAUM,TX1,2019-07-07 19:00:00,LI,6,12,30,158,158,132,,,,,,2019,5
Johns Hopkins Hospital (MDJH),MDJH,TX1,2019-07-07 19:00:00,LI,8,23,33,240,240,192,0,1,3,10,10,2019,5
University of Maryland Medical System (MDUM),MDUM,TX1,2019-07-07 19:00:00,LI,18,53,77,351,351,290,0,0,0,1,1,2019,5
William Beaumont Hospital (MIBH),MIBH,TX1,2019-07-07 19:00:00,LI,2,3,7,52,52,32,,,,,,2019,5
Children's Hospital of Michigan (MICH),MICH,TX1,2019-07-07 19:00:00,LI,,,,,,,0,0,0,8,8,2019,5
Henry Ford Hospital (MIHF),MIHF,TX1,2019-07-07 19:00:00,LI,10,20,27,241,241,191,,,1,,,2019,5
University of Michigan Medical Center (MIUM),MIUM,TX1,2019-07-07 19:00:00,LI,5,10,23,154,154,148,2,4,5,25,25,2019,5
Rochester Methodist Hospital (Mayo Clinic) (MNMC),MNMC,TX1,2019-07-07 19:00:00,LI,15,30,39,261,261,227,,,,,,2019,5
Saint Marys Hospital (Mayo Clinic) (MNSM),MNSM,TX1,2019-07-07 19:00:00,LI,,,,,,,0,0,1,12,12,2019,5
"University of Minnesota Medical Center, Fairview (MNUM)",MNUM,TX1,2019-07-07 19:00:00,LI,4,10,27,150,150,148,1,1,0,19,19,2019,5
Barnes-Jewish Hospital (MOBH),MOBH,TX1,2019-07-07 19:00:00,LI,6,20,39,246,246,229,,,,,,2019,5
Cardinal Glennon Children's Hospital (MOCG),MOCG,TX1,2019-07-07 19:00:00,LI,0,0,,1,1,,1,2,0,4,4,2019,5
St. Louis Children's Hospital (MOCH),MOCH,TX1,2019-07-07 19:00:00,LI,0,0,1,1,1,1,3,4,5,37,37,2019,5
Children's Mercy Hospital (MOCM),MOCM,TX1,2019-07-07 19:00:00,LI,,,,,,,1,2,4,15,15,2019,5
St Luke's Hospital of Kansas City (MOLH),MOLH,TX1,2019-07-07 19:00:00,LI,1,1,3,36,36,9,,,,,,2019,5
SSM Health Saint Louis University Hospital (MOSL),MOSL,TX1,2019-07-07 19:00:00,LI,3,4,5,69,69,54,,,,,,2019,5
University of Mississippi Medical Center (MSUM),MSUM,TX1,2019-07-07 19:00:00,LI,2,10,9,82,82,51,0,1,,1,1,2019,5
Carolinas Medical Center (NCCM),NCCM,TX1,2019-07-07 19:00:00,LI,2,5,18,177,177,143,0,0,2,9,9,2019,5
Duke University Hospital (NCDU),NCDU,TX1,2019-07-07 19:00:00,LI,3,7,15,183,183,129,0,0,3,38,38,2019,5
University of North Carolina Hospitals (NCMH),NCMH,TX1,2019-07-07 19:00:00,LI,1,4,12,76,76,68,0,0,0,4,4,2019,5
The Nebraska Medical Center (NEUN),NEUN,TX1,2019-07-07 19:00:00,LI,3,18,38,152,152,164,1,1,4,13,13,2019,5
Our Lady of Lourdes Medical Center (NJLL),NJLL,TX1,2019-07-07 19:00:00,LI,4,4,4,31,31,13,,,,,,2019,5
University Hospital (NJUH),NJUH,TX1,2019-07-07 19:00:00,LI,5,12,12,61,61,108,,,,,,2019,5
NY Presbyterian Hospital/Columbia Univ. Medical Center (NYCP),NYCP,TX1,2019-07-07 19:00:00,LI,5,13,34,152,152,249,1,5,7,57,57,2019,5
"Strong Memorial Hospital, University of Rochester Medical Center (NYFL)",NYFL,TX1,2019-07-07 19:00:00,LI,4,7,9,91,91,56,0,0,0,1,1,2019,5
Montefiore Medical Center (NYMA),NYMA,TX1,2019-07-07 19:00:00,LI,0,1,13,85,85,82,1,1,0,20,20,2019,5
Mount Sinai Medical Center (NYMS),NYMS,TX1,2019-07-07 19:00:00,LI,10,19,47,264,264,242,3,4,3,24,24,2019,5
New York-Presbyterian Hospital/Weill Cornell Medical Center (NYNY),NYNY,TX1,2019-07-07 19:00:00,LI,4,10,2,94,94,12,,,,,,2019,5
New York University Medical Center (NYUC),NYUC,TX1,2019-07-07 19:00:00,LI,2,6,12,96,96,62,,,,,,2019,5
Westchester Medical Center (NYWC),NYWC,TX1,2019-07-07 19:00:00,LI,3,6,9,58,58,40,,,2,,,2019,5
The Cleveland Clinic Foundation (OHCC),OHCC,TX1,2019-07-07 19:00:00,LI,8,26,51,324,324,289,1,1,2,11,11,2019,5
Children's Hospital Medical Center (OHCM),OHCM,TX1,2019-07-07 19:00:00,LI,0,0,,1,1,,2,5,7,48,48,2019,5
Ohio State University Medical Center (OHOU),OHOU,TX1,2019-07-07 19:00:00,LI,5,17,11,201,201,71,,,,,,2019,5
University of Cincinnati  Medical Center (OHUC),OHUC,TX1,2019-07-07 19:00:00,LI,9,28,30,237,237,174,,,,,,2019,5
University Hospitals of Cleveland (OHUH),OHUH,TX1,2019-07-07 19:00:00,LI,4,8,7,37,37,39,,,,,,2019,5
Integris Baptist Medical Center (OKBC),OKBC,TX1,2019-07-07 19:00:00,LI,3,5,11,104,104,86,0,0,0,2,2,2019,5
Children's Hospital of Oklahoma (OKCM),OKCM,TX1,2019-07-07 19:00:00,LI,,,,,,,0,0,3,1,1,2019,5
OU Medical Center (OKMD),OKMD,TX1,2019-07-07 19:00:00,LI,3,3,5,20,20,26,,,,,,2019,5
Oregon Health & Science University (ORUO),ORUO,TX1,2019-07-07 19:00:00,LI,1,11,13,151,151,101,,,,,,2019,5
VA Portland Health Care System (ORVA),ORVA,TX1,2019-07-07 19:00:00,LI,1,4,3,50,50,54,,,,,,2019,5
Albert Einstein Medical Center (PAAE),PAAE,TX1,2019-07-07 19:00:00,LI,5,11,12,150,150,104,,,,,,2019,5
Allegheny General Hospital (PAAG),PAAG,TX1,2019-07-07 19:00:00,LI,1,6,15,66,66,52,,,,,,2019,5
UPMC Children's Hospital of Pittsburgh (PACH),PACH,TX1,2019-07-07 19:00:00,LI,0,0,0,6,6,5,0,4,3,65,65,2019,5
Children's Hospital of Philadelphia (PACP),PACP,TX1,2019-07-07 19:00:00,LI,,,,,,,1,2,5,32,32,2019,5
Geisinger Medical Center (PAGM),PAGM,TX1,2019-07-07 19:00:00,LI,3,3,2,37,37,18,,,,,,2019,5
Penn State Milton S Hershey Medical Center (PAHE),PAHE,TX1,2019-07-07 19:00:00,LI,1,3,16,51,51,66,,,,,,2019,5
Hahnemann University Hospital (PAHM),PAHM,TX1,2019-07-07 19:00:00,LI,3,5,13,42,42,44,,,,,,2019,5
University of Pittsburgh Medical Center (PAPT),PAPT,TX1,2019-07-07 19:00:00,LI,10,21,22,245,245,150,,,,,,2019,5
Thomas Jefferson University Hospital (PATJ),PATJ,TX1,2019-07-07 19:00:00,LI,5,9,18,170,170,122,,,,,,2019,5
Temple University Hospital (PATU),PATU,TX1,2019-07-07 19:00:00,LI,1,2,6,19,19,24,,,,,,2019,5
Hospital of the University of Pennsylvania (PAUP),PAUP,TX1,2019-07-07 19:00:00,LI,8,22,46,299,299,306,,,1,,,2019,5
VA Pittsburgh Healthcare System (PAVA),PAVA,TX1,2019-07-07 19:00:00,LI,2,10,11,88,88,74,,,,,,2019,5
Auxilio Mutuo Hospital (PRSJ),PRSJ,TX1,2019-07-07 19:00:00,LI,11,15,16,84,84,112,0,0,,4,4,2019,5
Medical University of South Carolina (SCMU),SCMU,TX1,2019-07-07 19:00:00,LI,8,23,23,173,173,148,0,1,2,18,18,2019,5
Avera McKennan Hospital (SDMK),SDMK,TX1,2019-07-07 19:00:00,LI,1,2,,14,14,,,,,,,2019,5
Le Bonheur Children's Medical Center (TNLB),TNLB,TX1,2019-07-07 19:00:00,LI,,,,,,,2,2,2,12,12,2019,5
Methodist University Hospital (TNMH),TNMH,TX1,2019-07-07 19:00:00,LI,20,38,58,266,266,275,,,,,,2019,5
